Orbital period,Transit Duration,Transit Depth,Planet radius value,Planet Insolation Value,Planetary Equilibrium Temp.,Stellar Effective Temp.,Stellar Surface Gravity,Stellar Radius
1.7890217,1.9190564,391.6251669,1.6741803,554.8261181,1237.824214,5264,4.59586,0.791524
19.5078657,4.603,1770,3.92839,61.4917,780,4316,4.56,0.71
9.0105414,1.8443264,4125.0713,2.1513682,3.3568205,345.2246743,3275,4.438,0.330146
23.6573994,2.308778,1180.935057,3.0681221,23.5564568,561.884745,5535,4.57126,0.846615
9.0753271,3.6156842,586.9172699,2.5831328,122.8680194,849.1403218,5619,4.44,0.997589
6.7060238,1.6782365,542.9365808,2.12647,100.7791488,808.0950027,5292,4.58201,0.807811
2.6620728,1.7235054,220.9994213,1.2172175,267.4349792,1031.393291,4884,4.54,0.799716
20.2926468,3.7402567,319.9395199,1.7004976,17.826244,524.0644631,4884,4.54,0.799716
3.2723118,1.815,464,1.46772,133.517,947,4907,4.62,0.72
5.904369,2.653,351,1.35959,85.3357,846,4907,4.62,0.72
15.1808746,2.808,689,1.86864,18.1396,574,4907,4.62,0.72
1.9803146,1.66,306,1.16969,301.491,1160,4907,4.62,0.72
9.56111,3.0128111,381.556764,1.6790876,40.5800926,643.7214903,4907,4.62,0.723757
15.9152686,1.1393111,652.5574248,2.2277479,23.4115602,561.0187018,4718,4.49012,0.821067
0.6332593,0.8622011,1191.45972,5.3027904,4030.751248,2032.199073,5590,4.45374,0.976212
2.45457,2.39,19250,14.183,508.468,1322,5565,4.45,0.97
0.67249,1.801,7890,15.7288,14429,3053,6647,4.12,1.7
32.76639,6.089,500,3.20531,38.3962,693,6073,4.21,1.39
1.2680452,1.027,538,2.24707,504.879,1320,5477,4.46,0.95
14.0120582,5.9348633,751.5203056,4.4835127,335.0295174,1091.165227,7184,4.25,1.58046
155.8237,10.641846,1164.400609,5.5521957,156.5032302,902.0914695,7184,4.25,1.58046
6.2099619,4.49,4090,14.369,1293.02,1670,6382,3.9,2.1
3.6944323,4.915,312,3.05838,5824.87,2433,8153,4.09,2.11
5.3089937,5.876,531,3.29803,2090.71,1883,6927,4.18,1.65
28.6620782,4.351,2600,12.4971,119.851,921,6280,4.05,1.72
2.34483,1.417,370,4.2647,580.577,1367,6398,3.89,2.13
7.2008611,2.03,50063,12.0629,9.67439,491,3606,4.74,0.5
5.7998189,1.014374,8567.339022,2.6346124,3.7367095,354.6027378,3179,4.99978,0.240233
3.5852284,3.0197224,16909.22854,14.5431829,547.1719916,1233.532835,5852,4.40684,1.06725
10.3088514,3.8012836,2122.245998,4.0217464,66.7917777,729.1224998,5432,4.56341,0.843702
3.5539283,3.6341388,9368.38877,21.2028076,2276.295019,1761.679443,6184,3.9042,2.0085199
5.0316347,5.265,4912,15.3999,1248.65,1656,6350,3.87,2.16
1.306188,1.4177746,24746.27944,16.758883,1025.50219,1443.289405,5489,4.59342,0.820181
5.5080682,2.6399995,21584.75732,10.7299795,82.2406616,768.0533689,4790,4.58765,0.740113
16.3413889,5.3764481,372.0970618,2.629079,86.231465,777.2060824,5991.11,4.37711,1.12506
4.627664,2.306,6190,14.3694,1038.78,1581,6727.6,4.22,1.55
23.5199045,3.222,1243,2.30502,10.453,500,4566.4,4.93,0.67
7.7565534,2.4341043,286.2558604,1.1359985,37.2050274,629.8978948,4566.4,4.93,0.672062
5.0052605,4.9057646,7641.404098,13.6314528,746.902456,1333.324077,6115,4.16703,1.46701
1.8468345,2.565,13237,16.4012,1845.3,1825,6352,4.27,1.36
3.2440454,3.6774272,15011.9382,21.0498466,983.3097556,1428.210878,5703,4.16,1.38951
3.8266587,2.0605848,1181.81543,2.4536347,81.1071602,765.3931102,4175,4.54,0.716312
9.2292078,2.817,1606,3.21883,37.6631,690,4406,4.50428,0.77
95.8531625,5.024,5975,5.95763,2.69104,356,4406,4.50428,0.77
2.7884723,2.9462464,14467.6854,13.9432645,850.6754194,1377.402036,5833,4.35385,1.12956
7.8519082,1.6318726,3873.959149,2.1705803,4.8904688,379.2777558,3384,4.87998,0.34388
1.4821845,2.5956827,16269.25628,27.5079498,4005.675856,2029.031084,6835.31,4.37191,1.31284
1.4013784,1.7042715,19735.20013,13.9977478,917.4100949,1403.655812,4984,4.41028,0.934977
18.5537012,3.438,448,1.57606,25.0891,623,5346.2,4.6,0.8
9.695961,2.772,122,0.808552,66.2914,794,5346.2,4.6,0.8
2.4706114,1.794486,14310.71598,13.7703405,817.5658193,1363.799199,5854,4.45,1.01613
18.2616878,3.434,971,2.85973,57.4643,767,5674,4.49483,0.94
9.3004351,2.3510062,1595.208863,1.5550304,4.6279256,374.0815959,3472,4.86042,0.363966
5.5899401,5.032,3840,12.1202,1816.63,1818,7437,4.09,1.95
37.3415931,5.351,766,2.1417,12.9381,528,5452,4.53224,0.88
10.2611329,7.369,1900,12.2521,515.939,1327,6202,3.63,2.78
5.8924856,3.134,4530,17.4655,1958.56,1853,7272,4,2.13
26.2049782,5.8635323,5593.182178,10.15497,68.292759,733.1847347,6115,4.25,1.3363301
23.48522,3.546,6020,14.0152,62.0856,782,5930,4.11,1.51
0.5842495,0.559,1041,5.50799,1217.74,1645,6020,4.18,1.34
26.2851404,2.7692779,975.2076991,3.082863,29.1144876,592.4436342,5821,4.44094,0.96445
2.2263798,2.863,1270,6.51393,2064.9,1877,6446.3,4.03,1.84
15.64643,7.75,6010,16.1126,323.367,1181,5660,3.86,1.95
3.3772835,3.6434514,7216.496136,15.3058361,2195.787933,1745.891892,6688,4.11,1.73235
2.7180835,6.1842922,329.1728205,4.2423946,3009.107559,1888.987906,5668,3.76,2.1805999
3.8240826,2.5172521,10096.10986,16.0547024,1005.894626,1436.342039,6243,4.24,1.38719
3.7246883,3.078,3320,10.8811,686.503,1426,6144,4.02,1.74
8.4249043,2.311,21600,15.0361,92.8193,864,5756,4.51,0.93
8.6007557,3.304,5090,10.7988,81.4989,837,5389,4.06,1.5
34.5059318,3.8206653,17387.98342,10.4625162,9.5814512,448.7222169,5025.77,4.66348,0.801736
17.3890454,2.6516541,2971.753227,6.4840125,23.8921547,563.8759593,5025.77,4.66348,0.801736
2.2390502,1.64,490,2.73215,640.033,1401,6021,4.29,1.25
1.5873866,1.51,110,1.09083,466.553,1294,5028,4.55,0.81
12.9773004,4.391,997,7.75284,1521.69,1740,6610,4.14,1.66
5.2132496,3.765,750,3.72907,657.521,1410,6318,4.2,1.47
5.1354577,3.716,353,3.3405,882.558,1518,6515,3.97,1.99
23.0531698,1.228,2940,9.12613,7.85406,466,5752,4.3,1.19
37.83633,5.713,8240,13.5094,80.1971,833,6641,4.38,1.26
8.2148505,3.839,3140,10.4375,216.17,1068,6183,4,1.81
3.1385875,3.541,584,4.70639,17444.7,3201,6278,4.08153,1.55
9.2786686,4.577,527,2.23168,240.688,1097,6018,4.39,1.12
0.6856225,0.751,723,3.35129,2492.49,1968,5829,4.41,1.06
2.9601848,2.014,960,4.21067,463.247,1292,6069,4.24,1.33
4.4379727,4.7176624,16222.5125,20.3565337,944.8725135,1414.044424,5967,4.08,1.5696599
7.8914271,4.2653156,9822.000249,12.9299942,278.9767986,1042.345681,5883,4.25,1.27992
3.5224751,3.2804955,8602.325645,15.9014832,1423.867941,1566.704813,6179,4.11,1.5817
3.024111,2.7209657,7558.641109,12.0899079,1227.384425,1509.610478,6041,4.22,1.36388
15.1689723,2.0633315,7818.547558,11.7952966,83.3855897,770.7126737,5713,4.34,1.12898
0.4384814,0.5192935,486.4774785,0.6505972,155.7120176,900.9491556,3146,4.438,0.284538
8.3522143,1.6637119,3924.642229,1.8017268,3.0609406,337.3521453,3146,4.438,0.284538
260.1740061,24.0527095,4747.959592,11.3192423,3.9769164,360.169028,5739,4.03,1.62762
8.379057,2.899,2930,4.97002,85.2468,846,5574,4.51,0.91
3.5484481,4.5123025,7022.005689,15.2165016,1875.011742,1678.304455,6295,4.03,1.78185
6.9067868,6.6850674,1751.777857,13.4176028,1864.97414,1676.053793,5731.8,3.65,3.1513801
7.2147718,4.0147754,8580.18368,10.1239555,191.6045333,948.9016343,5440.3,4.4,1.08637
4.476922,2.971921,9095.882918,14.3955457,636.8120268,1281.21662,5772.2,4.4,1.37148
2.7492277,1.688,11250,12.683,271.924,1131,5344,4.4,1.14
3.735051,2.4293974,8964.023907,14.2690959,830.1076146,1368.999688,5829,4.3,1.36818
4.4617755,5.4532494,18854.64319,31.9660922,2086.018981,1723.650912,6354,4.24472,2.23892
5.3160704,4.3526595,14202.61263,19.5006469,621.3098726,1273.347128,5477,4.4,1.5522701
4.0115394,2.2686483,14587.5118,15.3487909,550.5706841,1235.443874,5741,4.3,1.13908
6.2643442,3.8202596,10552.24907,11.6261491,223.3157822,985.937996,5262,4.4,1.12916
2.1223673,1.5855365,8056.334025,12.9814367,1534.906,1596.394399,6079,4.33912,1.19653
15.3419095,2.736,683,1.7005,14.2526,541,4669,4.63,0.69
1.1953968,1.5752293,1127.234456,3.5030245,2072.520318,1720.855677,5728,4.4217,1.02917
4.954648,3.639,7357,13.0889,612.686,1386,6562,4.24,1.47
4.9549631,5.9565174,8236.25668,18.4504689,1489.55428,1584.469315,6282.4,3.92936,1.99207
3.3771114,2.4508029,4515.155077,8.6110106,756.2609502,1337.481146,5614.86,4.21917,1.28017
10.6953083,2.044,920,2.84818,66.8553,796,5272.71,3.98846,0.88
2.9360281,2.118,6790,7.18912,288.087,1147,4983.6,0.2,0.83
1.3477642,1.112,762,6.61528,6992.14,2547,6252,4.19,1.47
11.9124942,3.7520869,19304.2778,11.3754057,42.7254261,652.0656914,5064,4.53576,0.823883
2.2250514,2.3678871,13144.59006,10.0926189,470.7466523,1188.000326,5103,4.48023,0.883426
0.8891483,1.1970992,44722.5891,14.8249782,280.571145,1043.831746,3653,4.60969,0.649887
1.7690121,1.0172953,10110.21398,10.5045599,313.4011658,1073.11163,4683,4.62,0.701795
8.000489,4.6706895,4606.741969,10.9709265,455.1446051,1178.032032,6146,4.12,1.55738
0.6743453,0.9010413,103652.0706,12.4716613,98.7994686,804.0969257,3228,4.90232,0.321846
3.4391152,3.3615891,12391.74934,13.6350253,688.3062667,1306.366938,4955,4.4,1.21438
0.62425,0.774288,954.060325,1.671618,353.894099,1106.211273,3765,4.75169,0.525
12.7846809,4.8533784,19658.08167,11.7994875,49.2454527,675.6336681,5077.7,4.4,0.836244
3.0911721,1.9714799,349.193899,1.666703,295.0992437,1057.089536,5253,4.54958,0.834386
5.1293855,2.8939597,9414.754794,8.9112749,181.6592422,936.3411803,5116.3,4.45,0.920804
5.179282,2.6320655,5746.965128,9.3730831,430.1391198,1161.507411,5784,4.3,1.21172
5.7772122,2.56341,1470.382126,2.8693434,75.3605118,751.4597253,4882.7,4.6,0.729818
5.6807412,4.1093897,1892.96923,6.2844217,601.257159,1262.946096,6295,4.3,1.38612
3.8300359,4.1744985,7753.408354,11.7278481,810.4382547,1360.817021,5916,4.3,1.3126301
10.1688722,4.3884108,7366.339761,12.8424534,258.7751983,1022.940591,5161.7,4.3,1.3986
1.3926549,2.0005269,7098.453579,13.3635819,2439.867657,1792.508885,5615,4.39,1.2094899
8.4536777,3.5738006,2872.288753,4.0269258,76.6379132,754.6240935,3588,4.60198,0.698009
2.2456869,3.155,12600,17.5083,2366.82,1943,6381,4.2,1.5
6.9309657,5.2921448,6887.420039,13.513657,586.1868131,1254.956755,5847,4.3,1.59136
0.5055105,0.648232,2269.199137,4.9709812,4944.368776,2138.688151,4996.3,4.5,1.01489
0.9017685,0.635,958,4.77441,446.986,1280,5828,3.9,1.36
3.36296,2.594,750,2.69668,414.8,1257,5420,4.5,0.9
4.98668,2.267,860,5.51463,339.923,1196,6046,4.06,1.64
14.445918,1.533311,1273.806981,3.290507,37.1099416,629.4950471,5063,4.48439,0.87237
3.5315897,2.689,7230,14.2116,551.242,1349,6209,4.09,1.62
0.49642,0.572,1000,5.57222,2758.3,2018,7000,4.33,1.41
3.3904897,2.878,260,2.40673,764.344,1464,6113.8,4.19,1.43
3.06555,2.483,2920,5.41363,1605.05,1763,5285,4.7,0.71
6.53144,5.713,700,6.77621,808.553,1485,6037.2,3.66,2.58
3.7981107,3.914,750,4.13478,911.152,1530,5042,4.04,1.51
2.9663437,4.44,206,2.02837,2291.32,1927,5807,4.14,1.59
62.1624516,4.319,3710,10.3408,10.4285,500,7546,4.24,1.66
0.8153098,1.373,189,1.19041,2785.3,2023,5729,4.47487,0.97
11.5743561,6.0493763,14285.1322,18.1309835,205.6631556,965.8481969,5776,4.13,1.4578
12.379649,3.3314543,711.2691437,8.6993926,962.3125052,1420.524675,6582,3.69,2.7841101
85.4244796,3.6658465,1134.223303,4.4208054,10.9176682,463.6093885,5697,4.21712,1.29609
26.4579842,3.372,397,2.90965,66.2935,794,5706,4.84423,1.37
13.9631929,4.5245027,812.9002244,2.3118575,46.751059,666.9105884,5270.9,4.438,0.813544
35.1896444,3.3254029,4524.935393,2.2253696,0.6703132,230.7752258,3446,4.89707,0.326932
9.6799809,1.806,15870,14.6081,31.1433,658,5980,4.39,1.11
16.5899263,2.1573675,642.4369483,5.4428798,266.9749353,1030.949452,6690,4.1059,1.7449
0.3524597,0.578,305,1.76224,1844.98,1825,5432,4.51,0.9
1.4937444,2.044,160,1.62102,2431.71,1956,6328,4.32136,1.28
121.3342908,6.1861599,1830.536931,4.1767182,4.5797413,373.1040687,6140,4.54184,0.957395
0.8294084,0.5583289,254.6127529,2.4799192,4983.613208,2142.919376,5951.67,4.438,1.52424
2.326343,1.2195051,4153.614444,1.9763187,15.1203939,502.933455,3244,4.97167,0.261162
7.1566025,1.218975,674.5586897,3.1263063,253.7528508,1017.940707,5910.35,4.35957,1.13489
1.4206036,1.6483243,448.0101837,1.1974247,148.490368,890.3162916,3872,4.69525,0.548484
2.8411415,1.174,530,1.42162,35.9524,682,3872,4.69525,0.55
10.4029111,1.3721731,824.1851185,1.8465904,10.4421274,458.4764117,3872,4.69525,0.548484
46.5710978,6.1832559,328.3531481,2.1305645,27.1915284,582.409103,6495,4.43957,1.15083
2.6796164,0.9028948,827.5423687,1.8334769,83.7078249,771.4561825,3943,4.62547,0.63072
1.1188024,1.119,427,1.44009,247.175,1104,3943,4.62547,0.63
20.1546939,1.3244754,1039.49771,2.3244125,14.1253091,494.4464236,4863,4.63136,0.712388
76.8663962,6.7753035,341.5578492,1.9249103,5.1039406,383.3506039,5482.02,4.5343,0.877042
1.4663344,0.447,920,1.87124,40.7842,704,3412,4.9014,0.32
3.1434463,1.501,803,2.34132,301.599,1160,4962,4.55115,0.79
2.6865041,2.5524772,12250.41897,13.7470239,994.8105653,1432.368781,5738,4.23836,1.18274
18.6016754,2.3690896,559.9932489,9.1300283,845.8744041,1375.454475,6175,3.37301,3.7007
210.668358,10.3865576,342.5966404,2.8961818,17.3175389,520.2849849,6683,4.22146,1.52592
12.5520766,6.8268193,202.0868952,2.8228669,495.3032121,1203.199203,7020,4.09526,1.84505
0.4018586,1.5779753,111.3648011,0.5525072,568.7058283,1245.494085,3621,4.7197,0.520283
4.9707023,2.586,487,2.38733,328.783,1186,6109,4.33438,1.21
27.2672016,2.4164839,1154.327889,1.5781136,1.6051398,287.0767134,3546,4.77262,0.460014
179.4031712,10.7569968,618.5780905,3.7472354,8.4378703,434.6883098,6863,4.27882,1.4648
11.8120707,3.3324162,189.027556,1.7481305,154.3200348,898.9288685,6037,4.32817,1.20105
8.9172211,2.6426767,2147.081691,2.7931797,17.1075621,518.7006367,4066,4.67766,0.605243
63.39545,5.1295954,851.8694759,3.3507179,10.0390505,453.9864688,5717,4.43377,1.0149601
3.1260778,1.7185367,11383.75271,10.9257115,328.1564535,1085.525393,5100,4.4651,0.874706
0.3862197,0.9122445,437.6381201,1.1988782,873.6229278,1386.598594,3863,4.67991,0.566304
9.405877,1.5560322,1425.933018,1.977596,9.8226818,451.5202868,3869,4.75875,0.475701
7.0767314,2.444,630,2.4422,106.205,894,5781,4.45679,1
6.0683318,1.9825707,1742.733239,2.1199939,15.1794104,503.4234887,3668,4.73795,0.499376
340.3877311,9.2318877,718.3774619,3.6888424,2.3021148,314.1604363,6424,4.33722,1.27808
60.06632,2.409,990,7.64759,42.0912,709,5660,4.10485,1.47
139.2632286,15.5650549,403.2688035,1.8388146,2.3286226,315.0609123,5373.01,4.49164,0.90717
22.048775,3.8087167,540.6928554,1.9509885,15.3309639,504.6753756,4836,4.53282,0.794435
13.340145,4.611198,589.893526,3.929267,268.2186408,1032.148032,6467,4.16063,1.57943
4.8566656,2.585881,1163.841609,3.2987328,179.2788125,933.2585799,5607,4.63178,0.796892
15.4432661,3.8493075,4652.019556,5.7063938,38.3407878,634.6510571,5607,4.63178,0.796892
6.0541622,4.592,255,4.01623,11299.9,2872,6187,4.09624,1.61
0.7196291,1.474746,4971.14566,12.2917419,14474.6699,2797.511733,6454,4.3,1.69458
9.4070515,2.6715391,967.7626685,3.9938238,237.6137635,1001.354025,6223,4.33525,1.2331001
2.9905745,2.0941681,11083.89412,13.2344892,679.8798081,1302.350213,5535.6,4.4,1.10305
2.6820061,1.8238879,8514.966549,14.1985341,1028.09463,1444.202267,5465,4.4,1.285
3.86866,2.3101443,8058.077161,13.9784675,957.9449856,1418.910138,6373.5,4.2,1.3337801
20.2656358,6.4172007,802.3053384,4.03042,108.2477155,822.6676779,6276.1,4.25063,1.37617
3.3610013,2.5685869,24081.78105,12.7400071,273.0272959,1036.74337,5375,4.49371,0.817705
15.937546,4.5395335,4172.292483,11.9220549,180.2682649,934.5436034,6093.1,4.1,1.55033
3.0958985,1.8584684,10354.9917,19.2443952,1246.352843,1515.409487,6764,4.3,1.25844
11.6207544,5.6290584,486.0090375,3.207554,239.281495,1003.106462,6329,4.24509,1.39619
1.3382314,2.1560676,27137.09201,14.8542602,1188.621855,1497.547744,5436,4.46024,0.894974
716.3497402,3.612,867,2.90826,0.0174179,101,5645.84,4.46148,0.97
20.2254946,2.2719961,712.14897,1.9090249,10.4016117,458.0310383,4465,4.6,0.697547
11.3071786,2.824,264,1.02968,18.9311,581,4465,4.6,0.7
0.98656,0.724,390,3.78687,574.294,1363,5522,3.99,1.64
1.0361758,2.93,348,2.62395,18869.1,3265,6413,4.2,1.5
82.7899763,5.8475847,1017.854417,3.1369358,6.459129,406.5961278,6115,4.5616,0.957772
17.1019622,3.357,11430,10.1067,20.0982,589,5302.3,4.4,0.93
6.5346715,3.304,6370,10.7773,121.853,925,5424,3.35,1.33
11.6700285,2.0534143,2783.790522,2.0205499,4.0210338,361.1637726,3644,4.79912,0.380272
7.2011383,2.1444681,1662.839831,1.7056002,7.6541813,424.2232195,3644,4.79912,0.380272
2.2088214,2.544,7770,11.6656,1052.08,1586,5960.4,4.27,1.26
4.7150942,2.436,7460,7.48939,118.46,919,3798,4.67,0.57
7.4972297,3.589,14480,11.9137,143.814,964,5596.2,4.43,1
14.2197641,6.416,2390,8.78678,215.552,1067,6115,3.97,1.83
7.9980831,3.047,3960,10.9403,97.3629,875,5556,3.97,1.7
7.7119842,4.058,3176,10.7188,536.15,1340,6458,4.03,1.83
22.6539607,3.468,11530,12.2765,13.8485,537,5523,4.33,1.12
9.7728388,7.4907772,2279.700318,12.0232332,670.6896654,1297.92666,5636.8,3.66,2.43731
2.8392793,1.4011791,35229.70983,10.4761821,45.5594673,662.6197999,3642,4.438,0.54933
1.6471574,1.033,3880,6.06894,362.237,1215,5027,4.64,0.73
0.87741,0.472,12050,8.59148,26.3008,630,3495,4.64,0.62
3.9471567,1.699,1880,3.86968,71.367,809,4794,4.47,0.84
3.2553185,2.061,1920,6.72917,362.749,1215,5927,4.28,1.25
8.3129806,4.171,2680,10.7065,237.935,1094,5929,3.86,2.03
1.0526157,1.5288415,358.5076064,1.4203085,706.2654804,1314.806204,4621,4.54,0.758575
42.1289893,4.6130523,961.655867,2.3404732,5.1588515,384.3775426,4621,4.54,0.758575
3.3311975,3.705,12390,14.877,1437.43,1715,6605,4.33,1.33
1.2043785,1.047,1170,4.985,1124.6,1613,6595,4.3,1.38
8.6251769,2.704,1690,7.55444,161.98,993,5484,4.35,1.08
4.8714085,2.643,1180,3.8394,350.476,1205,5484,4.35,1.08
1.6804461,1.099,2020,5.37039,833.25,1496,5695,4.41,1.04
5.7517969,3.0489623,701.5728877,6.2303216,1308.688047,1534.012094,6510.3,3.97,1.97616
0.5109902,0.709,2720,9.54792,4048.85,2222,6095,4.13,1.53
1.2709769,2.335,1400,4.10761,4096.84,2228,6296,4.39,1.17
3.66275,3.096,970,3.52758,782.333,1473,6150,4.33,1.22
7.0924883,2.869,5540,12.2608,200.057,1047,6493,4.17,1.58
1.1258127,0.374,1440,13.1558,570.852,1361,6423,4.36,1.24
5.1858,7.191,4550,18.5118,1753.41,1802,6130,3.64,2.7
4.534451,4.936391,23574.84291,23.183789,1003.703259,1435.559122,6421.5,4.19,1.47459
22.84518,7.215,9210,15.1752,91.9765,862,5963.1,4.08,1.57
8.71546,3.934,12010,12.1387,103.489,888,5395,4.36,1.06
6.9444047,2.7056073,5264.928074,13.4708551,449.6608267,1174.467527,6104.5,4.19,1.41945
5.5436298,3.879,5400,13.5659,702.661,1434,6510,4.05,1.81
4.0197555,2.688,9750,9.57594,211.813,1062,5216,4.44,0.94
0.659752,0.6731474,1138.104792,4.3019481,7130.686129,2343.70302,5832,4.26,1.25112
5.74984,3.734,17690,14.4892,329.499,1186,6046,4.42,1.08
5.1750108,2.0076562,13020.07533,11.4726621,162.7267425,910.9289033,5177,4.48,0.892685
3.36376,3.418,7030,10.7493,705.699,1435,5713.3,4.24,1.27
5.4361667,1.5419673,4797.128848,1.7175409,3.6311669,352.0718502,3139,5.04944,0.211299
12.6826724,3.827,2490,5.24953,76.8372,824,5851,4.43,1.04
4.8984239,3.752,9930,12.907,409.667,1253,5774,4.23,1.29
1.1792344,1.7572263,5398.699681,26.9739777,16257.69141,2879.946821,6127.1,3.67,2.6058199
13.3368173,4.384,8210,11.2448,69.8726,805,5517,4.26,1.2
4.31362,1.709,9490,8.01917,54.2011,755,4929.5,0.1,0.8
6.1600755,1.808,18930,17.7265,64.3828,789,5669,4.29,1.19
3.1821969,3.0676639,3746.663839,9.3708418,1042.576746,1449.26151,5672.5,4.4,1.3954
3.4972769,2.0988025,17834.08241,11.5840209,192.6704823,950.2186404,4940,4.53,0.80797
5.4693888,1.8076781,32411.85599,11.5779216,27.5364506,584.247334,3770,4.61871,0.638902
1.2730965,1.48,414,1.57925,660.277,1412,5024,4.5685,0.77
5.2153618,5.5895721,5205.834734,17.7519701,1843.463272,1671.199788,6067.2,3.73,2.3901401
5.0451188,1.8549863,13949.11556,18.0229867,319.7861956,1078.536079,5337,4.5,1.16636
4.6612025,2.1408549,5135.665725,12.7709747,823.9647363,1366.459946,5884.5,4.3,1.52373
2.7567395,2.3808565,9248.475992,13.8044661,1225.526373,1509.03883,6034,4.26998,1.28427
2.3372423,1.4487311,11568.40085,10.5103504,550.1159381,1235.18869,5335,4.5,0.910484
4.1567834,3.9413609,4830.185952,9.8517709,941.6088632,1412.821789,6362.5,4.59,1.38831
2.1192866,1.5061152,1701.281814,8.4965052,5317.363466,2177.929595,7022,4.2,1.99761
7.8369842,6.8077198,14532.94861,21.4721115,434.3612918,1164.347268,5774.8,4.4,1.75826
5.9123675,4.672,416,3.28952,697.86,1431,6187.3,3.87,1.76
3.4072141,3.892,315,2.96344,2770.93,2021,6187.3,3.87,1.76
9.1696498,4.9227951,186.1944669,2.4628421,505.9586098,1209.618714,6187.3,3.87,1.76167
18.84184,3.184,5970,9.05304,30.3347,653,5603,4.35,1.1
3.4977868,2.236,1790,3.47575,248.389,1105,5356,4.59,0.81
7.8686762,4.0228111,10335.98617,11.8276114,273.0364186,1036.75203,6394,4.43,1.13572
6.00327,3.947,4920,7.59354,271.529,1130,5527,4.37,1.06
19.4061437,1.961,11150,8.75357,4.19986,398,5099,4.55,0.82
5.4681892,1.814,4290,11.2463,251.65,1109,6597,4.16,1.61
19.4723016,4.2893299,1766.182839,3.6117414,9.9883786,453.4125095,4333,4.5109,0.702945
1.0339,1.404,520,5.37338,2619.59,1993,6444,3.84,2.28
5.8681984,3.651,2639,18.1157,1402.27,1704,6294,3.55,3.1
5.5094951,2.892,7700,8.55825,165.972,999,5519,4.45,0.97
1.8098811,3.7636624,13033.56127,21.9555549,5139.026625,2159.434157,6278.2,3.97,1.89121
20.362741,4.5890238,1126.878247,4.2523478,75.428916,751.630191,6142,4.35874,1.18003
74.6068965,4.8874071,2304.723725,9.1295659,13.3540875,487.5546513,6142,4.35874,1.18003
74.6065192,3.6758167,2377.688756,9.5163991,13.3541775,487.555473,6142,4.35874,1.18003
1.9792573,1.6873516,2235.664094,4.1930997,189.6799154,946.5097378,4001,4.47278,0.756551
3.0766835,1.2491751,18848.56074,2.722618,6.6976166,410.2983965,3163,5.0701,0.1966
2.7029187,1.6998642,5132.678283,3.7942392,44.0592242,657.0962083,3596,4.71597,0.524573
9.4636148,3.061,5050,5.45543,63.7261,787,4935,4.59823,0.75
12.9696927,1.1129072,4085.684538,6.1709882,52.0502944,685.0551684,5017,4.38114,0.972753
1.3866519,2.3006751,14246.46655,12.9811619,1879.934766,1679.40501,6286,4.438,1.07661
0.782765,1.2621481,519.1912192,1.7472713,651.9082071,1288.743126,4099,4.52,0.727642
13.4190392,5.9221882,4668.53687,12.4259675,165.23271,914.4158726,5184.9,3.9254,1.69269
1.7771109,1.5669528,14073.50212,12.9084635,1043.212176,1449.482283,5627,4.45645,0.97906
0.5153654,1,37197.88579,12.0910878,484.4555527,1196.556566,3558,4.63662,0.617346
8.2754608,3.755,6510,11.5451,130.93,942,5515.2,4.24,1.39
4.83266,2.308,830,4.9031,161.807,993,5485.4,3.9,1.83
25.86696,4.923,2240,7.41184,100.989,883,5095,4.56,0.8
18.8812961,5.943,915,3.61081,103.276,888,5924,4.14,1.35
6.340315,4.249306,25410.70329,20.517917,400.7201062,1141.116626,6083,4.28983,1.2666
5.84259,3.747,2670,11.8252,307.599,1166,5707,3.76,2.2
4.3474,4.684,3520,10.753,786.037,1475,5618,3.93,1.79
12.3750537,6.6166181,4155.610483,17.1909846,592.6032964,1258.376981,6173.5,3.76326,2.36235
50.6939885,4.068,11200,8.48837,2.93192,364,5216,4.6039,0.78
4.08165,2.691,460,2.38239,376.072,1226,5716,4.42,1.02
1.30613,0.634,560,1.99844,62.7136,783,4072,4.58,0.68
7.0846492,3.102328,591.5301151,2.1949984,115.4006791,835.9337133,5517.8,4.57,0.842833
1.10071,0.909,680,4.67495,1082.9,1598,6409,4.14,1.59
0.224195,0.292,540,5.59553,2649.15,1998,4079,4.58,0.68
1.82738,1.491,870,8.96794,727.6,1446,6130.5,3.58,2.89
5.1660127,3.01966,1263.532631,4.1062551,381.0617054,1126.856402,5927,4.37728,1.11457
14.3614789,4.0964994,2859.757771,5.0510341,50.2582088,679.0808773,5283,4.438,0.946146
7.397216,1.3164962,953.5477499,1.2711131,6.6743946,409.942287,3342,4.438,0.407103
12.8900899,2.5413229,3520.69711,2.9698317,4.1214233,363.3971818,3478,4.76582,0.46769
5.5514857,2.0186927,1282.32279,2.0319062,12.6719325,481.205367,3478,4.76582,0.46769
17.1217196,6.507,131000,10.2267,204.585,1053,5762,4.44944,1
15.6692322,4.562853,1393.38148,2.6868893,13.2931176,486.9971964,4214.44,4.52845,0.732115
0.3711334,0.4918187,2322.621815,1.4062147,204.4873602,964.4647664,3333,4.95786,0.272233
18.685862,5.4844,1215.952989,4.2075538,53.8374071,690.8611696,5926,4.48242,0.987496
9.0182016,3.08,492,3.54998,762.028,1463,9671,4.33,1.78
19.7580247,3.198,483,3.80858,191.036,1035,9671,4.33,1.78
16.6542431,7.792,10168,11.9082,362.642,1215,6054,4.43,1.08
