pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_logg,st_rad
2459987.949,1.9316462,3.166,1286.0,11.2154,44464.5,4045.0,9.42344,295.862,7070.0,4.03,2.01
