koi_disposition,koi_pdisposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,501.0764745,143.2445125,,3.21,,,,,,,,
FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,1.72933255,132.5413,0.586,3.631,2.97E+01,0.69,1745,2196.53,17.1,5921,4.22,1.211
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1.729338354,132.536976,0.887,6.8524,1.40E+05,139.36,2230,5838.68,379.7,5587,3.754,2.553
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,0.567493852,131.9916219,1.275,1.35349,7.98E+03,65.47,3024,19665.18,1219.8,6370,4.053,1.548
CANDIDATE,CANDIDATE,0,0,0,0,2.54031121,133.77849,0.295,1.83,1.73E+02,1.2,1268,611.31,10.1,5778,4.531,0.911
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,2.105238039,132.675463,0.83,5.23595,9.47E+04,75.1,1966,3523.25,1071.9,5947,3.943,1.885
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,7.226944171,136.163008,1.233,23.0124,6.82E+05,237.79,1179,457.25,3076.6,6270,4.199,1.36
FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,31.9733117,133.867225,1.35,13.2105,7.51E+04,272.44,1289,652.01,1554.1,7854,3.669,3.462
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,1.64125844,131.9294,,4.51,,,,698.68,,,,
CANDIDATE,CANDIDATE,0,0,0,0,1.371587993,131.80506,0.9829,12.901,4.56E+02,4.91,2413,8016.36,43.3,7045,4.154,1.604
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,20.84991961,137.5588347,13.715,13.7687,3.13E+05,2912.48,1099,345.25,1614.7,7355,4.042,1.984
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,15.12021253,139.6966549,1.199,3.50007,2.46E+04,33.11,605,31.61,928.2,5232,4.554,0.725
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,3.481657589,134.1835162,0.245,4.75315,3.47E+05,78.24,1485,1151.7,7428.7,6225,4.191,1.291
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0.739769962,131.9671179,1.212,1.95901,2.07E+04,82.29,3013,19590.61,726.2,6465,3.947,1.847
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,6.570421193,134.01948,0.939,4.4698,6.01E+04,33.99,946,189.25,712.6,5812,4.484,0.908
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0.541405029,131.933523,0.641,2.7481,3.28E+05,125.64,2679,12266.51,541.2,5096,3.889,1.782
FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,2.17814186,132.02946,0.012,1.988,1.28E+02,0.92,1174,447.79,11.2,5101,4.506,0.84
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,10.54884842,140.3874343,,1.17,,,,,,,,
CANDIDATE,CANDIDATE,0,0,0,0,5.89773974,133.42423,0.1566,2.243,7.79E+01,1,1150,414.11,8.1,6300,4.371,1.126
FALSE POSITIVE,FALSE POSITIVE,1,0,0,1,0.609662423,131.946514,0.799,4.24033,1.41E+05,110.14,3834,51214.99,3250.1,7498,3.964,2.274
CANDIDATE,CANDIDATE,0,0,0,0,1.74145041,132.0107,0.33,1.712,3.71E+02,1.46,1234,547.5,10.9,5238,4.598,0.764
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0.953299962,131.699309,1.267,1.69478,2.24E+03,35.67,2011,3850.25,298,6183,4.407,1.02
CANDIDATE,CANDIDATE,0,0,0,0,20.2944118,148.08554,8.7053,0.357,4.54E+02,774.73,648,41.69,5.6,5865,4.518,0.918
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,2.745640575,131.707795,1.117,3.04508,4.53E+04,47.22,1300,673.9,918,5780,4.438,1
CANDIDATE,CANDIDATE,0,0,0,0,17.9908273,141.92539,0.129,1.436,6.60E+02,1.88,541,20.29,10.9,4918,4.546,0.752
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,12.18072127,139.3460044,0.479,4.15602,4.15E+05,63.25,742,71.88,1809.8,5750,4.538,0.882
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,50.4670244,132.009484,0.973,8.96181,1.03E+05,52.88,523,17.63,1435.1,6137,4.448,1.012
CANDIDATE,CANDIDATE,0,0,0,0,198.11309,175.3243,0.1542,15.59,5.33E+01,1.09,399,5.96,8.3,6163,4.144,1.486
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0.84986054,132.0547,1.26,1.3875,6.57E+03,67.45,2260,6185.9,100.1,5164,3.949,1.676
FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0.933728196,131.5336,0.015,3.441,6.77E+01,0.85,2006,3826.49,13.3,6170,4.43,1.032
FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,2.03742712,131.5592,0.791,3.939,3.60E+01,0.9,1812,2550.21,11.4,6356,4.215,1.358
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,5.274819905,136.708908,0.99,4.6688,1.09E+05,100.89,1646,1733.91,902.5,7247,4.111,1.834
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0.527678272,131.8133693,0.385,2.33166,2.48E+05,75.31,2551,9989.53,706.1,5321,4.069,1.475
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,3.55027051,133.7711,0.022,1.879,2.13E+02,1.15,1036,272.61,7.6,5497,4.581,0.8
CANDIDATE,CANDIDATE,0,0,0,0,5.70509519,136.20183,0.469,1.58,2.84E+02,1.58,947,189.8,9.2,5455,4.448,0.927
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,65.4317194,144.171343,0.885,12.2384,1.53E+05,59.22,490,13.58,1146.6,6201,4.431,1.04
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1.718649321,132.21092,0.421,3.94095,1.91E+05,39.08,1499,1194.16,833.4,6071,4.541,0.865
FALSE POSITIVE,FALSE POSITIVE,1,0,1,1,7.2949175,136.0798,1.132,41.04,1.83E+02,11.67,763,79.99,18.9,5289,4.614,0.731
FALSE POSITIVE,FALSE POSITIVE,1,0,1,1,7.2935801,136.2546,1.157,40.02,1.25E+02,17.41,925,173.44,26.6,5900,4.509,0.951
FALSE POSITIVE,FALSE POSITIVE,1,0,1,0,42.9261364,138.5107,0.2964,2.578,3.78E+02,1.84,490,13.65,8.6,5628,4.503,0.953
FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1.89129338,132.6698,0.373,5.677,3.38E+01,0.42,1152,416.87,15.1,4986,4.558,0.733
FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1.89124453,132.6958,0.734,5.08,3.10E+01,1.19,2200,5537.41,19.4,5850,3.72,1.977
FALSE POSITIVE,FALSE POSITIVE,1,0,0,1,1.89134201,132.6744,0.2376,4.674,1.29E+02,0.92,1325,729.42,8.9,5658,4.567,0.815
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,87.87826191,194.105106,0.585,12.8138,3.39E+05,110.85,530,18.65,1974.6,5784,3.985,1.642
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,15.92663277,145.5519669,0.672,7.42888,2.72E+05,57.95,670,47.68,2278.9,5496,4.471,0.917
FALSE POSITIVE,FALSE POSITIVE,0,1,1,0,0.958116585,132.052919,1.275,2.3496,2.37E+03,49.16,2271,6312.99,296,6032,4.147,1.365
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,39.8415229,168.1412318,0.902,8.79024,1.44E+05,116.52,765,80.93,4421.6,6078,3.946,2.07
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1.891268461,132.6833032,0.183,8.24958,6.42E+05,399.93,5047,153163.32,4211.8,11287,3.642,4.662
FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1.89114441,132.7545,1.088,8.724,4.99E+01,6.57,932,177.97,16.7,4267,4.637,0.627
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,61.25964956,140.698649,0.741,12.1777,2.33E+05,54.72,447,9.45,880.3,5912,4.532,0.889
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0.872359598,132.0311474,0.686,3.74512,2.67E+05,67.08,2112,4703.58,1063.2,6240,4.391,1.048
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,374.318792,431.5127,0.8507,5.96,1.54E+06,243.21,241,0.79,10.3,5997,4.572,0.815
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,5.627911313,133.1491782,0.464,7.08223,4.34E+05,81.61,1167,438.81,2890.7,6280,4.361,1.115
FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0.62927655,132.015321,0.98,0.9698,8.40E+02,4.64,2102,4624.3,30.9,5628,4.388,0.976
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1.22578134,131.6062,0.985,2.235,9.94E+04,53.32,1701,1973.12,86.8,5780,4.438,1
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0.751408792,131.948266,1.242,2.2974,1.75E+04,41.48,1926,3241.36,267.3,5697,4.46,0.903
FALSE POSITIVE,FALSE POSITIVE,1,0,1,1,0.866344816,132.06358,0.318,1.9188,2.34E+02,6.85,3569,38575.44,46.5,4936,3.055,4.527
FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,2.24294107,133.47862,0.23,2.532,3.94E+01,0.75,1654,1763.55,12.1,6082,4.195,1.184
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,0.950487062,131.73468,0.907,2.9283,1.15E+01,1.35,4231,75637.15,15.4,8107,3.698,3.385
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,5.579631021,133.5534687,1.323,3.38646,1.18E+05,90.32,1108,356.56,1268.7,6188,4.427,1.022
FALSE POSITIVE,FALSE POSITIVE,1,0,0,1,21.37831102,157.804933,0.257,21.7174,8.06E+04,97.23,1062,300.32,852.2,4905,3.3,3.484
CANDIDATE,CANDIDATE,0,0,0,0,129.847318,240.6812,0.004,13.057,1.98E+02,1.45,385,5.22,11.1,6133,4.427,1.032
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,0.541396363,131.5974,0.0783,2.384,1.81E+02,2.04,3204,24909.05,20.4,7118,4.212,1.489
FALSE POSITIVE,FALSE POSITIVE,0,1,1,0,0.550509602,131.86731,0.386,1.1836,1.24E+02,5.02,3938,56796.99,24,4891,3.169,4.529
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,2.404293523,132.755943,1.364,4.4649,8.15E+03,888.7,4178,71976.93,471.2,4697,2.204,17.032
CANDIDATE,CANDIDATE,0,0,0,0,0.8867443,131.899639,,3.16,,,,,,,,
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,25.83683127,137.3641956,0.899,6.32201,1.45E+05,50.72,587,28.08,3016.9,5691,4.477,0.897
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,0.94895231,131.85772,0.738,3.952,5.77E+01,2.51,3464,33931.93,18.1,6661,3.666,3.067
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,11.70220393,139.4312652,0.967,2.75173,2.90E+04,57.95,1240,560.24,2184.7,6148,3.793,2.133
CANDIDATE,CANDIDATE,0,0,0,0,2.28494301,132.92343,0.013,1.01,1.62E+02,1,1180,458.39,10.6,5396,4.571,0.789
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,3.722775537,136.515472,0.626,14.3309,1.08E+05,90.36,1731,2125.53,864.9,5425,3.678,2.592
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1.245342215,132.220019,0.728,4.40308,2.34E+05,90.34,2341,7120.27,1178.5,6967,4.25,1.476
FALSE POSITIVE,FALSE POSITIVE,0,1,1,0,0.604755462,131.84831,0.039,1.3741,3.35E+02,1.29,1598,1534.24,40.3,4842,4.616,0.726
CANDIDATE,CANDIDATE,0,0,0,0,439.21978,523.3139,0.2863,9.392,3.42E+02,1.81,266,1.18,10.3,6553,4.479,0.962
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,8.144135648,136.5054788,0.222,8.88876,8.79E+04,56.52,1491,1169.67,6113.7,7605,4.123,1.862
FALSE POSITIVE,FALSE POSITIVE,1,0,0,1,0.566795196,131.80925,0.227,2.18,1.48E+01,0.35,2066,4277.24,13.1,5680,4.516,0.908
FALSE POSITIVE,FALSE POSITIVE,0,1,1,1,0.566798827,131.81946,0.25,3.662,3.49E+01,0.52,2045,4154.8,21.9,5548,4.473,0.889
FALSE POSITIVE,FALSE POSITIVE,1,0,1,1,0.56678012,131.8499,0.492,3.257,2.76E+01,0.49,2073,4352.1,13.5,5674,4.506,0.911
FALSE POSITIVE,FALSE POSITIVE,1,0,1,1,0.566800113,131.81731,0.751,3.315,1.04E+02,0.58,1180,455.05,18.1,3844,4.721,0.526
FALSE POSITIVE,FALSE POSITIVE,1,0,1,1,0.56679293,131.83103,0.18,3.814,1.01E+02,0.86,2064,4264.42,22.1,5812,4.551,0.853
FALSE POSITIVE,FALSE POSITIVE,1,0,0,1,0.566809491,131.79695,0.484,3.156,6.95E+01,0.55,1656,1790.3,21,4987,4.611,0.654
FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0.566799218,131.81553,0.6858,4.227,1.82E+01,0.79,3153,23364.03,19.2,6108,3.893,1.753
FALSE POSITIVE,FALSE POSITIVE,1,0,1,1,0.566797404,131.83652,0.119,4.109,6.94E+01,0.64,1890,2993.84,18.8,5313,4.51,0.784
CANDIDATE,CANDIDATE,0,0,0,0,22.2548897,142.2563,0.239,13.454,8.38E+01,2.16,899,154.4,11.8,5349,3.76,2.388
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,4.719336335,133.514832,1.269,2.83787,1.24E+04,91.91,1722,2078.32,632.4,6792,3.971,2.058
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1.258274109,132.7042523,1.244,1.92467,1.42E+04,25.98,1207,502.19,669.1,4937,4.669,0.587
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,8.966610607,138.5745618,1.101,4.01883,5.96E+04,56.94,1038,274.04,2049.1,6480,4.351,1.132
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,15.32763411,134.92291,1.204,6.0662,1.77E+04,291.01,1472,1108.58,117,4830,2.987,6.784
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,2.10413487,132.63638,0.611,4.2269,3.21E+05,67.03,1421,963.4,86.4,5780,4.438,1
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,6.767341062,135.2655184,0.724,4.49213,2.45E+05,52.84,933,178.98,3356.8,5926,4.513,0.843
FALSE POSITIVE,FALSE POSITIVE,0,1,1,0,1.92730001,132.36067,1.285,18.812,6.18E+03,45.99,1614,1605.97,351.1,6057,4.352,1.11
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,48.79936881,160.196299,0.622,8.80873,3.25E+05,67.36,525,17.9,1151.6,6170,4.472,0.992
CANDIDATE,CANDIDATE,0,0,0,0,1.01485981,131.6159,0.185,1.65,2.43E+02,1.61,1928,3274.72,8.4,6158,4.453,1.024
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,5.882036054,131.7687637,1.183,5.16326,2.39E+05,119.09,1114,363.01,2168.4,5837,4.282,1.187
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,4.059428737,133.1885651,0.216,5.26926,2.45E+05,67.38,1455,1059.83,5461,6610,4.281,1.33
CANDIDATE,CANDIDATE,0,0,0,0,15.3902613,140.8602,0.231,3.431,7.68E+01,4.39,1459,1069.24,9.4,5649,3.282,4.994
CANDIDATE,CANDIDATE,0,0,0,0,279.036565,246.6289,1.198,31.92,3.95E+02,30.25,323,2.58,31.7,6072,4.285,1.273
CANDIDATE,CANDIDATE,0,0,0,0,26.8552365,146.688,0.825,2.185,1.94E+02,1.49,618,34.48,6.7,6045,4.494,0.955
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,19.35954117,134.25201,0.328,12.8464,3.87E+05,101.44,942,186.12,3590.2,6198,3.96,1.567
CANDIDATE,CANDIDATE,0,0,0,0,16.2347636,139.9705,0.046,4.2,1.16E+02,1.28,852,124.25,10.7,6478,4.371,1.188
FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,1.287097944,132.37957,0.382,1.94,1.06E+02,0.89,1631,1678.58,12.3,5906,4.494,0.852
FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,3.5565617,133.522,0.262,6.691,6.80E+01,0.52,883,143.89,10,4964,4.628,0.633
FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,3.55646511,133.5549,0.344,4.72,4.61E+01,0.56,1076,317,7.8,5475,4.479,0.818
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,3.661895766,132.5316735,2.959,35.6374,3.55E+04,374.78,1708,2012.26,291.7,6793,4.101,1.589
CANDIDATE,CANDIDATE,0,0,0,0,2.3518268,134.352,1.23,5.797,5.77E+02,39.82,1535,1313.37,24.5,5445,4.14,1.426
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,2.35195525,131.9168815,0.511,5.98883,2.13E+05,59.62,1678,1876,1819.1,6550,4.324,1.225
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1.882438182,132.7396834,0.395,3.50695,3.44E+05,74.77,1818,2589.75,2051.3,6322,4.211,1.213
CANDIDATE,CANDIDATE,0,0,0,0,3.57944367,133.46198,0.3976,1.869,1.17E+02,0.87,1018,253.89,8.5,5341,4.546,0.801
CANDIDATE,CANDIDATE,0,0,0,0,8.2553499,135.17,0.918,3.959,5.45E+01,3.28,1462,1079.27,10,5403,3.559,3.6
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,5.682410334,133.6376552,0.761,5.33373,2.20E+05,72.9,1141,401.43,2041.6,5897,4.278,1.196
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,2.199069234,133.0633498,0.762,6.30646,2.25E+05,118.99,2104,4632.97,5915.4,6613,4.014,1.925
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1.481655821,132.699429,1.103,3.4913,5.91E+04,59.19,1935,3314.58,554.4,6478,4.307,1.174
FALSE POSITIVE,FALSE POSITIVE,1,0,1,1,0.93370968,131.5714,0.848,3.356,6.22E+01,0.38,865,131.85,9.2,3615,4.839,0.42
CANDIDATE,CANDIDATE,0,0,0,0,10.6982275,140.6793,0.032,3.198,2.46E+02,1.73,919,168.88,9.1,6277,4.417,1.097
FALSE POSITIVE,FALSE POSITIVE,0,1,1,0,1.388509353,131.786298,1.145,2.84811,3.76E+04,52.43,1836,2679.88,454.6,6075,4.315,1.13
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,9.089355023,139.083714,0.647,6.4006,1.01E+05,68.91,1511,1233.59,756.4,7675,4.051,2.015
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,0.94808587,131.93348,1.105,8.03,2.30E+02,37.72,3359,30040.23,145.3,6875,3.798,2.856
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,10.36855269,132.718439,0.978,4.37878,1.53E+05,61.14,845,120.48,3170.1,5855,4.418,0.944
CANDIDATE,CANDIDATE,0,0,0,0,7.20558084,138.3055,0.5196,2.997,5.80E+01,1.33,1253,582.45,8.7,6002,4.025,1.693
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,13.8602646,139.4033,1.204,74.26,4.81E+02,19.71,690,53.56,72.3,5667,4.535,0.796
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,13.63948043,144.531439,1.033,3.12422,8.11E+04,44,680,50.51,664.1,5461,4.517,0.846
CANDIDATE,CANDIDATE,0,0,0,0,392.50115,498.8298,0.1835,9.88,3.91E+02,1.9,225,0.6,8.9,5128,4.388,0.988
CANDIDATE,CANDIDATE,0,0,0,0,5.29655591,131.8704,0.37,3.93,1.35E+02,1.3,1156,421.14,9.3,6268,4.429,1.1
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,6.882686062,134.052302,0.399,5.47323,3.74E+05,60.49,921,169.85,2842.2,5704,4.483,0.948
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1.407937865,132.26921,0.759,1.585,5.08E+04,19.09,1179,457.02,137.3,4627,4.564,0.741
FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1.89117723,132.7285,1.207,6.986,1.76E+02,164.49,3536,36995.02,17.4,5086,2.66,6.86
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,52.884577,147.01058,1.272,7.892,1.20E+04,48.13,555,22.44,72.6,6483,4.42,1.078
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1.429439352,132.74659,1.298,2.424,3.37E+03,54.36,2079,4417.56,292,6491,4.223,1.371
CANDIDATE,CANDIDATE,0,0,0,0,8.8324193,137.7004,0.185,2.252,7.41E+01,0.98,999,234.99,8.1,6060,4.29,1.133
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,2.821328194,131.680097,0.537,5.02692,6.48E+04,40,1807,2520.03,1227.3,6701,4.121,1.506
CANDIDATE,CANDIDATE,0,0,0,0,5.88836941,136.02799,0.249,1.05,1.20E+02,1.21,1125,379.27,8.3,6243,4.39,1.084
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,11.9613085,131.9131819,0.616,4.6414,3.11E+05,51.58,696,55.37,1907.8,5564,4.587,0.785
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,204.280255,164.7235,0.875,37.2,1.06E+04,8.99,236,0.73,35.1,4907,4.582,0.727
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0.572079631,132.0189884,0.793,2.27811,1.28E+05,29.45,1716,2036.56,578.2,5233,4.625,0.639
FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0.822314545,131.7125281,0.447,3.3374,3.27E+01,0.54,1922,3227.02,3.8,5709,4.409,0.938
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,31.00539285,150.8616525,0.305,3.073,5.60E+05,141.82,682,51.25,1236.1,5023,3.9,1.784
FALSE POSITIVE,FALSE POSITIVE,0,1,1,1,2.189097,132.0841,1.246,5.768,3.00E+03,13.92,647,41.37,13.5,3624,4.848,0.406
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,17.51191534,134.39065,0.008,5.678,7.29E+02,52.64,2246,6014.16,41,4029,1.786,20.888
CANDIDATE,CANDIDATE,0,0,0,0,521.10826,189.5977,0.3485,18.36,2.45E+02,1.5,231,0.68,8.7,5942,4.432,0.947
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,41.3701638,166.1673,0.653,29.254,6.91E+03,59.95,1133,389.15,91.3,4764,2.777,6.883
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1.306220168,132.1122056,0.352,5.14519,4.81E+05,83.16,2095,4556.14,2019.4,6600,4.238,1.124
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,631.632,239.8779,0.4544,16.13,2.95E+02,1.56,201,0.38,8.6,5689,4.493,0.894
FALSE POSITIVE,FALSE POSITIVE,0,1,1,0,0.756511623,131.9298652,1.216,2.81832,4.16E+04,77.4,2549,9947.96,845,6343,4.199,1.417
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,10.84528655,138.334343,1.307,4.3876,7.47E+03,319.52,1682,1893.11,416.1,5096,3.094,7.023
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,32.45541269,137.607894,0.726,7.3736,1.36E+05,23.48,392,5.55,180.9,4869,4.71,0.543
CANDIDATE,CANDIDATE,0,0,0,0,3.39401963,134.37164,0.166,2.984,9.84E+01,1.03,1306,689.16,10,6181,4.431,1.029
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,5.917085496,132.900327,0.095,23.7545,5.63E+05,75.86,1005,241.42,1331.5,5661,4.383,0.987
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0.958871144,131.6864267,0.533,2.74361,2.32E+05,45.91,1743,2174.51,1191.2,5530,4.425,0.892
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0.5402463,131.5521,0.9411,13.93,1.15E+03,6.2,3249,26335.17,1.6,7296,4.249,1.498
FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1.288046428,132.00088,0.219,3.637,3.23E+01,2.18,2945,17822.99,20.3,5216,3.287,3.871
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,4.200206781,134.6578,1.07,5.21948,8.24E+04,105.07,1737,2150.58,943.7,6873,4.051,1.923
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,6.091954982,137.5877592,0.953,3.60482,3.67E+04,26.96,1036,272.7,1508.7,6063,4.424,0.913
CANDIDATE,CANDIDATE,0,0,0,0,5.52507406,135.15435,0.152,2.565,6.15E+01,0.8,1028,263.79,9.8,5600,4.378,1.037
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,485.52409,307.5674,71.3346,11.04,4.15E+03,6149.09,191,0.31,10.8,5227,4.584,0.8
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,0.76647343,132.034804,0.766,2.46345,2.00E+05,42.33,1628,1654.36,545,5297,4.594,0.722
FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,5.2439783,132.6829,0.82,10.1,9.35E+01,1.03,1068,307.32,13.1,6029,4.481,0.956
FALSE POSITIVE,FALSE POSITIVE,1,0,1,1,5.2436639,132.6741,0.66,10.53,9.35E+01,0.88,1059,296.41,10.4,6212,4.537,0.862
FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,5.2438269,132.6874,0.228,8.235,1.29E+02,0.76,743,72.18,11.3,4634,4.597,0.689
FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0.56678702,131.849,0.0063,3.074,7.50E+00,0.27,2356,7279.54,11.2,6045,4.375,0.999
FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,2.19642864,133.4945,0.004,4.933,9.95E+01,0.79,1193,477.24,11.8,5376,4.576,0.806
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,2.19635512,133.515028,0.702,9.65516,2.67E+05,82.04,1793,2448.43,2132,6438,4.182,1.273
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,26.71841755,138.0518033,1.069,8.14155,7.30E+04,66.69,727,65.88,2173.1,5957,4.168,1.286
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0.615787196,131.71405,0.7452,3.067,1.11E+02,3.5,3886,53910.99,23.9,6315,3.603,3.075
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,548.08441,367.3828,0.1531,17.66,5.60E+02,2.35,222,0.58,7.4,5780,4.438,1
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,2.213964145,132.565776,0.634,6.7598,1.23E+05,57.06,1891,3030.64,951.4,6256,4.037,1.514
CANDIDATE,CANDIDATE,0,0,0,0,3.226232203,134.41924,0.145,0.4022,3.63E+01,1.01,1620,1627.1,9.9,6534,4.203,1.437
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1.025534511,132.4990072,0.883,3.52048,1.11E+05,43.68,1896,3066.26,3769,6267,4.487,0.919
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,7.64941291,132.1070518,0.231,6.56935,2.36E+05,53.4,1050,287.83,9054.7,6387,4.398,1.076
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,13.17480793,136.4631739,1.065,3.37392,7.11E+04,51.06,811,102.2,1812.6,6067,4.433,0.997
FALSE POSITIVE,FALSE POSITIVE,0,1,1,0,0.655094658,131.78278,1.22,6.159,3.72E+02,26.41,2173,5290.98,59.5,6063,4.476,1.012
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,3.33287187,133.4408645,,7.13,,,,,,,,
