# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Oct  3 11:20:40 2025
#
# COLUMN toi:            TESS Object of Interest
# COLUMN tfopwg_disp:    TFOPWG Dispostion (CP | FP | KP | PC)
# COLUMN pl_tranmid:     Planet Transit Midpoint Value [BJD]
# COLUMN pl_orbper:      Planet Orbital Period Value [days]
# COLUMN pl_trandurh:    Planet Transit Duration Value [hours]
# COLUMN pl_trandep:     Planet Transit Depth Value [ppm]
# COLUMN pl_rade:        Planet Radius Value [R_Earth]
# COLUMN pl_insol:       Planet Insolation Value [Earth flux]
# COLUMN pl_eqt:         Planet Equilibrium Temperature Value [K]
# COLUMN st_tmag:        TESS Magnitude
# COLUMN st_dist:        Stellar Distance [pc]
# COLUMN st_teff:        Stellar Effective Temperature Value [K]
# COLUMN st_logg:        Stellar log(g) Value [cm/s**2]
# COLUMN st_rad:         Stellar Radius Value [R_Sun]
#
toi,tfopwg_disp,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_logg,st_rad
1929.01,KP,2459329.3574030,3.8537616,3.3920000,18650.0000000,14.7144000,471.6100000,1298.0000000,13.1648000,585.7700000,5697.0000000,4.3900000,1.0600000
193.01,CP,2460206.0610590,0.7920646,0.4660000,1464.0000000,12.9674000,1013.6900000,1571.0000000,9.1031000,80.4373000,5422.0000000,4.4222300,0.9800000
1930.01,KP,2459355.4881080,2.8786641,2.2070000,8710.0000000,12.8630000,471.1420000,1297.0000000,12.1014000,508.8850000,6017.0000000,4.2200000,1.3500000
1931.01,KP,2459331.4317650,3.8186276,4.2820000,3240.0000000,11.3749000,1200.2400000,1639.0000000,12.0233000,757.8400000,6090.0000000,3.8800000,2.0300000
1932.01,KP,2459228.9372030,5.6107737,6.3384834,6651.6899169,18.3701736,1486.8578958,1583.7517779,11.3299000,627.0660000,6013.5000000,4.1700000,2.2132700
1933.01,KP,2459201.9757980,3.2633165,5.2814337,5011.5725027,15.0902486,3163.3762217,1912.7466985,12.9410000,1342.2900000,6561.0000000,3.9300000,2.0834700
1934.01,KP,2459351.5530030,4.5111234,4.5250000,11170.0000000,18.5483000,1085.3500000,1599.0000000,10.5288000,356.3910000,6540.6000000,4.2600000,1.7100000
1935.01,KP,2459272.9475390,4.4352884,1.8900000,6410.0000000,11.2110231,196.6630000,1365.1232387,12.2682000,609.1280000,6245.0000000,4.2400000,1.3800000
1936.01,KP,2459167.7111020,2.3506186,2.3690000,15940.0000000,12.8010000,570.2330000,1361.0000000,11.7076000,279.4850000,5593.0000000,4.4600000,0.9700000
1937.01,CP,2459989.0415170,0.9466787,1.0900000,16490.0000000,14.6661000,1220.3500000,1646.0000000,12.4933000,415.1350000,5707.0000000,4.3900000,1.0700000
1938.01,APC,2459346.0734960,12.7060866,2.4782523,5160.2020899,11.4460032,131.9890966,864.4786335,10.7347000,245.2950000,6200.5000000,4.3300000,1.1056300
1939.01,FP,2459308.6128470,2.8970202,4.1502336,3080.9239308,,631.5687933,1278.5711929,8.2376000,3847.1700000,8862.0000000,4.1000000,
194.01,KP,2460198.8317160,4.8996461,3.0700000,10957.0000000,15.9746000,259.8640000,,10.2480000,211.8770000,5940.0000000,4.2315800,1.5000000
1940.01,PC,2459335.6451930,3.4158668,1.9196262,2841.7825532,19.3376794,2831.3869926,1860.4566612,9.4638100,264.0510000,5986.0000000,3.6600000,2.1905200
1941.01,FP,2458326.5108900,1.1330500,1.0730000,100.0000000,2.1688700,925.9990000,1536.0000000,8.5122000,153.8960000,5883.8000000,3.7700000,2.1000000
1942.01,FP,2460012.0277400,1.6563738,1.7410000,246.0000000,1.4204700,1000.8800000,1566.0000000,9.8146000,130.3350000,5614.1000000,4.3400000,1.0200000
1943.01,PC,2460091.6973040,1.7425730,1.9620000,947.0000000,3.2459000,3594.0000000,2157.0000000,10.1598000,129.8920000,5309.7000000,,0.9500000
1944.01,FP,2459285.4486800,6.0988471,5.4088180,8857.7284148,24.9943945,1423.5818320,1566.6261042,10.9572000,525.9220000,7023.2000000,4.1100000,1.8221900
1945.01,FP,2458545.6609400,1.5736300,2.5580000,710.0000000,7.5971700,18801.9000000,3262.0000000,10.6707000,279.1550000,5342.5000000,4.0100000,1.6600000
1946.01,FP,2459338.8498880,10.8458712,3.3790000,3120.0000000,21.6846000,878.7520000,1516.0000000,8.4672000,230.0330000,6670.3000000,4.2900000,2.5600000
1947.01,FP,2460066.8219440,12.0077462,2.8180000,2921.0000000,,115.3840000,913.0000000,8.9301000,,4990.7000000,,
1948.01,FP,2460013.4573820,3.6473383,4.4572847,162.7642577,1.9083777,1104.8893752,1470.4472480,10.1302000,219.4820000,5928.0000000,4.2400000,1.4757900
1949.01,PC,2459331.9000440,4.6211026,3.8820000,11700.0000000,15.4381000,948.9550000,1546.0000000,9.4306000,200.1560000,6531.7000000,4.2900000,1.4500000
195.01,KP,2458355.4904240,2.0727598,2.6190000,14761.0000000,14.2954000,1414.8700000,1708.0000000,9.9696000,151.0680000,5640.0000000,4.4370300,1.1300000
1950.01,FP,2458599.5698400,1.4114400,2.5090000,414.3790000,,20094.8000000,3316.0000000,8.4215000,362.5730000,9208.0000000,3.8500000,
1951.01,PC,2459362.0847350,4.8294060,2.6761872,8222.9837003,19.9103402,1628.9232666,1620.2980383,9.8722000,278.4620000,5877.5000000,4.1800000,1.9558300
1952.01,FP,2458599.3139800,6.8913200,5.3690000,5940.0000000,11.3151000,673.7040000,1419.0000000,10.5000000,241.9810000,5488.0000000,4.1400000,1.4100000
1953.01,FP,2459359.1324320,0.6923563,0.8030000,810.0000000,10.6207000,14950.4000000,3080.0000000,9.5187000,253.4780000,6422.1000000,3.8600000,1.8500000
1954.01,PC,2460015.1943540,4.9064175,6.5416975,1704.6576752,9.7548163,1908.1975034,1685.6817323,8.9718000,232.2760000,7119.5000000,4.1400000,1.9808300
1955.01,FP,2458600.4509200,16.3152000,1.9920000,2500.0000000,2.2308800,26.3120000,630.0000000,11.1825000,22.4731000,3625.0000000,4.8100000,0.3100000
1956.01,FP,2458600.5969400,0.8895800,1.8440000,1240.0000000,3.8492000,4433.2300000,2273.0000000,10.4877000,191.8770000,5586.2000000,4.2100000,1.1100000
1957.01,FP,2460083.9748820,14.5187891,2.8970000,429.0000000,3.6028300,43.2598000,714.0000000,9.4845000,206.8260000,5844.8000000,4.1300000,1.7900000
1958.01,PC,2459336.4919830,14.6483913,2.3520000,1323.0000000,33.3954000,93.0211000,865.0000000,9.9055000,496.7310000,4851.6000000,,5.4200000
1959.01,FP,2459336.0101780,3.2242808,4.3100077,868.6214414,8.5752112,527.6121099,1222.3580538,11.0897000,407.8010000,4866.2000000,,2.6241500
196.01,PC,2458354.3037310,1.1630372,1.4568603,409.6006588,8.4237328,49141.0122425,3797.3512801,8.0674000,292.3200000,6495.0000000,3.3204800,4.0595698
1960.01,PC,2459330.0514240,5.3418199,4.9900000,330.0000000,5.7387000,1467.5400000,1724.0000000,9.1962000,400.7180000,6466.2000000,3.7000000,3.2800000
1961.01,PC,2459352.0794960,6.7018963,1.8740000,950.0000000,5.0221600,109.4290000,,10.0032000,240.3400000,6231.8000000,4.2100000,1.5200000
1962.01,FP,2458601.3436800,1.7644700,2.7490000,2640.0000000,27.9210000,17578.1000000,3207.0000000,7.1850000,326.6280000,8049.0000000,3.3000000,5.0800000
1963.01,FP,2459341.0243740,12.6534664,4.0982077,27095.4399490,20.5105778,106.7171624,819.7441326,10.1630000,158.0900000,5394.6000000,3.7700000,1.1891500
1964.01,PC,2459307.4920860,0.6466988,1.0248899,1063.7008880,5.8435673,18610.0980659,2978.9067943,10.7892000,405.2080000,6308.3000000,4.0000000,1.7140400
1965.01,FP,2459357.4031060,2.2778177,3.2120000,880.0000000,,95451.3000000,4896.0000000,8.1773010,401.0970000,9096.5000000,,
1966.01,PC,2459334.4760800,0.6227257,1.0110042,565.9410837,6.3159749,35846.7581896,3509.3947426,9.0492000,254.1690000,6390.7000000,3.8300000,2.3084900
1967.01,APC,2459307.3346250,0.4262223,0.5111692,835.5797306,4.3877473,17154.6137164,2918.8715623,9.9666000,186.7890000,5343.0000000,4.1000000,1.4990799
1968.01,APC,2458601.9569600,3.9719500,4.2970000,7670.0000000,13.8556000,1605.2200000,,10.5200000,357.6860000,6535.3000000,4.2000000,1.5500000
1969.01,FP,2458597.3508070,2.6855915,2.0491187,488.2401788,3.5729712,1856.7004810,1674.1918061,8.5941000,106.9550000,5796.0000000,4.1400000,1.5171500
197.01,CP,2458357.0140540,14.2781220,8.6972718,827.9264426,8.3566078,91.6541814,789.1468373,7.3566000,95.5483000,5105.0000000,3.3918200,2.9032400
1970.01,PC,2459308.3237060,2.5599667,2.9695871,11049.7594662,17.5040682,2669.4348198,1833.2621832,11.0048000,421.9460000,6432.2000000,4.1100000,1.5699600
1971.01,FP,2460062.3833230,3.2178240,1.7350000,1288.0000000,5.8470200,227.1910000,1081.0000000,10.3345000,247.1450000,5418.0000000,4.1700000,1.6700000
1972.01,PC,2458571.4615800,4.7631000,1.8380000,850.0000000,4.0644500,184.1050000,1026.0000000,9.7472000,202.0330000,6105.1000000,4.1200000,1.4800000
1973.01,PC,2459335.0748890,3.9194856,2.3461465,5155.2335962,,422.0694670,1156.0210269,10.7565000,204.9840000,5149.0000000,4.3500000,
1974.01,APC,2459354.3241820,5.4382180,1.6750000,7830.0000000,14.7798000,157.7890000,987.0000000,10.5833000,238.4260000,5342.0000000,4.0900000,1.4900000
1975.01,FP,2459332.1708320,2.8319354,3.2100000,780.0000000,4.1833500,914.1130000,1531.0000000,10.2081000,205.3670000,5408.7000000,,1.4800000
1976.01,APC,2459360.0214060,7.6943096,8.9030000,7400.0000000,,925.4410000,1536.0000000,8.8681000,201.2072000,4956.8000000,,
1977.01,FP,2459352.1857990,17.0614756,3.3840000,2730.0000000,17.1048027,425.8669904,1158.6125921,9.5918000,437.9020000,9184.7000000,4.0900000,2.1418300
1978.01,FP,2459286.2045930,6.0783344,4.8904528,16168.2889130,16.9877965,235.1310083,998.7280008,5.6660000,2503.4600000,8719.5000000,4.0800000,1.0000000
1979.01,FP,2458571.7969700,1.3092400,2.5350000,3370.0000000,,52079.9000000,4208.0000000,9.8678000,395.5820000,8832.5000000,4.2600000,
198.01,CP,2458356.3672000,10.2150168,1.9683066,994.1089045,1.4777754,7.4195034,420.9334696,9.9280100,23.7262000,3763.0000000,4.8373900,0.4473360
1980.01,FP,2458604.9115600,9.2789800,6.5140000,9020.0000000,15.0807000,1058.7200000,1589.0000000,10.9805000,343.3880000,5898.8000000,4.0800000,1.4500000
1981.01,PC,2460063.1362430,2.4763492,3.5930000,593.0000000,4.7271600,14633.4000000,3064.0000000,10.0010000,540.2520000,8749.3000000,,2.1400000
1982.01,PC,2459323.8257980,17.1725007,5.0160000,3610.0000000,9.8901100,107.9420000,897.0000000,10.1919000,266.5090000,6617.0000000,4.2100000,1.4100000
1983.01,FP,2459288.0921800,6.1110945,4.2566318,1098.1526720,5.8732080,249.2030410,1013.3467617,10.3349000,162.1480000,5725.0000000,4.5400000,1.0723500
1984.01,FP,2459331.9161430,0.5646193,1.2950000,510.0000000,3.0149800,8493.1000000,2674.0000000,10.3610000,252.8100000,6237.0000000,4.2400000,1.3000000
1985.01,APC,2460027.6349220,30.7864669,3.4660000,8750.0000000,23.8125000,112.1510000,861.0000000,9.9681000,332.3210000,6101.8000000,,2.0500000
1986.01,APC,2459256.9745330,7.5043829,4.8967771,12479.7176832,,177.5290293,930.9730180,8.1350000,,8613.8000000,,
1987.01,APC,2459575.3110060,2.5861465,1.2990000,2510.0000000,11.9748000,271.8030000,1131.0000000,9.6241800,273.4910000,5635.4000000,3.7100000,2.3300000
1988.01,FP,2460064.2932160,2.2818488,3.9730000,1483.0000000,7.2854000,2351.9000000,1940.0000000,10.1854000,299.3780000,5368.0000000,,2.1500000
1989.01,FP,2459309.5756440,3.4551479,5.7444704,5191.7260014,,499.3447666,1205.6461821,10.2581000,1541.1600000,8046.5000000,4.1200000,
199.01,CP,2460038.9770620,104.8729635,6.5540000,12183.0000000,10.2230000,2.7527800,358.0000000,10.0391000,102.2700000,5350.0000000,4.5234700,0.8800000
1990.01,FP,2459281.7108530,3.7899524,5.5268401,4345.4373432,11.7871267,602.1590809,1263.4194534,10.1574000,171.1270000,5579.5000000,4.2200000,1.1045600
1991.01,FP,2460065.0750370,6.6570835,5.2850000,7164.0000000,14.8934000,528.8840000,1336.0000000,10.1405000,268.2540000,5805.6000000,4.1300000,1.7300000
1992.01,FP,2458546.8455400,4.3122400,2.7040000,4990.0000000,12.3576000,664.8730000,1414.0000000,10.5287000,375.9330000,,,1.7200000
1993.01,FP,2459352.6606860,3.9416903,2.5370000,12840.0000000,19.6321000,1460.4800000,1722.0000000,10.2480000,290.7800000,6190.4000000,4.1500000,1.4800000
1994.01,CP,2460032.2185210,4.0337201,3.4800000,2868.0000000,11.5159000,1910.2600000,1841.0000000,10.2396000,515.6030000,7369.0000000,4.2700000,2.2200000
1995.01,PC,2459327.8277960,3.1056464,1.7720000,800.0000000,13.2277000,949.5040000,1546.0000000,9.8153000,873.4010000,7804.8000000,3.7800000,4.4400000
1996.01,FP,2458576.4335000,7.7243300,8.0300000,7120.0000000,20.0285000,1173.5300000,1630.0000000,10.2372000,422.8840000,6249.4000000,4.1900000,2.3200000
1997.01,PC,2460038.1465300,1.8359766,1.0620000,1073.0000000,5.1160300,573.1680000,1363.0000000,9.8916000,254.4390000,6311.5000000,4.1700000,1.6100000
1998.01,FP,2458572.2078600,1.1083300,2.2880000,1060.0000000,4.5827400,4415.2300000,2270.0000000,10.1860000,218.4380000,5972.0000000,4.0800000,1.4000000
1999.01,APC,2460033.2858810,7.2133579,2.3450000,8814.0000000,21.2234000,271.5950000,,10.4109000,183.6910000,5843.0000000,4.3300000,1.1600000
200.01,CP,2458332.3083230,8.1382222,3.2797025,3852.0299874,6.1757682,115.8275563,836.7056912,7.8541000,44.0622000,5414.0000000,4.4380000,0.9519850
2000.01,CP,2460086.6607750,9.1270519,3.5490000,4568.0000000,8.3423500,147.4660000,970.0000000,10.3579000,175.7130000,5400.0000000,4.4300000,1.1800000
2000.02,CP,2460038.8198770,3.0983670,1.9630000,496.0000000,2.4711800,328.0670000,1185.0000000,10.3579000,175.7130000,5400.0000000,4.4300000,1.1800000
2001.01,PC,2459256.1411340,2.7435213,1.8047048,1518.9012847,22.0496668,22630.1553062,3128.1792663,8.9578000,500.0270000,7896.3000000,3.6000000,3.9611499
2002.01,FP,2460011.1513320,2.3330349,3.0050000,2795.0000000,15.6213000,12107.6000000,2951.0000000,10.4879000,296.1790000,5986.5000000,4.3200000,1.5600000
2003.01,PC,2458579.3653200,,3.5290000,3860.0000000,15.7171000,194.6560000,1040.0000000,9.6569000,379.9720000,7043.2000000,3.9800000,2.4600000
2004.01,FP,2458545.2656500,1.7998800,3.5180000,180.0000000,3.3219700,6540.6800000,2505.0000000,9.0607000,258.8850000,6136.9000000,3.8500000,2.4600000
2005.01,PC,2459293.9977000,17.3057923,4.1729767,2807.0668740,12.4978402,525.9409472,1221.3889754,9.4916000,328.4750000,6995.5000000,4.1000000,2.2275901
2006.01,FA,2459194.0041770,6.4093800,2.3560000,280.0000000,10.1474000,50.0267000,740.0000000,9.2225000,485.2570000,4650.0000000,2.5400000,8.3000000
2007.01,PC,2458872.6899100,,9.1654068,912.2762923,3.1563904,1.4952399,282.0314027,10.1990000,115.4090000,5249.0000000,4.4868200,0.8954080
2008.01,FP,2458454.3326100,723.8345008,7.3829460,3119.2983693,13.1361697,1.3572621,275.2869842,8.6480700,139.2120000,5463.0000000,3.7777800,1.9477100
2009.01,PC,2458783.7687550,1071.0898448,2.1734134,865.1694380,2.2407785,1.3880259,276.8338183,7.3551000,20.5272000,4755.3300000,4.6268300,0.7014990
201.01,CP,2460177.3245760,52.9781419,4.7965246,6347.2690959,11.4471492,30.2653161,598.2132842,8.5822000,113.8250000,6461.8000000,4.3500000,1.3303100
201.02,PC,2460175.6024770,5.8492379,3.2570000,109.0000000,1.1891900,389.6690000,1237.0000000,8.5822000,113.8250000,6461.8000000,4.3500000,1.3300000
2010.01,CP,2459846.9772850,1134.6723963,8.6844623,11679.2159464,11.7582195,8.6347102,437.2015486,9.2669300,109.1900000,5842.0000000,4.3992900,1.0735199
2011.01,KP,2458631.7676170,11.5778362,3.8772499,217.3994918,1.5422129,99.9013415,806.3295569,5.0494000,14.6820000,5739.0000000,4.5100000,1.0260700
2011.02,KP,2458650.8975700,27.5920718,3.2743016,555.3352929,2.7050278,31.3830711,603.6616824,5.0494000,14.6820000,5739.0000000,4.5100000,1.0260700
2011.03,KP,2460081.1263760,,3.5341354,195.1972939,1.6208326,335.6075222,1091.6355520,5.0494000,14.6820000,5739.0000000,4.5100000,1.0260700
2012.01,KP,2459716.9923940,3.0565259,4.1450000,8800.0000000,15.1633000,1438.0000000,1715.0000000,10.6506000,320.4510000,5981.0000000,4.0700000,1.6000000
2013.01,CP,2458956.3963220,2.6162769,1.1348930,1120.6014184,1.0972867,19.1060128,533.2271643,10.2705000,15.8095000,3352.0000000,4.8984000,0.3256350
2014.01,KP,2460497.3173550,4.8099755,6.6960000,6965.0000000,22.6223000,2029.1700000,1869.0000000,9.6333100,371.6860000,6417.0000000,3.7000000,2.6500000
2015.01,CP,2459712.9289090,3.3491408,1.2070000,7210.0000000,5.3767300,31.0153000,657.0000000,12.8387000,47.3444000,3223.0000000,4.8999300,0.3200000
2016.01,PC,2460470.7989190,6.8161105,2.7180000,1377.0000000,2.9845800,86.7877000,850.0000000,10.4080000,115.8340000,5175.0000000,4.5400000,0.8400000
2016.02,PC,2460477.4322160,2.4590369,1.8620000,1179.0000000,2.7473800,301.3740000,1160.0000000,10.4080000,115.8340000,5175.0000000,4.5400000,0.8400000
2016.03,PC,2459735.4457380,25.3369848,3.2140000,1330.0000000,3.2358200,25.3267000,624.0000000,10.4080000,115.8340000,5175.0000000,4.5400000,0.8400000
2017.01,FP,2460434.9402490,5.4982600,2.0400000,12929.0000000,16.2801000,232.3450000,,8.2057000,115.6050000,6362.6000000,,1.3400000
2018.01,CP,2458958.2579620,7.4355709,2.3450321,1310.6803156,2.2761564,26.0757607,576.3403106,8.9620000,27.9956000,4218.9000000,4.6700000,0.6225120
2019.01,CP,2460431.5842310,15.3468182,6.4250000,665.0000000,3.9957900,126.0520000,933.0000000,9.6087000,198.0070000,5588.0000000,3.9229300,1.8000000
202.01,PC,2458326.1101750,1.7386695,1.1898354,13710.7615026,9.4557630,418.9214934,1153.8594476,14.6723000,627.3390000,4746.0000000,4.5274600,0.8202580
2020.01,KP,2460477.2759070,5.6334770,4.1320000,5651.0000000,13.2583000,588.5180000,1372.0000000,8.2746800,127.7740000,6412.8000000,4.0900000,1.7000000
2021.01,KP,2459713.2916480,3.9415041,2.8660000,21330.0000000,13.8352000,321.8500000,1179.0000000,10.5484000,163.5530000,5729.0000000,4.5200000,0.9200000
2022.01,FP,2458790.8494350,0.4487349,2.8757897,3572.0328032,5.8054498,928.8774660,1408.0217270,11.6484000,89.3047000,3975.0000000,4.6284400,0.6271440
2023.01,APC,2458964.1285680,11.1900486,2.9741507,567.7989939,1.6608182,31.1925730,602.7435196,8.5049000,36.9284000,4958.0000000,4.6666700,0.6959920
2024.01,KP,2460476.0234990,2.8758831,3.1400000,3152.0000000,8.3326700,1095.9100000,1602.0000000,7.6262000,75.8643000,6084.0000000,4.1700000,1.4600000
2025.01,CP,2459754.9396350,8.8720542,3.6593396,6144.2968010,11.9849813,343.7177625,1098.1716895,10.9461000,335.9850000,6042.0000000,4.1500000,1.4799600
2026.01,PC,2459904.7087690,7.1925327,2.5510000,1180.0000000,2.5719000,75.7071000,821.0000000,10.5782000,108.0760000,5050.0000000,4.5900000,0.7700000
2027.01,FP,2458739.5077500,1.4632900,2.4310000,750.0000000,3.5465600,3541.2100000,2149.0000000,10.5027000,238.0610000,6168.0000000,4.2900000,1.2800000
2028.01,FP,2458739.6299400,0.7787100,1.4580000,670.0000000,6.1603600,10057.7000000,2789.0000000,10.9141000,609.9960000,7751.0000000,4.0000000,2.2500000
2029.01,FP,2458767.1972100,2.5713400,3.8240000,920.0000000,10.7406000,5344.8700000,2382.0000000,10.9415000,910.6930000,7125.0000000,3.5400000,3.5600000
203.01,FA,2459106.8602900,51.9450900,8.0940000,2534.0000000,0.7058180,4.3459300,402.0000000,12.2423000,24.7894000,3203.0000000,5.0168200,0.2300000
2030.01,APC,2459880.8704980,1.3254567,0.9750000,3365.0000000,14.4076000,776.9330000,1470.0000000,10.8489000,367.3550000,5778.0000000,3.7400000,2.2900000
2031.01,PC,2459886.0463400,5.7156075,4.0584797,12240.9298817,13.6015651,503.1185454,1207.9176608,10.7609000,276.1050000,6664.0000000,4.4400000,1.1844400
2032.01,APC,2459737.5449010,17.0096703,2.2280000,4730.0000000,13.5294000,63.3708000,,10.9293000,293.0000000,6542.0000000,,1.5000000
2033.01,PC,2459886.4891000,18.8243063,4.3970000,1915.0000000,8.5139700,90.9855000,860.0000000,9.4622100,281.1840000,7014.0000000,4.0500000,1.9500000
2034.01,FP,2458768.7275300,2.8945300,3.3270000,550.0000000,6.2084500,9411.1600000,2743.0000000,10.5682000,909.5110000,9714.0000000,3.9800000,2.6800000
2035.01,PC,2458793.5048500,8.5122600,3.0680000,620.0000000,5.9010500,872.7720000,,9.1196000,359.4040000,9387.0000000,,2.3500000
2036.01,PC,2460449.2323390,1.2610450,1.2460000,384.0000000,4.2461500,1770.6600000,1807.0000000,8.9791300,231.8270000,6549.0000000,3.8900000,2.1800000
2037.01,PC,2459639.8130760,11.1516668,4.6230000,580.0000000,2.9177100,206.9820000,1056.0000000,10.6700000,263.9580000,6319.0000000,4.3800000,1.1900000
2037.02,PC,2459637.7808990,5.5470937,3.4350999,550.6948044,2.8717764,464.0413077,1183.7470510,10.6700000,263.9580000,6319.0000000,4.3800000,1.1913199
2038.01,APC,2459913.4356450,3.7321195,5.7380000,4180.0000000,19.1580000,5711.6700000,2421.0000000,10.5352000,603.1720000,6570.0000000,3.6800000,2.8000000
2039.01,PC,2460539.7868440,11.2479927,3.1420000,1277.0000000,4.9669200,106.7190000,895.0000000,10.4719000,276.0530000,6308.0000000,4.1900000,1.4800000
204.01,PC,2458328.0344070,43.8297863,4.3011392,647.2685163,2.8243863,15.6569489,507.3369958,9.2182000,95.3428000,5605.0000000,4.3997300,1.0365400
2040.01,PC,2459740.3652610,3.8608551,2.5710000,14670.0000000,11.2224000,163.3610000,995.0000000,10.8407000,144.7170000,5019.0000000,4.4300000,0.9200000
2041.01,FP,2458792.0945100,1.3747700,1.6010000,960.0000000,3.0101000,1122.8200000,1612.0000000,10.4608000,177.3310000,5825.0000000,4.4400000,1.0200000
2042.01,FP,2458768.1494500,2.4187200,2.6850000,1160.0000000,7.2352900,1660.5200000,1778.0000000,10.9518000,511.2200000,6535.0000000,3.9000000,2.1600000
2043.01,PC,2460428.0352060,12.0135752,4.2740000,1171.0000000,3.7307000,143.4320000,964.0000000,10.1976000,203.5620000,6178.0000000,4.3300000,1.2300000
2044.01,FP,2460418.3678860,4.1207509,2.1580000,973.0000000,7.4647100,2466.1900000,1963.0000000,10.4887000,664.0060000,9953.0000000,4.0900000,2.3800000
2045.01,PC,2459873.0679340,9.0776300,5.9280000,5912.0000000,12.6842000,388.4410000,1236.0000000,10.7799000,366.9620000,6125.9000000,4.0300000,1.7200000
2046.01,CP,2459882.3481710,1.4971447,2.4024159,16266.2491958,16.2528494,2643.6549750,1828.8199186,10.9960000,289.6680000,6081.0000000,4.3100000,1.2431901
2047.01,FP,2460651.8323020,7.4072602,3.0190000,14765.0000000,14.7857000,258.0390000,1116.0000000,10.4708000,196.5380000,5887.0000000,4.3500000,1.1400000
2048.01,CP,2459704.4480130,13.7905315,3.3010000,1140.0000000,2.6016800,29.0350000,646.0000000,10.7545000,116.5670000,5021.6000000,4.6000000,0.7600000
2049.01,PC,2458768.8665500,5.3032900,3.7070000,1200.0000000,11.7443000,473.1420000,1299.0000000,10.6568000,571.4870000,6054.7000000,3.4100000,3.4800000
205.01,PC,2460189.1410910,4.2529842,3.1380000,283.0000000,2.2699100,636.9140000,1399.0000000,9.4525000,177.7590000,6222.5000000,4.0600000,1.4500000
2050.01,PC,2460427.4340170,13.5970194,2.7810000,604.0000000,2.0357200,41.8338000,708.0000000,9.7036200,113.7250000,5985.0000000,4.5900000,0.8800000
2051.01,PC,2459854.2895010,1.1633325,1.7800569,384.9566815,5.5717234,102177.3532273,4559.9324771,10.6234000,809.8800000,11265.0000000,4.0700000,2.6170700
2052.01,FP,2458957.0420500,1.6226300,1.5550000,1630.0000000,4.3369200,713.4430000,1439.0000000,10.0943000,115.7240000,5016.1000000,,1.0100000
2053.01,FP,2459394.6433170,4.2780800,1.9576205,1096.6013542,17.8096125,528.5512570,1222.9016390,10.5008000,583.5110000,4772.0000000,,5.2787499
2054.01,FP,2459875.4293860,3.5684459,2.9340000,939.0000000,5.8776200,2297.5300000,1928.0000000,10.7633000,,8124.0000000,,2.0800000
2055.01,APC,2459876.0865760,4.6981739,2.3600000,7417.0000000,31.4340000,1344.6000000,,10.6526000,376.4230000,6782.0000000,,1.6100000
2056.01,APC,2458771.6773000,10.2207000,3.8480000,300.0000000,2.9560800,226.7400000,1081.0000000,7.3307000,92.8913000,6748.7000000,4.1300000,1.7200000
2057.01,PC,2459668.4342780,5.5986337,5.3892498,2541.1751726,9.9822897,482.2991657,1195.2228223,10.7165000,255.8490000,6081.3000000,,1.8373200
2058.01,FP,2458766.4225700,1.5156700,2.2810000,750.0000000,14.1800000,1102.8200000,1605.0000000,10.5365000,550.1910000,4963.0000000,,4.9600000
2059.01,FP,2459878.7789910,3.7543552,1.8780000,470.0000000,4.6716000,931.4070000,1539.0000000,10.1731000,385.2740000,8398.0000000,4.2700000,1.7500000
206.01,CP,2458325.5425360,0.7363132,0.6736853,1322.5461054,1.5332682,117.7581671,840.1706554,12.4312000,47.7465000,3358.0000000,4.4380000,0.3516760
2060.01,FP,2460448.0140240,2.2657506,3.4190000,388.0000000,8.0048500,18671.1000000,3256.0000000,9.8722000,914.0620000,10125.0000000,3.6200000,4.1400000
2061.01,FP,2458766.4254500,1.4565500,1.5100000,580.0000000,1.8377600,436.1670000,1273.0000000,10.6360000,78.9495000,4475.0000000,4.5900000,0.7000000
2062.01,FP,2458795.9996000,4.0416300,1.7190000,3100.0000000,13.1608000,304.0980000,1163.0000000,10.1550000,419.1420000,6895.0000000,3.8700000,2.3600000
2063.01,PC,2458743.9976400,21.0762600,2.1240000,1890.0000000,11.6504000,31.6166000,660.0000000,10.3499000,514.9680000,7577.0000000,3.9000000,2.4600000
2064.01,KP,2459735.8528140,8.8036803,2.9970000,8360.0000000,8.9006000,72.6990000,813.0000000,11.5906000,246.3530000,5701.0000000,4.4700000,0.9400000
2065.01,APC,2458932.2914370,,12.5551812,1341.1309509,10.4432710,352.5989492,1105.1977778,9.0024000,234.2940000,5701.4300000,3.5659700,2.7564499
2066.01,FP,2458601.3436800,1.7644200,2.7490000,8800.0000000,23.0000000,17176.2000000,3189.0000000,8.5220000,326.0400000,9277.7000000,,2.2600000
2067.01,PC,2460366.2109600,8.8128067,2.3250000,787.0000000,2.3321900,52.4568000,749.0000000,10.4547000,138.3080000,5491.0000000,4.5359000,0.8800000
2068.01,CP,2458683.4168260,7.7690887,2.6251447,1416.7912077,2.3663308,12.6577686,481.0708450,11.1806000,52.9328000,3700.0000000,4.7003600,0.5425730
2069.01,PC,2458688.4734960,5.9214229,2.4606208,140.4285921,1.0470381,122.1004834,847.8110943,7.9726000,38.6215000,5268.0000000,4.5613800,0.8231260
