# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Oct  3 11:20:40 2025
#
# COLUMN toi:            TESS Object of Interest
# COLUMN tfopwg_disp:    TFOPWG Dispostion (CP | FP | KP | PC)
# COLUMN pl_tranmid:     Planet Transit Midpoint Value [BJD]
# COLUMN pl_orbper:      Planet Orbital Period Value [days]
# COLUMN pl_trandurh:    Planet Transit Duration Value [hours]
# COLUMN pl_trandep:     Planet Transit Depth Value [ppm]
# COLUMN pl_rade:        Planet Radius Value [R_Earth]
# COLUMN pl_insol:       Planet Insolation Value [Earth flux]
# COLUMN pl_eqt:         Planet Equilibrium Temperature Value [K]
# COLUMN st_tmag:        TESS Magnitude
# COLUMN st_dist:        Stellar Distance [pc]
# COLUMN st_teff:        Stellar Effective Temperature Value [K]
# COLUMN st_logg:        Stellar log(g) Value [cm/s**2]
# COLUMN st_rad:         Stellar Radius Value [R_Sun]
#
toi,tfopwg_disp,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_logg,st_rad
4801.01,PC,2459964.5867490,3.2512690,2.5690000,7880.0000000,,549.0470000,1348.0000000,12.9613000,,4883.7000000,,
4802.01,PC,2459249.1537520,1.7131374,2.6080000,3850.0000000,6.8654200,1919.4900000,1844.0000000,13.1675000,610.3180000,5843.0000000,4.3900000,1.0800000
4803.01,PC,2459540.4963960,8.4516737,3.8960000,2930.0000000,8.2562000,168.9240000,1004.0000000,12.0548000,531.2180000,5782.9000000,4.1100000,1.4800000
4804.01,PC,2459982.4883460,5.0648401,3.0090000,915.0000000,8.2850600,873.9500000,1514.0000000,10.2278000,495.0040000,6675.0000000,3.7500000,2.6200000
4805.01,PC,2459239.2890150,8.9981735,4.5470000,6480.0000000,9.5218900,155.2050000,983.0000000,13.2933000,695.3160000,5444.0000000,4.2400000,1.2200000
4806.01,PC,2459248.2931640,8.4476983,3.7900000,2000.0000000,4.9797600,189.5370000,1033.0000000,11.7503000,349.8800000,5902.0000000,4.3600000,1.1300000
4807.01,PC,2459245.1962580,17.6868627,1.3790000,10310.0000000,8.8038100,2.0621800,333.0000000,11.9698000,153.2270000,4496.0000000,4.5200000,0.7700000
4808.01,FP,2459251.6043280,1.4700596,2.1800000,4760.0000000,16.1051000,2605.2900000,1990.0000000,13.4542000,1585.0000000,6308.0000000,3.8800000,2.1200000
4809.01,PC,2459964.2851920,4.4722598,4.0659641,3606.5417294,9.0734924,917.7199576,1403.7743209,12.6417000,767.7160000,6211.0000000,4.1800000,1.4818799
481.01,CP,2460205.9515860,10.3311664,5.6260000,4577.0000000,11.9428000,253.1260000,1111.0000000,9.3935000,179.3660000,5760.0000000,3.9769900,1.7300000
4810.01,PC,2459251.9053410,2.4162514,3.0550000,2970.0000000,14.6399000,2303.6200000,1930.0000000,12.7549000,1221.9000000,6688.0000000,3.9500000,2.1000000
4811.01,PC,2459963.0714940,0.9828259,1.3869249,1732.3324754,21.8486399,4395.3736341,2076.6757868,12.2124000,1506.8100000,4959.0000000,,5.2980399
4812.01,PC,2459250.0095430,3.3138453,3.8630000,3550.0000000,8.1559400,1568.2700000,1753.0000000,12.9655000,807.7940000,6153.0000000,4.2400000,1.3600000
4813.01,PC,2459247.7784670,4.0492184,2.6590000,6560.0000000,,,,13.3071000,1798.2500000,,,
4814.01,PC,2459246.5390250,5.5457450,2.3020000,20790.0000000,15.8197000,118.1950000,918.0000000,13.0015000,559.5690000,5706.0000000,4.4100000,1.0500000
4815.01,PC,2459966.4493610,8.9727235,3.8080000,10960.0000000,13.0195000,134.6310000,948.0000000,13.4250000,770.7950000,5605.0000000,4.2700000,1.2100000
4816.01,PC,2459967.1747650,11.2473628,4.1130000,10340.0000000,15.7487000,119.0420000,920.0000000,13.3087000,1047.6400000,6141.0000000,4.1400000,1.5300000
4817.01,FP,2459276.4069590,3.1903730,2.6840000,42550.0000000,12.0669000,75.4043000,820.0000000,14.6435000,,3722.0000000,4.6500000,0.6000000
4818.01,PC,2459963.0606090,2.6006996,2.9370342,5706.9248795,8.8613965,1346.9101325,1545.0922159,13.2881000,722.4540000,6673.0000000,4.4700000,1.1433901
4819.01,PC,2459277.3595480,1.5889429,1.1830000,22530.0000000,14.0293000,399.3520000,1245.0000000,13.0819000,319.8630000,5150.0000000,4.5700000,0.8000000
482.01,FP,2458472.4127900,10.8717000,2.9439580,14603.3723800,9.0989640,4.5869403,373.2506060,13.0840000,173.8201000,3692.0000000,4.7809200,0.4880000
4820.01,PC,2459979.0533970,27.1358856,4.1150500,6405.8040691,10.9270095,70.1883225,738.2202692,11.9556000,527.2080000,6315.0000000,4.2800000,1.3333200
4821.01,PC,2459965.3077360,5.4693590,2.1190000,5940.0000000,12.6725000,278.2380000,1137.0000000,12.7761000,833.9620000,7182.0000000,4.2300000,1.6100000
4822.01,PC,2459278.3280140,4.4712213,3.7710000,5140.0000000,15.8899000,5650.0800000,2415.0000000,12.6614000,736.4030000,7586.0000000,4.2200000,1.7100000
4823.01,PC,2459964.2808680,3.7260939,3.1192423,18231.0352508,13.5887921,428.5861553,1160.4576185,12.3474000,401.3110000,5736.0000000,4.4500000,0.9975000
4824.01,PC,2459278.8338390,5.1241620,4.6510000,6630.0000000,13.6708000,581.3260000,1367.0000000,12.8792000,839.4620000,5750.0000000,4.0100000,1.6500000
4825.01,PC,2459963.6442320,2.8183053,4.1516796,7916.1131866,,655.1971145,1290.3655018,11.2275000,1060.4000000,,,
4826.01,PC,2459271.2054360,5.9730504,4.0410000,8220.0000000,13.7408000,421.3420000,1262.0000000,12.8972000,725.3820000,6137.0000000,4.2000000,1.4100000
4827.01,FP,2458525.4175750,736.5601487,4.1830000,3600.0000000,13.9475000,0.0558395,,12.3805000,478.8470000,5895.4000000,,1.3100000
4828.01,PC,2459265.6745930,19.0286016,3.9380000,8910.0000000,8.1351400,13.7261000,536.0000000,13.3510000,332.8840000,4733.0000000,4.5000000,0.8100000
4829.01,FP,2459279.2598010,0.9855374,1.1800000,3290.0000000,10.8393000,1493.9900000,1732.0000000,13.1591000,1007.8000000,6198.4000000,4.0200000,1.7600000
483.01,KP,2458469.6970720,4.3780807,5.3900978,7074.3931388,15.1767346,1103.2707506,1469.9084134,10.4390000,290.6840000,5570.0000000,4.0106900,1.7922400
4830.01,PC,2459275.2929960,7.6945481,3.4360000,3510.0000000,,87.6747000,852.0000000,12.2452000,2693.9800000,4875.8000000,,
4831.01,PC,2459279.8101620,2.6375869,4.0290000,3610.0000000,16.5853000,2389.9500000,1947.0000000,12.2920000,1142.1100000,6196.0000000,3.5900000,2.9000000
4832.01,PC,2459990.2900390,2.7805098,1.5470000,15800.0000000,8.8034100,48.6261000,735.0000000,13.7028000,256.9220000,3949.0000000,4.5900000,0.6800000
4833.01,PC,2459278.5765180,3.6520005,3.6380000,4590.0000000,12.1216000,1753.4100000,1802.0000000,12.2709000,878.5990000,7194.0000000,4.1900000,1.6900000
4834.01,PC,2459275.2620660,3.1181660,2.2850000,5150.0000000,8.6063200,273.9140000,1133.0000000,13.0519000,537.1580000,5218.8000000,4.2700000,1.1500000
4835.01,PC,2459278.9227560,5.1953991,3.0320000,4920.0000000,13.6454000,343.0680000,1198.0000000,13.0341000,1068.0400000,6047.0000000,3.9700000,1.8200000
4836.01,PC,2459965.7452700,5.1035091,3.7190896,3718.4722724,13.7067000,296.8457469,1058.6501351,11.0310000,790.1520000,8086.0000000,4.1000000,2.0700000
4837.01,PC,2459991.3729910,4.4644761,1.1850000,1690.0000000,8.0969500,136.4510000,,10.5378000,353.2880000,7013.0000000,,1.7000000
4838.01,FP,2459525.7954520,0.7600190,0.6387380,1865.5886518,7.2902589,9667.9228084,2529.0245379,11.8690000,515.4910000,5690.2000000,4.0000000,1.6599900
4839.01,PC,2459273.9778080,13.3441946,4.7430000,3260.0000000,,58.1944000,769.0000000,12.3907000,,4866.9000000,,
484.01,FP,2459196.6480370,4.7286810,4.5330000,9990.0000000,8.9633600,222.3880000,1075.0000000,11.6888000,149.9530000,4425.0000000,4.5700000,0.9000000
4840.01,FP,2459279.3064220,2.3992876,2.5450000,1180.0000000,4.0583900,1543.4400000,1746.0000000,12.2896000,502.2800000,6536.0000000,4.4500000,1.1500000
4841.01,PC,2459271.8948430,9.6284672,3.5540000,17990.0000000,11.9294000,66.4905000,795.0000000,12.7964000,355.1160000,5388.3000000,4.5300000,0.8800000
4842.01,PC,2459271.8889060,5.3374045,1.8490000,2780.0000000,16.5532000,104.0230000,889.0000000,11.8379000,696.7920000,5064.7000000,,3.0100000
4843.01,PC,2459970.4996810,8.3548746,3.2530000,4160.0000000,10.7025000,205.5550000,1054.0000000,12.4030000,846.6070000,6643.0000000,4.1600000,1.6300000
4844.01,PC,2459991.3853460,4.5425274,2.9200000,8670.0000000,11.9250000,818.0290000,1489.0000000,12.5368000,686.4450000,7333.0000000,4.4500000,1.2800000
4845.01,PC,2459992.3144800,4.2190900,4.9314032,3393.7752478,12.0136223,1222.5643550,1508.1261899,12.7490000,850.1370000,5367.0000000,3.7900000,2.0238500
4846.01,FP,2459277.8933210,1.0638184,3.1910000,3220.0000000,4.0861700,4267.4400000,2251.0000000,13.0246000,282.4690000,4963.0000000,4.6300000,0.7300000
4847.01,PC,2459271.9109730,7.0465721,2.3220000,4760.0000000,,27.9177000,640.0000000,12.3056000,,4332.6000000,,
4848.01,PC,2459966.2399640,3.7235407,2.1053503,8088.7861019,18.0478848,2131.4870511,1732.9675246,13.0971000,1097.3000000,7492.0000000,4.2900000,1.5487900
4849.01,FP,2459277.9786220,3.0617364,1.9470000,6620.0000000,8.0821800,583.2350000,1369.0000000,12.5874000,483.1820000,6783.0000000,4.6200000,0.9800000
485.01,FP,2459198.4378110,1.2667147,1.7120000,1870.0000000,8.3149100,3265.3200000,2105.0000000,9.9955000,282.2050000,6084.0000000,4.2896500,1.8700000
4850.01,PC,2459269.7336230,7.6778159,3.4920000,6370.0000000,17.7300000,680.5230000,1422.0000000,12.8901000,643.4810000,5938.0000000,4.3200000,1.1900000
4851.01,PC,2459278.8246120,21.6091483,6.1120000,320.0000000,2.1340000,103.5080000,888.0000000,9.4051000,125.7720000,5967.0000000,4.3600000,1.1500000
4852.01,PC,2459304.7972950,7.2307407,4.6460000,7940.0000000,13.3640000,1009.8900000,1570.0000000,11.8422000,603.3470000,7747.0000000,4.3900000,1.4300000
4853.01,PC,2459303.1966580,7.2333744,1.1180000,10550.0000000,9.4619300,14.6012000,544.0000000,13.2181000,428.2880000,5508.0000000,4.5300000,0.8900000
4854.01,PC,2459991.8817560,3.9230475,2.5590000,4600.0000000,9.1312300,336.1510000,1192.0000000,13.2372000,722.2390000,5620.0000000,4.2300000,1.2800000
4855.01,PC,2459290.9558950,7.5872202,1.8260000,4260.0000000,16.4426000,76.4611000,823.0000000,12.9514000,1198.7900000,6419.0000000,3.8600000,2.2100000
4856.01,FP,2460022.8552490,14.4896397,1.8980000,40070.0000000,7.5580000,1.2174600,292.0000000,14.3790000,119.4740000,3376.0000000,4.8700000,0.3500000
4857.01,PC,2459304.8119480,1.8881146,2.7610000,9030.0000000,13.7957000,2630.3800000,1995.0000000,13.1051000,849.5000000,6309.0000000,4.2300000,1.4200000
4858.01,FP,2459963.2838060,1.7509117,1.4130673,70067.1013669,16.6835695,46.5314175,666.1259003,14.8083000,193.9770000,3333.0000000,4.7900000,0.4438120
4859.01,PC,2459291.2429230,7.1878971,3.3210000,11430.0000000,18.3720000,287.3550000,1147.0000000,13.1012000,434.2240000,5144.9000000,4.4000000,0.9700000
486.01,CP,2460204.2818970,1.7447031,1.0660000,160.0000000,0.5918150,107.2620000,896.0000000,9.3685400,15.2142000,3445.0000000,4.8524300,0.4300000
4860.01,CP,2459304.2456130,1.5229985,1.1960000,58060.0000000,8.9948300,37.1159000,687.0000000,13.7726000,80.1423000,3237.0000000,4.8700000,0.3500000
4861.01,PC,2459299.8686360,3.4321678,5.1150000,1950.0000000,9.3641300,2393.6000000,1948.0000000,12.3349000,946.2320000,6176.0000000,3.8200000,2.2200000
4862.01,CP,2459287.6031840,,5.5130000,10056.0000000,9.9301200,172.8570000,1010.0000000,11.6707000,238.3770000,5427.9000000,4.4900000,0.9100000
4863.01,PC,2459289.2818490,12.4856615,2.5380000,67270.0000000,12.2535000,3.2887300,375.0000000,14.6670000,184.7340000,3473.0000000,4.7800000,0.4500000
4864.01,PC,2459990.5929510,5.2410982,1.1880000,5660.0000000,9.5409500,53.3051000,752.0000000,13.0585000,672.0220000,6119.0000000,4.4000000,1.1200000
4865.01,APC,2459303.4019890,1.2655205,1.3440000,6380.0000000,11.3966000,583.7760000,1369.0000000,13.4804000,803.0630000,5243.0000000,4.1000000,1.4100000
4866.01,PC,2459302.1623670,4.1059615,3.6880000,5250.0000000,9.3253300,1015.0100000,1572.0000000,13.1570000,839.7830000,6524.0000000,4.3200000,1.3200000
4867.01,PC,2459992.3743720,2.8352730,4.2490000,3370.0000000,11.2429000,5246.7600000,2371.0000000,12.9590000,948.7870000,6996.0000000,4.1000000,1.8300000
4868.01,PC,2460014.6997110,3.5164369,3.1190000,6640.0000000,22.1885000,227.5140000,1081.0000000,12.8007000,,4395.0000000,,2.5700000
4869.01,PC,2460016.8922610,3.0978928,1.1700000,2740.0000000,,133.0670000,946.0000000,12.3918000,536.7650000,5962.0000000,,
487.01,PC,2460131.4947810,24.3321784,5.2190000,520.0000000,2.7275690,32.6779000,666.0000000,9.8542000,,5450.0000000,4.4096800,1.0083000
487.02,PC,2460195.5851060,7.4144849,3.4930000,392.0000000,,220.1380000,1073.0000000,9.8542000,,5450.0000000,4.4096800,
4870.01,PC,2459990.1858130,1.8119168,2.6180000,5510.0000000,8.2011200,2335.9400000,1936.0000000,13.3530000,643.5170000,6146.0000000,4.5400000,0.9600000
4871.01,PC,2459988.6023240,1.7687528,1.4710000,4140.0000000,19.8865000,3371.3600000,2122.0000000,12.7595000,853.7610000,6176.0000000,4.1200000,1.5600000
4872.01,PC,2459302.4538680,1.7125104,3.4650000,1810.0000000,9.7798400,12427.4000000,2941.0000000,12.6425000,1670.5600000,7938.0000000,3.9200000,2.5200000
4873.01,APC,2459331.3812520,0.8313018,1.1810000,1770.0000000,6.5728500,1906.1300000,1840.0000000,12.6116000,516.4170000,5983.0000000,4.4000000,1.1000000
4874.01,PC,2459331.9680160,2.2866856,2.8810000,3720.0000000,14.7380000,5350.8000000,2382.0000000,13.1088000,1605.9200000,8277.0000000,3.9800000,2.4100000
4875.01,PC,2459330.7371730,9.7929019,3.3620000,6100.0000000,10.6608000,127.2210000,935.0000000,12.5502000,651.6860000,6322.0000000,4.2800000,1.3300000
4876.01,PC,2459328.1496450,4.1379542,4.7390000,2610.0000000,,,,12.5386000,810.6880000,,,
4877.01,PC,2459330.3734090,5.2220526,4.2430000,4850.0000000,12.0807000,896.6710000,1524.0000000,12.2316000,713.4700000,6718.0000000,4.1500000,1.6700000
4878.01,PC,2459330.7716580,4.7284220,1.3980000,10770.0000000,13.0542000,59.5611000,773.0000000,13.4358000,720.2030000,5655.8000000,4.2900000,1.1800000
4879.01,PC,2459325.0081860,5.3763108,2.3390000,4040.0000000,9.7160500,242.2240000,1099.0000000,13.3342000,1071.2400000,6543.0000000,4.2000000,1.5300000
488.01,CP,2458492.2058290,1.1979996,0.9682003,1150.3177297,1.2107339,58.2602237,704.6326883,11.1972000,27.3644000,3332.0000000,4.9152800,0.3545290
4880.01,PC,2459329.5987410,3.4717583,3.4940000,11480.0000000,15.0586000,1172.3300000,1630.0000000,12.8382000,717.7860000,6549.0000000,4.2600000,1.4300000
4881.01,PC,2460015.7296320,4.4158835,4.6630000,3250.0000000,11.2662000,647.4040000,1405.0000000,13.2953000,977.0900000,5306.0000000,3.7800000,2.0300000
4882.01,PC,2459329.5943580,4.4360402,2.4380000,7040.0000000,11.7883000,410.6490000,1254.0000000,11.2673000,408.7480000,6633.0000000,4.2900000,1.3900000
4883.01,PC,2459328.3080880,4.4967355,4.2180000,6290.0000000,10.7052000,1127.2400000,1614.0000000,12.9582000,907.6990000,6534.0000000,4.2000000,1.5300000
4884.01,PC,2460015.6562980,1.5300843,3.1055945,4193.6457000,,1479.3430207,1581.7468249,13.3510000,1102.0000000,5951.0000000,,
4885.01,PC,2459321.2420290,6.9392854,5.8590000,14590.0000000,,,,13.3328000,691.7790000,,,
4886.01,FP,2459327.5818730,3.2512490,2.1230000,12040.0000000,19.6899000,706.9950000,1436.0000000,12.9004000,997.8250000,6951.0000000,4.1800000,1.6600000
4887.01,PC,2459325.9460830,5.1873583,5.2280000,3850.0000000,12.2426000,2667.2800000,2002.0000000,12.6039000,983.9250000,7868.0000000,4.1300000,1.9600000
4888.01,PC,2459319.7598230,9.4185437,4.2590000,2670.0000000,8.0876800,223.0260000,1076.0000000,12.0728000,595.8980000,6243.0000000,4.1200000,1.5800000
4889.01,PC,2460041.2592540,1.8952340,0.8680000,2470.0000000,,24.4753000,619.0000000,12.6063000,,3525.0000000,,
489.01,KP,2459250.8462460,3.6466612,3.9225178,8994.5736642,13.2844134,999.6687505,1434.1143407,11.8997000,506.9650000,6096.0000000,4.2151300,1.3567200
4890.01,PC,2460017.4186400,3.0471275,3.2974347,8595.2872607,15.7180040,2283.1479477,1763.0038602,11.6042000,575.5120000,6823.0000000,4.1900000,1.6046600
4891.01,PC,2460016.7600020,2.4498012,3.9189168,12322.1183044,,789.7959563,1352.0678187,12.8844000,1393.2500000,,,
4892.01,PC,2459323.7550160,4.5166490,3.6540000,6110.0000000,11.1801000,509.0730000,1323.0000000,13.2078000,849.6850000,5850.0000000,4.1700000,1.4000000
4893.01,PC,2460021.3378160,7.3262605,1.7860000,12150.0000000,,24.4878000,619.0000000,12.6087000,,4884.2000000,,
4894.01,PC,2459329.4695350,3.5611222,2.7360000,5240.0000000,12.6024000,340.9820000,1197.0000000,13.4175000,1092.0500000,5260.0000000,,1.7600000
4895.01,PC,2459321.8156440,8.9641788,1.6360000,3510.0000000,11.2056000,56.7810000,764.0000000,12.1122000,638.1970000,6956.0000000,4.1200000,1.7700000
4896.01,PC,2459322.4289540,5.1609259,4.4110000,4600.0000000,10.5964000,1325.4800000,1680.0000000,12.5540000,837.9320000,7102.0000000,4.2300000,1.6000000
4897.01,PC,2459329.7572120,4.3066915,2.1490000,7630.0000000,11.6239000,313.6570000,1172.0000000,13.1546000,781.6140000,6618.0000000,4.4000000,1.2300000
4898.01,PC,2459330.0107700,2.7652293,1.2620000,2390.0000000,3.4855700,33.0144000,667.0000000,11.9277000,98.5958000,3830.0000000,4.6200000,0.6400000
4899.01,PC,2459331.2145330,2.3908076,3.2800000,6010.0000000,14.4175000,3793.3800000,2186.0000000,12.4218000,951.5450000,7228.0000000,4.1500000,1.7700000
490.01,KP,2458491.9154770,2.8106013,2.2499254,10912.6752583,15.9952263,1467.9572554,1578.6945221,9.9390800,213.9850000,6304.0000000,4.3591300,1.3400400
4900.01,PC,2459320.9690340,7.6650157,5.8340000,7190.0000000,14.8051000,516.1920000,1327.0000000,13.1119000,1026.0100000,6085.0000000,4.0400000,1.6800000
4901.01,PC,2459315.3449380,16.0462248,2.4920000,7300.0000000,10.7890000,14.0395000,539.0000000,12.5306000,454.7490000,5295.9000000,4.2200000,1.2300000
4902.01,FP,2459327.0669700,4.1934945,1.8730000,2710.0000000,9.4943800,137.4640000,953.0000000,12.8989000,727.5480000,5541.0000000,4.0100000,1.6300000
4903.01,PC,2459331.9254660,4.9142901,4.5950000,5270.0000000,12.5243000,2462.9400000,1962.0000000,12.3934000,854.0290000,8065.0000000,4.2700000,1.7000000
4904.01,PC,2459331.4100600,2.4118274,1.7220000,9250.0000000,19.2999000,2090.4100000,1883.0000000,12.5927000,1470.8300000,8765.0000000,4.2100000,1.9200000
4905.01,PC,2459311.2173900,11.1378464,1.6220000,5350.0000000,13.1836000,18.3455000,576.0000000,12.6595000,852.8320000,5809.0000000,,1.5600000
4906.01,PC,2459999.6340700,11.9768241,3.6620000,6760.0000000,8.8161800,84.7541000,845.0000000,13.3678000,708.3850000,6059.0000000,4.4100000,1.0900000
4907.01,PC,2459329.1765200,3.3405202,2.6930000,3150.0000000,,361.9480000,1215.0000000,12.9489000,604.3850000,5108.1000000,,
4908.01,PC,2459311.0795800,19.7112002,5.4520000,4150.0000000,9.9992900,104.1420000,889.0000000,13.2223000,1076.2500000,6636.0000000,4.1800000,1.5900000
4909.01,PC,2459316.7750140,11.6484665,5.8782939,6183.9678461,16.0778778,243.8397642,1007.8499578,10.6090000,341.3820000,6496.0000000,4.6400000,1.9951800
491.01,KP,2460279.8664730,3.3326812,3.1250000,17008.0000000,14.4797000,521.8770000,1331.0000000,12.7656000,528.8250000,5645.0000000,4.3768300,1.1100000
4910.01,PC,2460018.6337800,5.5066910,1.9113880,16086.3990830,14.6366494,204.5601687,964.5506052,13.4670000,544.6360000,5277.0000000,4.3800000,1.0116100
4911.01,PC,2459332.0566270,4.4573401,3.7500000,7447.0000000,13.5074000,1527.7900000,1741.0000000,12.7706000,999.1390000,7514.0000000,4.3000000,1.5400000
4912.01,PC,2459327.8829420,7.4105517,1.8560000,10640.0000000,18.0468000,111.1760000,904.0000000,13.3460000,508.6760000,5546.0000000,4.5300000,0.8900000
4913.01,PC,2459332.1990380,6.5430693,2.5850000,3820.0000000,4.7555400,53.4345000,753.0000000,12.3375000,203.6010000,4689.0000000,4.5500000,0.7600000
4914.01,CP,2459317.2726970,10.5988743,1.6380000,12920.0000000,12.6054000,18.1082000,574.0000000,11.6629000,299.8900000,5809.9000000,4.4200000,1.0400000
4915.01,PC,2459991.5303890,3.3362143,2.1210000,2130.0000000,,,,11.7211000,2147.1400000,,,
4916.01,KP,2459326.6179620,4.1197036,4.5470000,2690.0000000,9.0639200,1047.5800000,1584.0000000,12.1137000,647.5950000,5848.8000000,3.9600000,1.7900000
4917.01,PC,2459356.5332980,4.7738904,3.3040000,9170.0000000,13.3725000,597.1410000,1377.0000000,11.1646000,364.9630000,6681.0000000,4.3300000,1.3500000
4918.01,PC,2459357.3293120,6.5329169,3.3420000,2860.0000000,7.5952600,221.5250000,1074.0000000,12.0272000,465.7920000,5698.0000000,4.1500000,1.3900000
4919.01,PC,2459358.1587020,3.6470909,2.3830000,9420.0000000,16.5056000,369.6970000,1221.0000000,12.9098000,804.9070000,6050.0000000,4.0900000,1.5800000
492.01,KP,2458493.1646340,3.1220166,3.5718864,6304.9170255,14.3229397,2108.4361588,1728.2631239,11.3155000,515.4580000,6280.0000000,4.0813300,1.7295800
4920.01,PC,2459358.1254750,2.5245706,3.7410000,4820.0000000,13.3195000,3197.5200000,2094.0000000,12.8127000,832.1990000,6687.0000000,4.1500000,1.6600000
4921.01,PC,2459344.8886120,3.4975869,1.7340000,4500.0000000,13.5654000,1161.6900000,,12.1004000,677.4880000,6987.0000000,,1.6900000
4922.01,PC,2459359.8856130,7.5492321,5.2590000,6530.0000000,,251.1460000,1109.0000000,12.7980000,610.1580000,5295.2000000,,
4923.01,PC,2459975.5848550,12.9175271,4.4600000,4615.0000000,9.9555600,69.9889000,805.0000000,12.2607000,469.5450000,5501.0000000,4.1700000,1.3400000
4924.01,PC,2459359.0022070,3.1467665,3.3590000,5630.0000000,,3523.3600000,2146.0000000,13.0029000,1196.0300000,8232.0000000,,
4925.01,PC,2460045.0346530,3.9511085,3.4364720,13125.9567011,15.9780798,833.9339122,1370.5745345,13.4840000,883.5720000,5933.0000000,4.1900000,1.3761400
4926.01,PC,2460045.6806680,6.8091440,6.3500000,1990.0000000,10.1542000,1033.5100000,1579.0000000,12.2900000,880.3340000,6464.0000000,3.8700000,2.2000000
4927.01,PC,2459359.6356350,0.8166936,1.2340000,2890.0000000,10.8868000,2102.6300000,1886.0000000,13.1571000,1080.6000000,5951.0000000,3.8900000,1.9700000
4928.01,PC,2459358.7860250,2.7792649,3.7640000,3610.0000000,12.4800000,4287.9200000,2254.0000000,11.3943000,686.1640000,7544.0000000,4.0500000,2.0800000
4929.01,PC,2459358.0859140,2.5547255,2.9530000,5580.0000000,13.5829000,2108.7500000,1887.0000000,13.4050000,494.9310000,4956.0000000,,0.9900000
493.01,PC,2458493.3245060,5.9444410,2.3016013,2791.4272138,4.4955906,56.0528481,697.8613892,11.4479000,107.3550000,4383.0000000,4.5654600,0.8118650
4930.01,PC,2459358.2425920,6.7789159,4.1380000,2640.0000000,5.8810800,310.0790000,1169.0000000,12.0678000,413.7570000,5804.0000000,4.3300000,1.1600000
4931.01,PC,2460047.1197570,6.7635161,3.0790000,5690.0000000,,74.7856000,819.0000000,12.1290000,330.5110000,4847.4000000,,
4932.01,PC,2459358.5982780,3.9417247,5.7620000,2770.0000000,11.7599000,1541.0600000,1745.0000000,12.5116000,777.4840000,4900.9000000,,2.3000000
4933.01,PC,2459354.5604350,5.3861006,4.6200000,6440.0000000,,477.9880000,1302.0000000,12.7116000,1187.0800000,5623.3000000,,
4934.01,FP,2459355.6773830,2.8013515,5.4050000,4590.0000000,12.9252000,28108.4000000,3607.0000000,12.6554000,824.3760000,7518.0000000,4.2300000,1.6700000
4935.01,PC,2460047.5818400,17.4219809,4.0812901,11750.8364848,16.1019557,99.2524992,805.0171124,11.5845000,458.0150000,6282.0000000,,1.3669500
4936.01,PC,2459358.5934420,4.7750178,3.6400000,9470.0000000,15.0880000,917.4180000,1533.0000000,13.0936000,956.7230000,7121.0000000,4.2700000,1.5300000
4937.01,PC,2459358.2440910,5.0414219,6.6750000,2340.0000000,11.6667000,1527.9700000,1741.0000000,12.4864000,1030.1600000,5838.0000000,3.6600000,2.5000000
4938.01,PC,2459357.4546070,2.9136920,2.6650000,20130.0000000,13.5499000,586.6020000,1371.0000000,12.4741000,377.7030000,5816.0000000,4.4900000,0.9700000
4939.01,PC,2459342.2855540,9.1717558,3.5400000,5240.0000000,7.4924300,328.9190000,1186.0000000,12.1624000,972.2380000,7513.5000000,,1.0800000
494.01,PC,2459987.5495890,1.7018818,1.5510000,570.0000000,1.9635600,400.8270000,1246.0000000,10.0854000,89.9559000,4985.0000000,4.6700000,0.8000000
4940.01,PC,2459963.7457190,25.8663869,4.0838781,2612.8827406,6.7555369,40.4612445,643.2496503,11.8153000,345.6590000,5418.7000000,,1.1751300
4941.01,PC,2459354.6393350,3.5569996,1.9850000,18990.0000000,10.8822000,68.3964000,801.0000000,13.1014000,259.5630000,4440.0000000,4.4900000,0.7800000
4942.01,PC,2459349.6004490,7.9248476,4.0220000,3330.0000000,7.0130400,283.0410000,1142.0000000,12.5098000,562.3380000,6274.0000000,4.3500000,1.2200000
4943.01,PC,2459352.4274250,8.0176705,2.7140000,12290.0000000,8.9733000,26.1122000,629.0000000,12.9980000,,4353.0000000,,0.7800000
4944.01,PC,2459359.4777560,4.0750510,1.1760000,9210.0000000,9.4389000,77.2131000,825.0000000,13.0161000,454.3350000,5674.0000000,4.5600000,0.8700000
4945.01,PC,2459357.9699950,1.6500255,2.9370000,14270.0000000,18.0511000,9993.0600000,2785.0000000,13.1840000,650.2970000,6449.0000000,4.4400000,1.1500000
4946.01,FP,2459357.2323880,1.8193760,2.9700000,5240.0000000,11.1303000,12022.3000000,2917.0000000,12.1164000,664.2840000,7567.0000000,4.3100000,1.5300000
4947.01,PC,2459353.7654280,4.1400273,3.9360000,4520.0000000,12.7772000,1271.1400000,1663.0000000,11.5362000,607.3800000,6639.0000000,4.0500000,1.8500000
4948.01,PC,2459360.0652250,0.4722347,1.0740000,3610.0000000,7.3418900,4192.0200000,2241.0000000,13.1640000,608.0620000,5827.0000000,4.3700000,1.1000000
4949.01,PC,2459356.9899070,1.7819156,2.7480000,12020.0000000,17.5347000,3451.7100000,2135.0000000,12.4171000,718.5880000,6955.0000000,4.2200000,1.5800000
