Classification,Orbital period,Transit Duration,Transit Depth,Planet radius value,Planet Insolation Value,Planetary Equilibrium Temp.,Stellar Effective Temp.,Stellar Surface Gravity,Stellar Radius
1,37.9251983,3.5345219,1370.788854,3.241643,10.8068346,462.4282696,5141.0,4.49143,0.876154
1,15.9234883,4.021,493.0,2.18203,48.5414,735.0,5711.85,4.38315,1.08
1,4.3601536,2.3408909,5592.290918,6.9564258,202.0738994,961.6063113,5227.0,4.50479,0.874131
1,13.0791581,2.97,1143.0,3.25485,48.6058,735.0,5453.0,4.41707,1.0
1,4.6517186,2.709,978.0,2.66889,540.772,1343.0,5154.0,4.47072,0.85
1,9.1549418,2.457,1101.0,2.62011,42.2592,710.0,5154.0,4.47072,0.85
1,19.9815709,2.724,909.0,2.54717,16.5853,562.0,5154.0,4.47072,0.85
0,1.4415044,0.9274524,547.3172736,3.8345209,5519.1845,2198.307682,6603.0,4.438,1.58365
1,1.1219715,0.8226121,3997.644592,3.9968417,1132.461295,1479.536186,5780.0,4.67672,0.624
0,4.6756655,1.914,738.0,4.03134,230.204,1085.0,5779.0,4.88162,1.45
1,10.288886,1.391,854.0,2.63881,9.06856,483.0,5126.0,4.49772,0.87
1,5.4526479,3.401,7750.0,14.5502,433.78,1271.0,6509.0,4.17233,1.57
1,10.2613397,4.855,726.0,3.60391,372.358,1152.0,6124.0,4.15391,1.49
1,3.4779776,2.5103489,27021.69324,12.5541925,153.1388971,897.2038496,4699.0,4.54638,0.765001
1,3.0354017,2.8809533,16196.21582,14.1334903,726.7556694,1324.240471,5751.0,4.35036,1.07224
1,3.1274634,1.9812695,1331.83693,2.5802896,103.2675998,813.0378617,4225.0,4.5756,0.693431
1,7.4931613,1.9339295,1650.64705,2.7733674,32.2107098,607.6028794,4225.0,4.5756,0.693431
1,49.825166,3.8714976,2059.406904,3.8319135,2.5760566,323.1161011,4225.0,4.5756,0.693431
1,18.0574016,3.592177,1198.057213,3.8092663,58.1250403,704.2235859,5897.0,4.45922,1.01
1,20.8774413,3.562,771.0,2.16145,17.8402,572.0,5396.0,4.50457,0.9
1,1.0214555,1.252,319.0,1.46266,733.19,1449.0,5098.0,4.54682,0.82
1,2.7441672,1.418,5650.0,7.84317,172.233,1009.0,5040.0,4.38482,0.97
1,2.2047452,3.996,6872.0,17.9781,7992.22,2634.0,6532.23,3.96818,1.99
1,10.8948421,2.0719394,3168.385358,2.4691414,5.5137471,390.8242112,3618.0,4.79432,0.435666
1,18.8016111,1.9093524,1686.788103,1.9112282,2.6636757,325.8292621,3618.0,4.79432,0.435666
1,8.157721,3.788,10273.0,9.31888,91.0972,860.0,5091.2,4.47,0.9
1,4.2529641,2.5733867,758.584999,2.3483383,231.2034004,994.5309519,5591.0,4.38111,0.848906
1,9.2378703,2.535,660.0,2.22995,54.6767,757.0,5591.0,4.38111,0.85
1,3.7955178,2.0198135,52278.9941,10.3261619,18.0832336,525.9431131,3424.0,4.438,0.445372
0,14.3034613,3.135,48840.0,18.4949,15.38,551.0,5056.6,4.53,0.83
1,6.1349783,5.661,3860.0,13.1383,861.554,1509.0,5828.7,3.84,2.05
1,3.3159772,1.494,2770.0,4.5947,120.595,923.0,4972.7,4.54,0.81
1,4.6313014,1.435,4860.0,9.34848,225.013,1078.0,5736.0,4.39,1.07
1,19.3203478,4.215,13910.0,9.38964,13.544,534.0,4968.1,4.5,0.8
0,11.3246821,5.9704136,1937.582972,4.2917226,59.1706102,707.3693882,5518.0,4.59176,0.824734
0,6.261169,2.0369188,4005.022808,1.3468319,6.9816945,414.5815396,3145.0,5.04431,0.211257
1,14.8559691,3.711,1127.0,2.72638,64.0545,788.0,5544.0,4.5609,0.86
1,14.4751062,1.6182484,9618.579853,8.6976173,6.5402175,407.866275,3841.0,4.69364,0.55035
1,9.6141636,3.4271882,933.6532689,3.2264735,74.7359105,749.8978043,5477.0,4.5707,0.840608
1,4.9404714,1.954,455.0,2.3216,320.012,1178.0,6086.0,4.26269,1.13
1,9.6926392,3.0182304,1838.237055,3.289074,36.4257934,626.5734732,4665.0,4.56182,0.746003
1,6.390888,3.766,435.0,2.47201,376.532,1227.0,6191.0,4.27017,1.32
1,0.9689927,2.5496309,13532.97102,17.1331258,6992.032823,2332.225901,6430.0,4.25113,1.41398
1,10.338505,4.242,18162.0,11.8729,110.512,903.0,5336.96,4.55466,0.84
0,1.283251,2.012261,1961.318203,2.558112,172.0252913,923.6720985,3855.0,4.68499,0.560391
