Classification,Orbital period,Transit Duration,Transit Depth,Planet radius value,Planet Insolation Value,Planetary Equilibrium Temp.,Stellar Effective Temp.,Stellar Surface Gravity,Stellar Radius
CANDIDATE,3.016182013,2.8349,223.0,2.25,1044.49,1449.0,5611.0,4.144,1.4
CANDIDATE,6.8833761,2.2702,458.0,1.69,127.67,857.0,5679.0,4.581,0.794
FALSE POSITIVE,0.833980196,1.756,261.0,1.45,2562.78,1816.0,5747.0,4.53,0.871
FALSE POSITIVE,1.926353494,2.5305,185.0,1.33,1146.34,1484.0,6063.0,4.481,0.899
FALSE POSITIVE,0.890737359,1.9257,196.0,20.57,3948.43,2022.0,5687.0,4.293,1.169
CANDIDATE,5.41908491,2.3379,231.0,1.38,225.71,989.0,5814.0,4.523,0.881
CANDIDATE,7.01733571,3.567,256.0,1.61,221.46,984.0,6052.0,4.456,0.967
CANDIDATE,6.91134223,5.6743,202.0,1.9,328.65,1086.0,5685.0,4.194,1.35
CANDIDATE,394.6249514,24.108,2010.0,7.79,2.65,325.0,5910.0,4.03,1.727
CANDIDATE,7.19304935,3.407,255.0,1.59,232.36,995.0,6185.0,4.472,0.991
CANDIDATE,86.64764448,4.2326,7310.0,9.4,7.28,419.0,5522.0,4.323,1.12
CANDIDATE,36.33750453,7.06,2830.0,5.3,16.36,513.0,5717.0,4.538,0.884
CANDIDATE,14.64613058,5.688,594.0,2.22,54.95,694.0,5717.0,4.538,0.884
CANDIDATE,148.272013,4.192,1710.0,4.3,2.51,321.0,5717.0,4.538,0.884
FALSE POSITIVE,1.506507172,4.5346,881.0,13.4,97.56,801.0,3755.0,4.774,0.473
FALSE POSITIVE,1.634614356,3.4422,19800.0,44.22,1597.73,1611.0,6121.0,4.468,0.97
FALSE POSITIVE,16.02501898,3.8828,29100.0,1069.01,44.01,657.0,5776.0,4.582,0.789
CANDIDATE,10.50682978,3.7769,13400.0,9.01,47.21,668.0,5127.0,4.589,0.782
FALSE POSITIVE,0.711966971,2.0221,6230.0,33.34,2808.98,1855.0,5486.0,4.47,0.83
FALSE POSITIVE,17.72724392,4.1073,16900.0,14.77,71.06,741.0,6181.0,4.464,1.006
CANDIDATE,321.2124365,4.012,2360.0,7.25,2.17,310.0,6018.0,4.257,1.286
FALSE POSITIVE,7.13895376,4.568,254.0,49.96,1635.0,1622.0,7131.0,3.913,2.145
FALSE POSITIVE,4.4645454,2.8823,194.0,3.07,1555.36,1601.0,6093.0,3.91,1.985
CANDIDATE,11.29689442,4.623,199.0,1.74,160.18,907.0,6096.0,4.358,1.176
FALSE POSITIVE,19.30112039,6.0752,232.0,1.66,47.49,669.0,5687.0,4.408,0.943
FALSE POSITIVE,1.20320092,1.9197,2810.0,49.25,4809.16,2124.0,6218.0,4.198,1.349
CANDIDATE,5.968724048,3.651,511.0,3.26,579.9,1251.0,6122.0,4.173,1.439
FALSE POSITIVE,10.9802462,3.74464,50100.0,21.94,107.47,821.0,5952.0,4.462,0.897
FALSE POSITIVE,2.144632238,6.2701,19800.0,59.19,2146.82,1736.0,6296.0,4.24,1.305
FALSE POSITIVE,27.32204488,5.6716,77500.0,21.58,18.81,531.0,5620.0,4.592,0.772
FALSE POSITIVE,1.152216965,2.2245,12100.0,187.73,183811.71,5283.0,5560.0,2.619,15.113
FALSE POSITIVE,5.2972293,3.799,1210.0,47.7,15961.1,2867.0,4631.0,2.386,14.296
CANDIDATE,133.460999,11.4997,5030.0,11.21,8.29,433.0,5588.0,4.047,1.593
CANDIDATE,5.188563677,2.3683,359.0,1.0,27.95,586.0,3980.0,4.722,0.54
CANDIDATE,15.19423359,3.106,368.0,3.69,150.25,893.0,5588.0,4.047,1.593
FALSE POSITIVE,14.17098745,3.4804,3070.0,4.19,32.22,608.0,5107.0,4.565,0.777
FALSE POSITIVE,31.9734169,13.262,1410.0,24.1,9.01,442.0,4931.0,4.595,0.774
CANDIDATE,3.990105908,2.4108,6150.0,7.45,378.53,1124.0,5926.0,4.519,0.913
FALSE POSITIVE,0.52205862,2.0847,1380.0,27.16,3951.57,2022.0,5359.0,4.478,0.878
CANDIDATE,10.03538181,3.4062,2830.0,4.42,90.33,786.0,5813.0,4.561,0.833
FALSE POSITIVE,53.10094262,2.2868,20000.0,24.02,10.93,464.0,5465.0,4.396,0.973
FALSE POSITIVE,5.80181368,4.119,270.0,4.52,1168.82,1491.0,6020.0,3.86,2.097
FALSE POSITIVE,15.6402515,6.222,800.0,18.11,39.55,640.0,5346.0,4.491,0.826
FALSE POSITIVE,0.691666384,1.9603,35.6,0.58,4014.57,2031.0,5687.0,4.408,0.943
CANDIDATE,5.62154315,2.4143,172.0,1.37,229.04,992.0,5637.0,4.439,0.96
FALSE POSITIVE,1.074106954,1.9797,64.5,0.52,588.96,1255.0,4699.0,4.637,0.676
FALSE POSITIVE,5.117401517,4.3056,62900.0,28.41,385.51,1130.0,6161.0,4.454,1.053
FALSE POSITIVE,4.20233673,3.6973,46000.0,23.53,570.87,1246.0,6185.0,4.396,1.094
CANDIDATE,8.50698069,2.938,296.0,1.9,155.42,900.0,5822.0,4.428,0.986
FALSE POSITIVE,15.60865244,6.26,311.0,6.17,958.55,1419.0,8014.0,3.94,2.43
CANDIDATE,0.669310092,1.6274,132.0,1.13,3643.96,1983.0,5475.0,4.426,1.003
FALSE POSITIVE,4.494498254,1.9742,248.0,62.11,1824.84,1667.0,5117.0,3.578,3.403
CANDIDATE,44.9306706,6.539,438.0,2.49,24.17,565.0,6121.0,4.397,1.164
CANDIDATE,14.13175309,4.0136,1030.0,3.02,49.18,675.0,5616.0,4.564,0.822
FALSE POSITIVE,1.061934816,3.2551,437.0,25.72,1789.63,1660.0,5730.0,4.545,0.87
CANDIDATE,11.41926141,3.9908,916.0,1.48,7.32,419.0,3823.0,4.765,0.492
FALSE POSITIVE,5.93821065,2.5128,523.0,61.63,231.93,996.0,6123.0,4.545,0.85
CANDIDATE,268.9410974,5.4434,9010.0,13.57,2.52,321.0,5798.0,4.224,1.306
FALSE POSITIVE,0.655001616,1.8136,271.0,31.77,23595.49,3162.0,6426.0,3.965,2.089
CANDIDATE,80.9669561,2.5276,4730.0,5.04,4.14,364.0,5611.0,4.61,0.737
CANDIDATE,33.1996355,5.022,1110.0,2.85,13.09,485.0,5102.0,4.463,0.88
FALSE POSITIVE,8.65306587,4.486,1050.0,19.78,37.94,633.0,4641.0,4.589,0.694
CANDIDATE,6.80082032,1.9883,700.0,1.88,55.83,697.0,4805.0,4.633,0.688
CANDIDATE,19.30581662,4.2902,709.0,4.0,104.41,815.0,5661.0,4.09,1.522
FALSE POSITIVE,3.221785738,3.3411,46400.0,25.03,800.37,1357.0,6250.0,4.411,1.041
FALSE POSITIVE,0.6243875,1.92102,36900.0,29.45,1693.36,1639.0,5211.0,4.644,0.618
FALSE POSITIVE,18.61009258,4.98308,50800.0,55.23,52.24,686.0,6077.0,4.526,0.891
CANDIDATE,13.22175358,2.7884,877.0,2.38,39.56,640.0,5211.0,4.556,0.799
FALSE POSITIVE,1.137525054,2.68228,18000.0,42.74,2197.52,1746.0,5912.0,4.467,0.937
FALSE POSITIVE,23.79993927,5.02319,60200.0,51.74,38.92,637.0,5934.0,4.473,0.957
CANDIDATE,7.16893064,4.6766,113.0,1.61,469.56,1187.0,6221.0,4.198,1.458
CANDIDATE,54.325574,9.86,44.2,0.76,20.85,545.0,6343.0,4.411,1.137
FALSE POSITIVE,1.22775877,2.7545,46100.0,48.79,2809.86,1859.0,6207.0,4.412,1.044
FALSE POSITIVE,40.24649897,6.0203,159000.0,97.54,82.27,768.0,6594.0,4.051,1.691
FALSE POSITIVE,2.27999662,5.7777,12800.0,20.74,3775.07,2000.0,6594.0,4.051,1.691
FALSE POSITIVE,2.48658617,2.7189,42100.0,24.39,1077.69,1461.0,5892.0,4.35,1.198
CANDIDATE,5.729317577,1.1816,865.0,2.41,123.03,850.0,5320.0,4.589,0.786
CANDIDATE,11.77613232,2.8971,1430.0,2.08,9.37,446.0,3980.0,4.722,0.54
CANDIDATE,11.60908533,2.2603,489.0,1.71,48.06,671.0,5320.0,4.589,0.786
CANDIDATE,162.0479502,9.8974,4840.0,11.52,8.65,437.0,6309.0,4.16,1.567
FALSE POSITIVE,0.530967162,3.3659,245.0,23.72,12644.75,2704.0,6449.0,4.316,1.193
CANDIDATE,40.05881661,5.595,1240.0,3.43,13.57,489.0,5668.0,4.545,0.868
CANDIDATE,6.09747233,3.431,218.0,2.22,485.84,1197.0,5661.0,4.09,1.522
CANDIDATE,56.637918,6.172,590.0,3.68,24.87,570.0,5661.0,4.09,1.522
FALSE POSITIVE,2.243016513,2.721,300.0,1.37,438.46,1167.0,5462.0,4.614,0.732
FALSE POSITIVE,8.6531216,4.39,655.0,22.58,84.05,772.0,5421.0,4.564,0.852
CANDIDATE,8.99088621,4.2447,470.0,2.78,200.35,960.0,5881.0,4.315,1.171
FALSE POSITIVE,34.06456641,9.6114,28500.0,15.57,25.0,570.0,6161.0,4.517,0.892
FALSE POSITIVE,4.350087749,2.6428,23600.0,24.77,393.2,1136.0,6060.0,4.495,0.953
FALSE POSITIVE,1.744101106,1.5497,9680.0,7.21,251.54,1016.0,4368.0,4.593,0.703
FALSE POSITIVE,7.981187121,1.8071,7610.0,18.75,205.88,966.0,6217.0,4.472,0.989
FALSE POSITIVE,4.118775582,3.76,2650.0,4.48,306.75,1067.0,5944.0,4.579,0.802
CANDIDATE,1.694740233,1.6864,1450.0,2.12,95.14,797.0,3764.0,4.739,0.527
FALSE POSITIVE,0.971933156,1.9265,4790.0,50.75,2240.48,1754.0,5592.0,4.445,0.931
FALSE POSITIVE,121.5991278,15.1596,10500.0,379.63,3.87,358.0,6036.0,4.551,0.847
CANDIDATE,15.06806077,3.3011,19400.0,16.43,71.78,742.0,5982.0,4.493,0.96
CANDIDATE,7.886632468,5.2147,6330.0,8.99,232.07,996.0,5847.0,4.304,1.135
CANDIDATE,8.027681123,3.0942,8730.0,8.43,109.35,824.0,5569.0,4.546,0.887
CANDIDATE,704.962626,18.003,2320.0,4.53,0.24,178.0,5305.0,4.489,0.818
CANDIDATE,50.28635977,6.3212,1120.0,3.88,20.59,543.0,5900.0,4.309,1.167
CANDIDATE,22.79020351,5.0394,618.0,2.57,38.27,634.0,5478.0,4.354,1.053
CANDIDATE,13.26079792,3.912,199.0,1.47,78.79,760.0,5478.0,4.354,1.053
FALSE POSITIVE,1.061932545,2.1429,134.0,2.29,9391.15,2508.0,6134.0,3.975,1.851
CANDIDATE,127.8334997,10.914,1830.0,9.46,22.21,554.0,6505.0,3.973,2.17
CANDIDATE,10.21864532,3.802,445.0,2.33,169.13,920.0,6100.0,4.376,1.083
CANDIDATE,15.573637,5.326,468.0,2.94,96.38,799.0,6100.0,4.376,1.083
CANDIDATE,40.1015561,5.246,550.0,2.92,27.31,583.0,6100.0,4.376,1.083
CANDIDATE,4.45814897,2.867,188.0,1.61,511.6,1212.0,6100.0,4.376,1.083
FALSE POSITIVE,5.663621501,1.2968,1230.0,2.47,84.76,774.0,4917.0,4.601,0.723
CANDIDATE,6.230335,1.6493,1450.0,3.7,138.33,875.0,5477.0,4.557,0.865
CANDIDATE,12.49340725,2.2614,716.0,2.2,42.08,649.0,5207.0,4.561,0.795
CANDIDATE,6.62643441,3.1752,815.0,2.54,151.59,895.0,5616.0,4.529,0.903
CANDIDATE,3.70122061,2.523,327.0,1.62,330.02,1087.0,5616.0,4.529,0.903
CANDIDATE,6.247030799,1.4848,1500.0,1.89,16.23,512.0,3821.0,4.764,0.487
CANDIDATE,13.73474071,2.769,746.0,2.71,38.11,634.0,5196.0,4.524,0.772
CANDIDATE,700.0029822,7.6525,3250.0,6.43,0.76,238.0,6487.0,4.397,1.118
CANDIDATE,272.0868353,2.7145,5570.0,5.95,0.93,251.0,5587.0,4.548,0.791
CANDIDATE,14.55387488,6.973,320.0,3.45,183.48,939.0,6143.0,4.177,1.507
FALSE POSITIVE,0.895277575,2.711,535.0,9.27,77480.31,4253.0,8040.0,3.707,3.325
CANDIDATE,81.0637895,3.001,476.0,3.01,16.12,511.0,6198.0,4.237,1.324
CANDIDATE,24.8056775,6.148,624.0,2.16,28.22,588.0,5600.0,4.455,0.872
CANDIDATE,13.02493307,4.5706,778.0,2.88,90.1,786.0,5657.0,4.364,1.046
CANDIDATE,44.3471936,6.43,792.0,2.45,13.0,484.0,5600.0,4.455,0.872
CANDIDATE,9.2207691,4.907,140.0,1.02,105.63,817.0,5600.0,4.455,0.872
CANDIDATE,13.6396648,5.425,163.0,1.1,62.6,717.0,5600.0,4.455,0.872
CANDIDATE,1.922799706,1.8604,260.0,1.28,514.44,1215.0,5194.0,4.559,0.815
CANDIDATE,3.222975318,2.9247,233.0,1.47,558.65,1239.0,5823.0,4.427,0.96
CANDIDATE,42.0370662,6.282,267.0,1.66,18.16,527.0,5823.0,4.427,0.96
CANDIDATE,21.0112068,4.507,164.0,1.4,45.79,663.0,5823.0,4.427,0.96
CANDIDATE,4.16811839,2.8084,263.0,2.28,628.73,1277.0,5689.0,4.202,1.313
CANDIDATE,5.82348911,2.2441,889.0,3.0,196.33,955.0,5774.0,4.526,0.864
CANDIDATE,8.75059775,2.8288,882.0,2.27,51.0,682.0,4942.0,4.599,0.779
FALSE POSITIVE,9.41475056,4.736,483.0,19.33,202.58,962.0,6406.0,4.436,1.033
FALSE POSITIVE,0.56669006,2.1674,105.0,1.52,18023.71,2955.0,6899.0,4.273,1.386
CANDIDATE,7.13969705,3.981,513.0,2.24,205.23,965.0,6014.0,4.486,0.993
CANDIDATE,18.75470238,3.0331,995.0,1.67,5.03,382.0,3976.0,4.721,0.54
FALSE POSITIVE,3.00363219,3.732,101.0,1.43,1441.44,1571.0,6309.0,4.217,1.32
CANDIDATE,11.30123036,4.022,277.0,1.85,124.42,852.0,5730.0,4.34,1.122
FALSE POSITIVE,0.796722833,2.4551,107.0,1.44,7844.64,2401.0,5959.0,4.121,1.334
CANDIDATE,4.24153629,2.971,188.0,1.44,452.95,1177.0,5776.0,4.34,1.047
CANDIDATE,17.32419108,8.045,241.0,3.14,204.1,964.0,5968.0,3.972,1.857
CANDIDATE,14.37457572,4.7892,336.0,1.94,87.24,779.0,5768.0,4.358,1.067
CANDIDATE,9.65188331,4.296,103.0,1.08,148.32,890.0,5768.0,4.358,1.067
FALSE POSITIVE,6.0990118,3.6112,228.0,3.16,842.53,1374.0,5743.0,3.881,1.971
CANDIDATE,49.4781446,2.493,497.0,1.88,10.73,462.0,5776.0,4.554,0.849
CANDIDATE,30.8639476,8.864,257.0,3.01,72.05,743.0,5977.0,4.08,1.571
CANDIDATE,2.403640701,1.4012,74.9,1.24,1164.85,1489.0,5881.0,4.315,1.171
FALSE POSITIVE,2.90060781,2.563,125.0,1.58,1727.31,1645.0,6547.0,4.241,1.371
CANDIDATE,4.51436096,3.0083,231.0,1.84,543.73,1231.0,5940.0,4.306,1.215
CANDIDATE,3.77359871,2.7282,176.0,1.29,614.52,1270.0,6224.0,4.404,0.969
CANDIDATE,8.18182189,2.4566,300.0,1.77,218.9,981.0,6224.0,4.404,0.969
CANDIDATE,13.32389352,3.2208,781.0,1.26,4.83,378.0,3751.0,4.813,0.45
CANDIDATE,4.919584997,4.1988,426.0,2.86,702.13,1312.0,6236.0,4.246,1.378
CANDIDATE,11.41911886,5.135,509.0,3.32,170.33,921.0,6311.0,4.398,1.172
CANDIDATE,11.36113254,4.1886,570.0,2.6,134.97,869.0,6244.0,4.46,1.009
FALSE POSITIVE,1.3866358,4.77,70.1,0.72,1205.94,1503.0,5693.0,4.551,0.856
CANDIDATE,14.53410833,3.3094,511.0,1.36,7.34,420.0,3957.0,4.693,0.553
CANDIDATE,33.0063185,7.118,278.0,3.13,86.38,778.0,5968.0,3.972,1.857
CANDIDATE,11.13127159,4.2372,211.0,2.06,194.31,952.0,5800.0,4.202,1.435
FALSE POSITIVE,3.47143963,3.663,99.8,1.19,805.05,1358.0,6341.0,4.409,1.111
CANDIDATE,29.6193891,4.9595,315.0,1.74,26.79,580.0,5618.0,4.401,0.996
CANDIDATE,8.925079516,2.6766,978.0,2.36,36.89,628.0,4728.0,4.628,0.693
CANDIDATE,8.0922105,5.7696,65.3,1.44,331.65,1089.0,5774.0,4.106,1.395
FALSE POSITIVE,3.117087797,3.06941,12200.0,88.51,2725.12,1842.0,6338.0,3.973,2.046
CANDIDATE,22.687155,5.4921,960.0,3.2,42.95,653.0,5657.0,4.364,1.046
FALSE POSITIVE,0.937406378,1.9515,5080.0,7.09,1790.11,1659.0,5480.0,4.529,0.843
FALSE POSITIVE,0.668483615,2.0909,2900.0,29.53,2642.17,1832.0,5546.0,4.575,0.81
FALSE POSITIVE,4.429633087,3.0257,6120.0,32.12,192.62,950.0,5344.0,4.545,0.809
FALSE POSITIVE,1.544927524,1.0134,139.0,1.39,2606.96,1824.0,6309.0,4.34,1.132
CANDIDATE,4.48758768,2.874,112.0,1.37,684.07,1305.0,6060.0,4.227,1.257
FALSE POSITIVE,0.323021692,2.3442,47100.0,46.4,9913.7,2545.0,5458.0,4.381,0.972
FALSE POSITIVE,4.70818628,3.278,56500.0,42.99,282.41,1046.0,5868.0,4.53,0.894
FALSE POSITIVE,14.40585744,5.48509,30400.0,23.42,146.95,888.0,5945.0,4.196,1.346
FALSE POSITIVE,7.702374154,3.8459,18400.0,225.25,109.38,825.0,5598.0,4.565,0.83
CANDIDATE,16.56062577,2.611,701.0,2.94,57.28,701.0,5818.0,4.436,0.855
CANDIDATE,15.74958583,4.6672,660.0,2.77,86.18,777.0,6191.0,4.454,1.025
CANDIDATE,37.8145252,9.109,413.0,3.04,36.25,626.0,5988.0,4.278,1.314
CANDIDATE,12.64504291,9.117,200.0,1.55,71.28,741.0,5607.0,4.447,0.886
CANDIDATE,21.5262958,8.392,190.0,1.36,35.03,621.0,5607.0,4.447,0.886
CANDIDATE,33.8845825,6.538,224.0,1.74,19.13,533.0,5607.0,4.447,0.886
CANDIDATE,6.40087137,2.5561,134.0,1.91,357.44,1109.0,5426.0,4.107,1.421
CANDIDATE,30.1599411,7.874,176.0,4.54,115.69,836.0,5010.0,3.62,3.051
CANDIDATE,51.0771048,11.233,142.0,3.66,57.28,702.0,5010.0,3.62,3.051
FALSE POSITIVE,4.2856756,4.059,31.4,2.13,2429.13,1790.0,5055.0,3.443,3.733
FALSE POSITIVE,7.388833611,5.62857,13100.0,10.66,139.94,877.0,5845.0,4.558,0.838
FALSE POSITIVE,2.698021895,23.192,6720.0,52.51,1481.76,1582.0,6568.0,4.36,1.211
CANDIDATE,117.931108,5.8796,8510.0,10.36,7.2,418.0,6392.0,4.425,1.072
FALSE POSITIVE,4.887806806,2.4078,4680.0,5.71,167.54,918.0,5284.0,4.523,0.812
FALSE POSITIVE,11.97360504,4.3117,3820.0,38.2,106.83,820.0,6146.0,4.497,0.943
FALSE POSITIVE,1.231364189,5.8574,1100.0,5.39,2005.15,1707.0,5897.0,4.429,0.891
FALSE POSITIVE,2.102416517,1.7684,1500.0,29.29,1003.06,1435.0,5999.0,4.494,0.959
FALSE POSITIVE,11.7031093,2.0467,4200.0,37.3,102.47,811.0,6014.0,4.494,0.958
FALSE POSITIVE,13.73808249,3.354,661.0,3.84,163.52,912.0,6375.0,4.292,1.178
FALSE POSITIVE,16.66216657,3.8762,27400.0,843.45,114.41,834.0,6440.0,4.38,1.169
FALSE POSITIVE,0.752159702,2.3621,3430.0,43.73,5767.22,2224.0,5916.0,4.296,1.175
FALSE POSITIVE,4.81886153,6.223,1320.0,2.96,98.29,803.0,5030.0,4.658,0.651
CANDIDATE,125.8654019,9.0191,12400.0,12.37,5.71,394.0,5933.0,4.342,1.115
CANDIDATE,34.5439452,3.482,430.0,2.67,32.02,607.0,5933.0,4.342,1.115
CANDIDATE,10.74241765,6.0633,415.0,3.06,243.94,1008.0,5761.0,4.091,1.518
FALSE POSITIVE,4.02378908,3.237,32.1,2.24,9293.19,2504.0,7516.0,3.651,3.685
FALSE POSITIVE,0.312941621,2.0646,35300.0,58.02,23300.36,3151.0,6286.0,4.312,1.188
FALSE POSITIVE,2.495780169,4.2721,25100.0,15.75,929.47,1408.0,6039.0,4.426,0.992
FALSE POSITIVE,8.428090255,1.881,11400.0,517.43,105.54,817.0,5761.0,4.573,0.805
FALSE POSITIVE,8.344104633,1.8014,9700.0,836.31,89.55,785.0,5447.0,4.559,0.838
CANDIDATE,1.714274727,2.06728,28500.0,25.0,110.02,827.0,3874.0,4.715,0.535
FALSE POSITIVE,137.759605,9.1713,83300.0,49.52,5.81,396.0,5323.0,4.085,1.452
FALSE POSITIVE,2.155278342,2.1064,20700.0,16.89,620.67,1272.0,5665.0,4.568,0.82
FALSE POSITIVE,3.661326482,2.5714,17800.0,12.07,258.6,1023.0,5319.0,4.501,0.798
CANDIDATE,4.75400072,2.5394,749.0,2.0,85.23,775.0,4728.0,4.628,0.693
FALSE POSITIVE,165.739861,24.9393,7340.0,57.54,54.1,692.0,5019.0,2.99,6.836
FALSE POSITIVE,9.08937826,6.255,780.0,5.35,351.45,1104.0,6739.0,4.332,1.275
CANDIDATE,3.234699282,3.59385,10600.0,13.06,797.62,1356.0,5640.0,4.236,1.291
CANDIDATE,31.99552485,4.2817,1380.0,4.12,27.17,582.0,5657.0,4.364,1.046
FALSE POSITIVE,1.577800747,2.1626,698.0,31.24,1236.23,1513.0,6089.0,4.566,0.802
FALSE POSITIVE,2.380862632,4.20416,32600.0,21.65,1133.0,1480.0,5821.0,4.297,1.129
FALSE POSITIVE,1.752567456,5.4993,607.0,26.56,1202.54,1502.0,5739.0,4.433,0.996
CANDIDATE,51.92920654,5.2637,3430.0,8.49,25.6,574.0,5671.0,4.128,1.442
CANDIDATE,3.014330766,2.4747,975.0,2.87,377.79,1124.0,5209.0,4.446,0.953
CANDIDATE,5.644914154,2.2599,1400.0,2.66,72.38,744.0,4769.0,4.622,0.714
CANDIDATE,3.105507835,1.7458,905.0,2.68,217.91,980.0,4989.0,4.585,0.791
FALSE POSITIVE,1.336109338,1.7419,2200.0,35.19,2106.49,1727.0,6119.0,4.46,0.967
CANDIDATE,13.35151248,3.6045,3310.0,4.44,27.77,585.0,4843.0,4.562,0.754
CANDIDATE,1693.663623,22.604,9520.0,10.23,0.14,157.0,5923.0,4.445,1.021
CANDIDATE,5.841636615,1.8734,1340.0,1.38,9.38,446.0,3526.0,4.866,0.383
CANDIDATE,19.85029495,2.8407,1610.0,1.52,1.83,297.0,3526.0,4.866,0.383
CANDIDATE,15.27443889,6.0765,207.0,2.17,152.62,896.0,5761.0,4.091,1.518
FALSE POSITIVE,22.34293693,7.0813,2690.0,2.92,6.01,399.0,4260.0,4.663,0.58
FALSE POSITIVE,119.4081716,9.3537,18600.0,16.26,2.72,328.0,5316.0,4.477,0.872
FALSE POSITIVE,1.171536413,1.5878,1130.0,7.12,7673.2,2387.0,7021.0,4.275,1.485
FALSE POSITIVE,0.973547911,2.2858,436.0,11.52,2556.6,1814.0,6084.0,4.542,0.863
FALSE POSITIVE,3.053563251,3.2551,508.0,21.79,444.16,1171.0,5764.0,4.548,0.863
FALSE POSITIVE,1.031096352,2.781,265.0,2.36,3954.46,2020.0,6371.0,4.426,1.072
CANDIDATE,11.00817635,2.013,1460.0,2.15,13.39,488.0,4141.0,4.684,0.582
CANDIDATE,92.7495777,5.506,1110.0,1.87,0.78,240.0,4141.0,4.684,0.582
CANDIDATE,52.5008645,14.9066,947.0,12.41,102.94,812.0,4976.0,3.331,4.157
CANDIDATE,0.63133171,1.1487,435.0,1.2,726.72,1322.0,4441.0,4.71,0.53
CANDIDATE,12.69905011,2.9899,797.0,2.62,52.55,686.0,5291.0,4.489,0.882
CANDIDATE,8.74292005,2.6277,780.0,1.92,40.33,643.0,4769.0,4.622,0.714
CANDIDATE,3.64830183,1.9985,372.0,1.33,129.44,860.0,4769.0,4.622,0.714
CANDIDATE,2.345863002,1.6795,317.0,1.23,233.38,997.0,4769.0,4.622,0.714
CANDIDATE,37.1011418,5.5556,1360.0,3.19,18.95,532.0,5986.0,4.527,0.85
CANDIDATE,104.8205868,4.4794,3920.0,6.45,4.74,376.0,5986.0,4.527,0.85
CANDIDATE,10.8644095,1.853,749.0,1.14,4.09,363.0,3526.0,4.866,0.383
CANDIDATE,124.4197175,3.7197,4110.0,10.3,7.07,416.0,5066.0,3.974,1.659
CANDIDATE,1.219568047,1.5681,495.0,1.51,578.96,1252.0,4838.0,4.625,0.701
CANDIDATE,2.05388477,2.1635,547.0,2.74,1271.11,1523.0,5632.0,4.282,1.176
CANDIDATE,38.86848956,6.0573,1000.0,2.81,15.89,509.0,5618.0,4.46,0.897
CANDIDATE,35.7353616,8.491,779.0,5.47,84.66,774.0,6366.0,4.045,1.697
CANDIDATE,12.30971679,6.74,396.0,3.82,350.46,1104.0,6366.0,4.045,1.697
CANDIDATE,54.4205407,8.559,598.0,3.2,25.6,574.0,6781.0,4.422,1.067
FALSE POSITIVE,14.32407216,4.6577,2050.0,38.86,88.38,782.0,6022.0,4.453,1.039
CANDIDATE,27.07237655,6.9592,514.0,2.18,31.58,605.0,5936.0,4.501,0.965
CANDIDATE,37.5142128,5.303,935.0,2.68,12.38,478.0,5291.0,4.489,0.882
CANDIDATE,55.6391882,7.316,853.0,3.13,12.33,478.0,5949.0,4.493,0.962
CANDIDATE,46.6856205,6.3794,589.0,2.52,16.41,513.0,5657.0,4.364,1.046
CANDIDATE,34.2966363,19.718,697.0,3.29,27.6,584.0,5490.0,4.263,1.167
CANDIDATE,4.59726613,2.909,313.0,1.69,352.4,1105.0,5999.0,4.494,0.959
CANDIDATE,9.97716876,5.908,253.0,2.53,263.89,1028.0,5557.0,4.037,1.616
CANDIDATE,3.02168007,2.8264,172.0,1.31,744.35,1332.0,6201.0,4.472,0.989
FALSE POSITIVE,30.8825387,5.3737,24000.0,15.4,29.12,593.0,6014.0,4.486,0.993
FALSE POSITIVE,72.4914068,3.612,1060.0,15.33,56.76,700.0,5754.0,3.639,2.758
FALSE POSITIVE,4.93913074,1.362,383.0,24.03,461.47,1182.0,5956.0,4.324,1.17
CANDIDATE,2.240486703,1.3988,436.0,1.22,115.98,837.0,4198.0,4.689,0.574
CANDIDATE,105.0145774,7.426,296.0,2.29,6.44,406.0,5868.0,4.363,1.042
CANDIDATE,4.88084456,2.5574,343.0,1.55,141.0,879.0,4929.0,4.481,0.861
CANDIDATE,10.56137217,3.2645,238.0,2.43,133.56,867.0,5610.0,4.316,1.171
CANDIDATE,67.6690554,9.556,961.0,3.39,14.24,495.0,6127.0,4.356,1.08
CANDIDATE,3.949627144,1.5485,807.0,2.32,206.05,966.0,5155.0,4.523,0.836
CANDIDATE,16.00460392,3.9475,832.0,2.24,27.41,583.0,5180.0,4.597,0.769
FALSE POSITIVE,3.55650737,8.545,294.0,3.05,918.25,1405.0,4951.0,3.876,1.843
CANDIDATE,3.148661555,2.1978,551.0,2.15,342.76,1097.0,5258.0,4.458,0.873
FALSE POSITIVE,0.70544824,2.9423,462.0,20.03,2899.07,1868.0,5717.0,4.564,0.826
CANDIDATE,3.295701024,1.8268,1750.0,2.81,138.38,875.0,4723.0,4.628,0.691
CANDIDATE,9.65349016,2.9029,1310.0,2.41,32.98,611.0,4723.0,4.628,0.691
CANDIDATE,5.315954488,1.1165,966.0,2.33,73.19,746.0,4723.0,4.628,0.691
CANDIDATE,10.04556377,3.2027,671.0,2.19,81.61,766.0,5632.0,4.554,0.853
CANDIDATE,1.499144441,1.4259,259.0,1.09,395.06,1137.0,4723.0,4.628,0.691
CANDIDATE,5.082748362,1.7732,277.0,1.4,175.06,928.0,5430.0,4.555,0.858
FALSE POSITIVE,5.00673576,1.9398,191.0,2.0,726.94,1324.0,6116.0,4.158,1.383
