Classification,Orbital period,Transit Duration,Transit Depth,Planet radius value,Planet Insolation Value,Planetary Equilibrium Temp.,Stellar Effective Temp.,Stellar Surface Gravity,Stellar Radius
FALSE POSITIVE,368.52466,11.9,680.0,3.05,1.62,288.0,6343.0,4.411,1.137
CANDIDATE,4.54586982,1.756,76.5,0.65,134.21,868.0,5051.0,4.562,0.721
CANDIDATE,3.48754109,1.811,85.1,0.72,224.74,988.0,5252.0,4.593,0.783
FALSE POSITIVE,0.542498653,4.257,54.9,2.25,167191.11,5157.0,8711.0,3.795,2.954
CANDIDATE,8.0772455,7.272,79.2,2.61,537.66,1228.0,5684.0,3.915,2.032
CANDIDATE,364.08733,14.09,372.0,1.39,0.47,211.0,5376.0,4.601,0.727
FALSE POSITIVE,21.5819776,13.734,47.6,0.91,73.01,746.0,5601.0,4.144,1.342
CANDIDATE,5.75651958,2.309,65.3,0.83,332.97,1089.0,6208.0,4.454,1.024
CANDIDATE,91.95723,10.471,308.0,2.66,14.41,497.0,5854.0,4.114,1.528
CANDIDATE,7.51731745,2.484,171.0,1.19,129.74,861.0,5525.0,4.488,0.923
FALSE POSITIVE,3.08723626,2.615,102.0,1.2,1046.77,1451.0,6418.0,4.395,1.171
FALSE POSITIVE,0.592562969,3.0869,1550.0,25.97,3520.7,1967.0,5728.0,4.575,0.804
CANDIDATE,44.6966177,10.532,257.0,2.46,38.95,637.0,5929.0,4.123,1.518
CANDIDATE,8.5275894,2.959,113.0,1.28,286.1,1049.0,6469.0,4.385,1.193
CANDIDATE,3.07714195,3.571,34.2,1.08,1175.0,1493.0,6108.0,4.251,1.336
CANDIDATE,3.83488354,2.026,243.0,1.2,239.15,1003.0,5515.0,4.592,0.775
FALSE POSITIVE,31.97181,12.277,117.0,0.95,17.43,521.0,5632.0,4.554,0.853
FALSE POSITIVE,5.81289843,3.979,76.3,0.93,348.61,1102.0,6175.0,4.41,1.041
FALSE POSITIVE,6.44173995,1.635,108.0,1.41,451.14,1175.0,6088.0,4.225,1.339
FALSE POSITIVE,0.631106722,0.9942,49.2,0.63,3367.19,1945.0,5400.0,4.443,0.898
FALSE POSITIVE,176.17377,14.58,350.0,1.76,2.57,323.0,5957.0,4.506,0.937
CANDIDATE,114.336052,14.077,240.0,2.09,8.02,429.0,5802.0,4.218,1.316
FALSE POSITIVE,0.63938062,1.2067,308.0,51.53,10289.98,2566.0,6607.0,4.363,1.204
CANDIDATE,8.8233996,6.735,105.0,1.13,176.13,929.0,5602.0,4.269,1.121
FALSE POSITIVE,0.566801045,1.7499,188.0,1.42,7209.06,2348.0,6106.0,4.405,0.982
FALSE POSITIVE,0.992799002,3.4878,1650.0,40.12,3302.31,1933.0,6217.0,4.472,0.989
CANDIDATE,1.5184181,2.842,197.0,1.85,3261.65,1926.0,6302.0,4.259,1.269
FALSE POSITIVE,0.96807117,1.677,105.0,0.72,1157.58,1487.0,5367.0,4.639,0.687
FALSE POSITIVE,3.55661906,5.396,23.3,0.72,1254.47,1518.0,6018.0,4.081,1.458
CANDIDATE,40.0691482,2.928,784.0,13.25,10.42,458.0,5485.0,4.575,0.762
CANDIDATE,11.6933447,6.551,66.9,1.12,192.95,950.0,6049.0,4.248,1.354
FALSE POSITIVE,0.56256804,1.686,4.5,0.63,164220.08,5127.0,9005.0,3.84,2.773
FALSE POSITIVE,8.79991878,41.564,869.0,224.56,3624.62,1979.0,8092.0,3.725,3.267
CANDIDATE,4.02745396,1.33,85.2,0.98,577.46,1250.0,6174.0,4.398,1.041
CANDIDATE,4.96061094,2.864,20.4,0.59,618.99,1272.0,6117.0,4.244,1.298
FALSE POSITIVE,349.03703,4.76,777.0,2.27,0.67,231.0,5583.0,4.559,0.824
FALSE POSITIVE,177.8135,9.76,418.0,1.83,2.17,310.0,5822.0,4.529,0.898
CANDIDATE,1.4733245,1.406,124.0,1.03,1453.8,1576.0,5751.0,4.431,0.921
CANDIDATE,101.952048,5.991,153.0,1.31,7.92,428.0,6210.0,4.407,1.054
FALSE POSITIVE,2.41795911,2.727,101.0,0.53,140.54,878.0,4623.0,4.719,0.534
FALSE POSITIVE,183.854867,14.996,521.0,2.4,3.36,345.0,6225.0,4.45,1.031
CANDIDATE,5.93218209,4.507,205.0,1.39,235.68,1000.0,5843.0,4.474,0.977
CANDIDATE,96.384483,5.253,591.0,2.41,6.03,400.0,5919.0,4.485,1.0
CANDIDATE,6.05552018,2.818,135.0,0.92,119.89,844.0,5352.0,4.585,0.805
CANDIDATE,12.4418003,3.572,78.4,0.57,26.03,576.0,4926.0,4.653,0.662
CANDIDATE,54.333582,10.545,152.0,1.7,16.37,513.0,5500.0,4.228,1.221
CANDIDATE,4.11754421,4.362,34.3,1.02,1477.06,1581.0,6263.0,4.024,1.726
FALSE POSITIVE,293.60581,11.07,165.0,1.37,1.79,295.0,6167.0,4.444,1.064
FALSE POSITIVE,2.78801663,17.354,14.0,0.91,6451.74,2287.0,7523.0,3.986,2.206
CANDIDATE,3.94660745,2.705,309.0,1.4,218.91,981.0,5376.0,4.576,0.806
FALSE POSITIVE,4.99473798,3.05,99.5,0.82,167.06,917.0,5406.0,4.569,0.819
CANDIDATE,122.749053,8.342,1040.0,6.13,3.48,348.0,5619.0,4.488,0.976
CANDIDATE,4.37992345,4.949,15.5,0.81,1579.65,1608.0,6311.0,3.993,1.918
FALSE POSITIVE,368.48518,11.26,302.0,1.98,1.52,283.0,6140.0,4.354,1.096
FALSE POSITIVE,169.894419,2.525,179.0,2.66,13.85,492.0,6382.0,3.94,1.961
FALSE POSITIVE,26.190289,2.148,51.8,1.05,93.35,793.0,6434.0,4.208,1.441
FALSE POSITIVE,203.511886,3.671,167.0,2.07,9.02,442.0,6967.0,4.193,1.565
CANDIDATE,3.70858595,1.94,305.0,1.33,231.84,995.0,5420.0,4.596,0.771
CANDIDATE,9.4527721,3.817,197.0,1.3,113.38,832.0,5973.0,4.547,0.857
CANDIDATE,4.3638313,1.457,194.0,1.08,214.31,976.0,5623.0,4.596,0.763
CANDIDATE,6.18943952,2.3316,83.2,0.65,88.79,783.0,5051.0,4.562,0.721
CANDIDATE,6.83006228,3.315,187.0,1.09,142.95,882.0,5807.0,4.576,0.8
CANDIDATE,17.1622587,4.668,312.0,22.42,48.86,674.0,5729.0,4.509,0.939
CANDIDATE,5.19898615,2.359,137.0,1.04,271.21,1035.0,6058.0,4.54,0.867
CANDIDATE,8.70179611,3.048,304.0,1.37,74.58,750.0,5295.0,4.548,0.8
CANDIDATE,14.74426,8.168,114.0,8.1,89.04,784.0,6146.0,4.454,0.987
FALSE POSITIVE,0.933747395,4.798,30.9,1.24,10738.05,2596.0,5574.0,3.818,2.174
FALSE POSITIVE,58.873429,17.487,226000.0,76.18,50.35,679.0,7078.0,4.192,1.568
FALSE POSITIVE,14.1166583,9.12,449.0,238.66,497.8,1205.0,6526.0,3.883,2.238
CANDIDATE,35.0175053,3.608,292.0,2.13,34.32,617.0,5944.0,4.293,1.123
CANDIDATE,47.3128645,11.444,217.0,3.71,44.26,658.0,5749.0,4.002,1.876
FALSE POSITIVE,29.6990126,1.849,93.3,1.93,141.6,880.0,6382.0,3.94,1.961
CANDIDATE,6.1082945,3.493,61.1,1.06,608.39,1267.0,6720.0,4.316,1.289
FALSE POSITIVE,119.72007,9.48,116.0,1.26,6.67,410.0,5963.0,4.321,1.176
FALSE POSITIVE,1.27839331,6.343,19.5,0.86,15656.19,2853.0,7758.0,4.106,1.918
CANDIDATE,7.545922037,4.0329,22.2,0.68,326.67,1084.0,5788.0,4.178,1.376
FALSE POSITIVE,0.58675746,1.508,144.0,19.91,5080.59,2157.0,5942.0,4.506,0.938
CANDIDATE,22.599501,4.38,76.9,0.96,68.48,734.0,6335.0,4.375,1.087
FALSE POSITIVE,373.74856,28.18,798.0,4.45,1.59,287.0,6343.0,4.411,1.137
FALSE POSITIVE,20.8822079,4.556,1110.0,3.63,45.17,661.0,5780.0,4.438,1.0
CANDIDATE,7.28171395,1.723,112.0,2.59,329.68,1086.0,4970.0,3.924,1.806
FALSE POSITIVE,8.0386699,3.549,142.0,1.18,173.92,926.0,6018.0,4.485,0.975
CANDIDATE,44.9851885,4.164,618.0,2.09,8.34,433.0,5295.0,4.548,0.8
FALSE POSITIVE,6.67410577,3.645,161.0,1.62,257.38,1022.0,5949.0,4.389,1.041
FALSE POSITIVE,374.92478,18.05,610.0,1.67,0.2,171.0,4407.0,4.593,0.69
CANDIDATE,5.89089509,2.402,268.0,1.54,223.02,985.0,5869.0,4.513,0.942
CANDIDATE,4.13029832,2.461,325.0,1.44,231.52,995.0,5490.0,4.557,0.81
FALSE POSITIVE,4.60690612,4.176,138.0,0.9,192.38,950.0,5529.0,4.583,0.775
FALSE POSITIVE,1.50178705,2.936,86.7,0.93,1619.24,1617.0,5964.0,4.471,0.987
FALSE POSITIVE,0.499664962,1.6123,34.3,0.5,4230.98,2056.0,5570.0,4.561,0.855
FALSE POSITIVE,17.4453935,6.39,502.0,32.01,83.11,770.0,6260.0,4.433,1.063
CANDIDATE,201.325036,14.4,125.0,1.98,6.71,410.0,6120.0,4.093,1.699
CANDIDATE,5.59346375,1.668,237.0,1.43,243.63,1008.0,5874.0,4.498,0.933
CANDIDATE,3.44928111,1.424,237.0,1.23,206.55,966.0,5119.0,4.591,0.781
FALSE POSITIVE,1.4725859,2.953,84.4,0.93,1801.98,1662.0,6077.0,4.471,0.999
FALSE POSITIVE,2.97607935,4.606,130.0,1.1,404.28,1144.0,5547.0,4.534,0.865
CANDIDATE,37.9043889,11.638,98.2,1.97,54.36,693.0,5303.0,3.87,1.964
FALSE POSITIVE,1.44438449,2.704,75.4,1.08,3622.28,1980.0,6667.0,4.358,1.213
CANDIDATE,6.88297756,2.065,30.4,0.77,400.53,1141.0,6117.0,4.244,1.298
CANDIDATE,8.7963166,4.696,96.5,1.36,142.92,882.0,5780.0,4.438,1.0
CANDIDATE,2.049602348,1.061,186.0,1.08,494.57,1203.0,5356.0,4.589,0.78
CANDIDATE,53.285584,6.492,159.0,1.44,19.63,537.0,6015.0,4.297,1.057
CANDIDATE,5.8943338,3.475,28.9,0.61,335.9,1092.0,5929.0,4.357,1.145
CANDIDATE,8.119343,3.558,350.0,1.5,94.08,794.0,5490.0,4.557,0.81
CANDIDATE,7.74347801,2.7878,77.8,0.62,65.88,727.0,5051.0,4.562,0.721
CANDIDATE,18.0071438,5.401,80.8,1.05,96.25,799.0,6173.0,4.314,1.167
CANDIDATE,5.60473115,2.885,210.0,1.11,132.98,866.0,5401.0,4.593,0.777
FALSE POSITIVE,132.778041,5.624,9040.0,10.38,3.83,357.0,5780.0,4.438,1.0
CANDIDATE,2.49915311,1.803,179.0,1.02,220.65,983.0,4705.0,4.572,0.72
FALSE POSITIVE,184.568,13.09,410.0,1.53,1.5,282.0,5680.0,4.595,0.75
CANDIDATE,105.997107,3.751,431.0,1.83,4.59,373.0,6068.0,4.565,0.831
FALSE POSITIVE,2.48882685,3.487,80.2,1.05,1124.85,1477.0,6246.0,4.433,1.092
FALSE POSITIVE,367.19796,15.92,146.0,1.08,0.96,253.0,6054.0,4.525,0.889
CANDIDATE,6.30432354,2.508,40.0,1.23,1229.72,1510.0,6728.0,3.987,1.836
FALSE POSITIVE,17.6604653,2.837,309.0,1.76,53.57,690.0,5910.0,4.505,0.94
CANDIDATE,3.38419892,1.485,228.0,1.2,313.79,1074.0,5613.0,4.581,0.795
FALSE POSITIVE,1.69999106,3.289,95.6,0.55,180.38,934.0,4289.0,4.684,0.554
CANDIDATE,1.19260017,1.502,58.0,0.77,2107.84,1726.0,5600.0,4.349,1.013
FALSE POSITIVE,4.2059745,8.006,41.2,0.75,601.3,1263.0,5960.0,4.291,1.163
CANDIDATE,216.456055,11.067,1000.0,3.61,2.48,320.0,5645.0,4.299,1.155
FALSE POSITIVE,0.566803216,3.325,20.2,0.54,11526.75,2642.0,6473.0,4.33,1.182
FALSE POSITIVE,365.13981,4.46,531.0,1.86,0.64,228.0,5610.0,4.564,0.815
FALSE POSITIVE,37.809539,7.547,487.0,1.79,12.89,483.0,5595.0,4.57,0.82
FALSE POSITIVE,381.18654,9.73,985.0,2.29,0.33,193.0,4977.0,4.607,0.734
CANDIDATE,12.003678,2.799,282.0,0.97,15.12,503.0,4328.0,4.654,0.594
CANDIDATE,5.17624997,5.261,78.7,1.31,565.42,1243.0,5578.0,4.088,1.497
FALSE POSITIVE,370.62071,12.58,344.0,2.12,1.78,295.0,6432.0,4.382,1.136
FALSE POSITIVE,0.589458602,0.8278,158.0,0.98,2736.51,1848.0,5286.0,4.517,0.776
CANDIDATE,3.91794676,2.549,117.0,0.94,266.81,1030.0,5500.0,4.547,0.87
CANDIDATE,6.0059966,3.096,39.2,0.73,385.87,1130.0,6103.0,4.331,1.16
CANDIDATE,4.22426989,4.22,13.6,0.35,309.32,1069.0,5735.0,4.501,0.883
CANDIDATE,330.906041,3.846,740.0,2.05,0.6,225.0,5461.0,4.589,0.769
CANDIDATE,56.3479517,8.789,43.6,1.06,27.97,586.0,5843.0,4.086,1.471
FALSE POSITIVE,0.614701901,0.947,132.0,0.82,1779.79,1656.0,4954.0,4.563,0.724
FALSE POSITIVE,0.934181579,3.943,12.1,0.79,26937.31,3268.0,7624.0,4.029,2.152
CANDIDATE,19.9778599,5.96,83.4,1.07,84.29,773.0,6392.0,4.399,1.162
FALSE POSITIVE,379.65261,19.04,82.3,1.2,2.8,330.0,6471.0,4.141,1.302
CANDIDATE,17.543847,5.948,196.0,1.15,44.42,658.0,5957.0,4.579,0.791
CANDIDATE,3.8183717,2.687,50.8,1.39,1894.37,1683.0,6738.0,4.109,1.692
FALSE POSITIVE,1.215181097,1.295,39.7,0.87,5844.41,2230.0,6717.0,4.268,1.365
FALSE POSITIVE,21.5324915,4.156,101.0,1.47,139.32,876.0,6737.0,4.228,1.41
FALSE POSITIVE,3.74779583,3.157,88.5,1.06,725.94,1324.0,6341.0,4.409,1.111
CANDIDATE,9.07829171,0.783,531.0,3.69,221.32,984.0,5086.0,4.002,1.611
FALSE POSITIVE,0.91842238,5.664,163.0,16.07,1280.4,1525.0,5288.0,4.613,0.74
FALSE POSITIVE,373.43233,16.5,167.0,1.48,1.66,290.0,6146.0,4.303,1.141
CANDIDATE,9.74048508,1.6993,121.0,0.95,48.52,673.0,5051.0,4.562,0.721
FALSE POSITIVE,397.73781,13.08,461.0,2.2,1.16,264.0,6194.0,4.457,1.02
FALSE POSITIVE,5.35745121,2.592,78.2,1.65,1065.83,1457.0,6123.0,3.982,1.86
FALSE POSITIVE,2.16132662,4.487,112.0,0.5,52.58,687.0,3754.0,4.818,0.43
CANDIDATE,6.41097179,2.582,234.0,1.4,146.16,886.0,5383.0,4.486,0.933
CANDIDATE,6.76289308,6.204,50.9,1.21,754.37,1337.0,6547.0,4.122,1.63
CANDIDATE,75.2116373,3.203,363.0,2.83,16.78,516.0,5818.0,4.165,1.5
CANDIDATE,6.36283414,3.752,159.0,1.12,197.84,956.0,5955.0,4.534,0.883
CANDIDATE,7.53737498,3.966,41.1,0.93,506.84,1210.0,6483.0,4.206,1.436
FALSE POSITIVE,1.09844642,1.528,45.0,1.73,17139.77,2921.0,6403.0,3.772,2.391
FALSE POSITIVE,25.94947,15.7,238.0,1.22,15.74,508.0,5348.0,4.609,0.748
CANDIDATE,7.57600886,3.361,49.0,0.54,86.87,778.0,5361.0,4.588,0.774
FALSE POSITIVE,1.8789138,4.279,30.2,1.9,29112.69,3330.0,8046.0,3.704,3.339
CANDIDATE,41.8681996,5.783,151.0,1.25,13.89,492.0,5852.0,4.559,0.837
FALSE POSITIVE,0.514771509,1.256,43.4,0.57,4749.21,2113.0,5730.0,4.545,0.87
CANDIDATE,8.61742738,2.713,155.0,1.01,68.28,733.0,5009.0,4.491,0.84
FALSE POSITIVE,35.945188,8.23,72.6,1.5,91.51,789.0,6578.0,4.087,1.744
FALSE POSITIVE,5.00749378,2.898,56.6,1.68,1192.26,1499.0,5242.0,3.644,2.243
CANDIDATE,196.436796,8.556,632.0,2.33,1.72,292.0,5462.0,4.452,0.946
CANDIDATE,8.8303681,3.426,296.0,1.32,49.36,676.0,5051.0,4.628,0.706
CANDIDATE,12.85755895,4.831,107.0,1.23,129.15,860.0,5860.0,4.276,1.156
FALSE POSITIVE,0.566810643,3.471,45.6,0.52,3605.07,1976.0,5776.0,4.598,0.758
CANDIDATE,33.502923,11.947,70.9,1.08,40.79,645.0,5999.0,4.263,1.177
CANDIDATE,148.568877,4.399,404.0,5.97,22.49,555.0,5814.0,3.68,2.985
CANDIDATE,9.3335486,6.643,71.2,1.69,323.68,1082.0,5354.0,3.927,1.863
FALSE POSITIVE,262.477098,5.816,1020.0,1.92,0.24,178.0,4227.0,4.641,0.62
FALSE POSITIVE,2.21030572,2.492,92.0,1.06,1440.34,1572.0,6355.0,4.418,1.09
CANDIDATE,9.54060855,1.869,462.0,1.75,69.25,735.0,5271.0,4.522,0.831
FALSE POSITIVE,5.99321872,3.92,203.0,1.23,194.41,952.0,5853.0,4.544,0.868
CANDIDATE,1.80926734,2.469,98.0,0.89,1028.71,1444.0,5897.0,4.531,0.891
FALSE POSITIVE,0.70544189,1.772,134.0,1.04,3481.65,1960.0,5838.0,4.529,0.897
FALSE POSITIVE,0.981399749,0.5051,158.0,1.21,2602.14,1820.0,6038.0,4.524,0.898
CANDIDATE,5.04413987,1.623,172.0,1.18,130.09,862.0,4954.0,4.5,0.828
FALSE POSITIVE,0.933728755,4.363,13.5,0.72,14057.75,2777.0,6652.0,4.036,1.863
FALSE POSITIVE,12.60759142,29.1267,79.5,1.61,101.31,809.0,6047.0,4.47,1.002
CANDIDATE,5.3694084,3.949,40.0,0.62,212.68,974.0,5753.0,4.538,0.869
CANDIDATE,5.65690281,3.583,32.2,0.74,425.7,1159.0,5687.0,4.191,1.32
FALSE POSITIVE,0.734573766,1.295,68.4,0.86,4270.04,2061.0,5602.0,4.325,1.051
FALSE POSITIVE,289.86046,11.103,235.0,1.5,1.43,279.0,5914.0,4.451,0.971
FALSE POSITIVE,357.13089,13.04,331.0,1.62,0.87,246.0,5838.0,4.529,0.897
FALSE POSITIVE,370.50684,12.132,419.0,2.06,1.39,277.0,6360.0,4.458,0.999
FALSE POSITIVE,1.332580225,2.057,46.3,2.18,22103.67,3111.0,6858.0,3.731,3.096
CANDIDATE,7.4299322,4.013,165.0,1.81,259.7,1024.0,5635.0,4.23,1.252
CANDIDATE,79.334347,10.886,165.0,1.56,14.73,500.0,6384.0,4.33,1.15
CANDIDATE,5.68251605,3.479,81.2,1.03,333.82,1090.0,5753.0,4.319,1.157
CANDIDATE,7.99144696,3.639,145.0,1.53,155.95,901.0,5700.0,4.434,1.006
FALSE POSITIVE,2.9039446,10.542,13.1,1.17,11446.75,2637.0,7846.0,3.829,3.05
FALSE POSITIVE,68.538296,3.627,1090.0,25.77,267.17,1031.0,4687.0,2.613,8.123
CANDIDATE,4.52628739,3.736,99.6,1.02,332.79,1089.0,5700.0,4.434,1.006
FALSE POSITIVE,369.7985,12.564,1110.0,2.53,0.61,225.0,5680.0,4.582,0.757
FALSE POSITIVE,6.5588346,3.034,41.2,0.7,211.64,973.0,5780.0,4.438,1.0
FALSE POSITIVE,0.643007769,0.69,68.1,0.35,311.13,1070.0,3925.0,4.825,0.421
CANDIDATE,0.597018404,0.4778,245.0,1.09,1473.77,1578.0,4985.0,4.675,0.63
FALSE POSITIVE,1.061937837,2.31,52.0,0.68,2252.16,1757.0,5893.0,4.505,0.941
CANDIDATE,4.82025124,2.129,94.1,0.78,254.2,1018.0,6035.0,4.591,0.777
CANDIDATE,12.4019263,4.043,211.0,1.49,60.93,713.0,5555.0,4.514,0.832
CANDIDATE,152.823896,7.734,456.0,2.45,5.77,395.0,6452.0,4.394,1.137
FALSE POSITIVE,15.07277287,0.7794,345.0,1.73,38.57,635.0,5521.0,4.594,0.771
FALSE POSITIVE,1.71659304,1.154,138.0,1.17,1577.89,1607.0,6192.0,4.467,0.987
CANDIDATE,6.80899076,2.077,1190.0,89.29,94.48,795.0,4992.0,4.483,0.854
CANDIDATE,77.915425,8.274,179.0,1.17,4.28,367.0,5135.0,4.464,0.874
FALSE POSITIVE,358.818895,2.503,666.0,2.66,1.11,262.0,6056.0,4.47,0.918
FALSE POSITIVE,181.3537,16.19,455.0,2.11,2.39,317.0,5900.0,4.509,0.951
CANDIDATE,284.727213,10.299,355.0,2.02,1.41,278.0,5497.0,4.332,1.08
FALSE POSITIVE,3.74786694,3.632,80.9,0.89,451.72,1176.0,5957.0,4.498,0.971
CANDIDATE,30.5392931,6.887,428.0,2.72,47.46,669.0,5803.0,4.211,1.328
FALSE POSITIVE,0.913244995,0.4931,47.8,0.77,3541.46,1967.0,5923.0,4.402,1.049
FALSE POSITIVE,2.97599368,4.023,55.0,0.79,894.1,1395.0,6202.0,4.394,1.055
CANDIDATE,8.31224474,2.663,70.8,10.63,97.64,801.0,5421.0,4.483,0.816
FALSE POSITIVE,0.584148495,1.6192,66.2,0.87,4882.9,2130.0,5427.0,4.347,1.031
CANDIDATE,12.6362048,3.961,124.0,1.1,85.06,774.0,5772.0,4.457,0.992
FALSE POSITIVE,0.824180121,2.839,208.0,17.8,3155.32,1912.0,5977.0,4.514,0.883
FALSE POSITIVE,0.579770948,1.0377,468.0,2.4,3425.06,1953.0,5561.0,4.561,0.854
CANDIDATE,23.266633,8.315,49.9,2.66,422.77,1156.0,5758.0,3.456,3.775
FALSE POSITIVE,0.92225589,4.227,33.0,1.29,5614.19,2206.0,5631.0,4.114,1.485
CANDIDATE,7.94004281,3.282,81.9,0.98,245.79,1010.0,6278.0,4.425,1.081
CANDIDATE,2.85855049,2.341,85.4,1.23,510.14,1212.0,5441.0,4.415,0.964
FALSE POSITIVE,0.75499096,2.485,216.0,1.39,3403.34,1949.0,5743.0,4.466,0.946
FALSE POSITIVE,353.40191,6.681,948.0,2.35,0.39,202.0,4957.0,4.561,0.763
CANDIDATE,8.95294046,2.995,44.0,0.86,247.66,1012.0,6047.0,4.266,1.207
FALSE POSITIVE,1.428596987,2.1401,50.0,1.62,11425.1,2637.0,6745.0,3.901,2.144
CANDIDATE,4.84350003,3.045,50.2,0.9,373.1,1121.0,5762.0,4.348,1.056
CANDIDATE,45.163025,7.03,130.0,2.35,145.48,886.0,7675.0,4.051,2.015
CANDIDATE,36.7614011,15.982,161.0,1.52,12.0,475.0,5305.0,4.504,0.823
CANDIDATE,4.373570433,0.623,366.0,1.23,66.12,727.0,4362.0,4.623,0.64
FALSE POSITIVE,2.21701025,2.148,29.4,1.16,7467.21,2371.0,7524.0,4.067,2.092
FALSE POSITIVE,43.0759115,90.95,3450.0,213.46,268.5,1032.0,4766.0,2.919,5.915
CANDIDATE,154.674369,9.35,436.0,2.29,4.47,371.0,6338.0,4.449,1.002
FALSE POSITIVE,372.62637,18.52,542.0,2.38,1.05,258.0,6014.0,4.486,0.993
FALSE POSITIVE,1.02087831,2.429,33.4,0.64,3115.14,1903.0,5750.0,4.337,1.106
FALSE POSITIVE,1.26132769,1.244,110.0,0.14,9.46,447.0,2900.0,5.224,0.132
FALSE POSITIVE,6.09406648,2.085,3030.0,54.54,953.63,1417.0,6785.0,4.162,1.666
FALSE POSITIVE,1.1578141,3.253,54.8,1.24,4895.77,2133.0,5412.0,3.941,1.629
CANDIDATE,15.9513866,2.285,99.2,1.17,123.03,849.0,6451.0,4.375,1.168
FALSE POSITIVE,0.566800926,4.407,265.0,2.19,5563.01,2200.0,5780.0,4.438,1.0
FALSE POSITIVE,24.1876477,2.654,195.0,118.8,88.31,782.0,6437.0,4.273,1.31
CANDIDATE,7.7859111,7.788,45.5,0.68,183.92,939.0,6045.0,4.479,0.954
FALSE POSITIVE,2.44926655,2.988,108.0,0.76,269.06,1033.0,4840.0,4.551,0.749
FALSE POSITIVE,2.17812826,2.601,101.0,0.81,500.27,1206.0,5426.0,4.579,0.805
CANDIDATE,31.183688,6.14,140.0,3.21,139.27,876.0,5947.0,3.814,2.407
FALSE POSITIVE,1.33259494,2.783,92.7,0.89,1814.46,1665.0,6063.0,4.51,0.918
FALSE POSITIVE,2.05048377,3.67,60.5,0.66,761.65,1339.0,5568.0,4.451,0.854
FALSE POSITIVE,1.19550618,3.337,26.9,0.78,5062.04,2152.0,6088.0,4.15,1.463
CANDIDATE,2.94242323,1.519,293.0,1.42,344.64,1098.0,5436.0,4.573,0.819
FALSE POSITIVE,0.683082998,4.409,143.0,9.92,492690.35,6757.0,8247.0,3.17,7.762
FALSE POSITIVE,0.791771167,2.4463,509.0,82.71,32163.04,3419.0,6218.0,3.678,3.07
FALSE POSITIVE,0.894172544,0.8302,86.2,0.68,1070.89,1461.0,4982.0,4.591,0.736
FALSE POSITIVE,1.68207624,1.519,54.7,1.01,3646.1,1980.0,6495.0,4.191,1.311
FALSE POSITIVE,9.8480917,3.079,142.0,0.88,60.47,711.0,5289.0,4.546,0.748
FALSE POSITIVE,0.566800593,3.909,12.3,0.48,14091.55,2783.0,6476.0,4.255,1.353
FALSE POSITIVE,0.969602551,1.728,111.0,0.69,750.09,1334.0,4856.0,4.643,0.66
CANDIDATE,13.0914878,2.037,37.5,0.79,149.52,892.0,5919.0,4.238,1.288
FALSE POSITIVE,9.25801294,2.854,88.1,1.73,539.51,1229.0,6200.0,3.977,1.834
FALSE POSITIVE,25.9554044,8.491,123.0,1.46,43.9,656.0,6058.0,4.408,1.038
FALSE POSITIVE,3.74788208,4.183,153.0,0.94,216.97,979.0,5340.0,4.593,0.777
FALSE POSITIVE,0.93479255,4.5838,248.0,24.75,4108.03,2040.0,6018.0,4.33,1.053
FALSE POSITIVE,361.43653,9.08,272.0,1.56,1.22,268.0,6028.0,4.398,0.938
FALSE POSITIVE,0.89628253,1.397,86.4,0.76,1848.85,1670.0,5561.0,4.572,0.818
FALSE POSITIVE,1.67495622,2.994,35.9,0.77,2732.19,1843.0,6323.0,4.296,1.263
CANDIDATE,54.0812235,6.279,411.0,1.54,8.19,431.0,5757.0,4.597,0.762
FALSE POSITIVE,8.2344072,2.808,59.2,1.49,601.05,1263.0,6148.0,3.964,1.741
FALSE POSITIVE,2.15052332,3.447,116.0,1.17,934.17,1410.0,5780.0,4.438,1.0
FALSE POSITIVE,32.6122381,2.886,1320.0,31.96,24.92,570.0,5780.0,4.438,1.0
FALSE POSITIVE,0.967073359,2.4875,774.0,28.15,2870.56,1867.0,5755.0,4.402,1.022
FALSE POSITIVE,3.5564279,6.998,131.0,0.8,211.41,972.0,5404.0,4.638,0.694
FALSE POSITIVE,0.942997994,1.1658,539.0,1.56,639.03,1283.0,4499.0,4.59,0.693
FALSE POSITIVE,0.566796775,5.471,144.0,0.61,176.94,931.0,3453.0,4.892,0.358
CANDIDATE,13.6471211,8.331,75.0,1.25,164.06,913.0,5771.0,4.106,1.382
CANDIDATE,16.473474,4.201,471.0,1.63,33.22,612.0,5364.0,4.529,0.754
FALSE POSITIVE,3.74788322,3.45,243.0,1.32,266.76,1031.0,5514.0,4.569,0.826
FALSE POSITIVE,0.705455349,2.469,74.9,0.64,1936.09,1693.0,5383.0,4.614,0.736
FALSE POSITIVE,488.67353,12.35,691.0,2.03,0.3,188.0,5218.0,4.596,0.772
CANDIDATE,8.5291223,3.241,325.0,2.08,162.94,911.0,5543.0,4.318,1.111
FALSE POSITIVE,1.08906057,2.743,76.2,0.75,1235.96,1511.0,5087.0,4.463,0.881
FALSE POSITIVE,1.48922187,1.882,614.0,2.5,1524.19,1594.0,5780.0,4.438,1.0
FALSE POSITIVE,0.716709761,0.6969,68.4,1.42,7725.24,2394.0,6109.0,4.229,1.173
FALSE POSITIVE,4.1083812,3.279,353.0,1.62,295.63,1058.0,5730.0,4.545,0.87
