Classification,Orbital period,Transit Duration,Transit Depth,Planet radius value,Planet Insolation Value,Planetary Equilibrium Temp.,Stellar Effective Temp.,Stellar Surface Gravity,Stellar Radius
1,69.72646639,3.7177,4490,11.65,33.3,613,6430,4.107,1.731
1,1.609321941,1.6067,729,1.57,199.28,958,4224,4.662,0.603
1,9.51220046,2.9497,1170,1.99,18.66,530,4224,4.662,0.603
1,4.72941177,2.234,434,1.22,47.3,669,4224,4.662,0.603
1,4.887803076,2.36255,4320,4.82,96.67,800,4778,4.591,0.763
1,4.437962934,4.69813,16400,18.05,757.65,1338,5953,4.175,1.415
1,20.74028645,10.3939,1020,4.24,95.68,798,6226,4.264,1.299
0,1.207852845,3.5802,49700,38.59,1331.31,1539,5601,4.533,0.797
0,2.379282197,3.1729,48400,25.74,1442.19,1571,6392,4.399,1.162
0,26.0692512,7.487,832,23.61,28.85,591,5585,4.409,0.91
1,9.69501146,2.75,515,2.08,114.06,833,5896,4.516,0.914
1,15.3825394,3.815,551,2.14,61.61,714,5896,4.516,0.914
0,1.818939148,1.644,331,1.82,1364.15,1549,6153,4.487,0.962
1,40.1097817,5.2096,732,3.11,22.65,556,5509,4.265,1.169
1,0.708621057,1.5041,188,1.2,2741.07,1846,5422,4.484,0.887
1,2.46106962,2.184,84.2,0.84,483.09,1195,5418,4.534,0.886
0,3.403743926,1.5017,816,10.77,346.98,1101,5596,4.533,0.853
1,8.03753796,2.9118,287,1.54,72.44,744,5044,4.511,0.804
0,2.43902575,1.1598,82.5,2.61,6700.04,2307,6546,3.817,2.784
1,56.3587987,6.927,2560,5.04,7.29,419,5446,4.525,0.821
1,242.467406,12.808,340,1.73,1.59,286,5637,4.399,0.943
1,169.4976085,7.77,12200,9.06,1.29,272,5270,4.592,0.787
1,76.13622222,7.9393,2950,4.78,6.01,399,5591,4.494,0.892
0,4.9883872,9.142,638,2.59,227.27,990,5819,4.565,0.823
0,2.586878667,6.1614,25500,19.84,1823.52,1666,6812,4.343,1.172
0,3.964333304,4.7136,25900,37.09,1881.78,1680,5758,3.808,2.318
0,1.525924389,3.15998,24600,49.86,2072.8,1722,6203,4.427,1.06
0,5.910371418,3.88962,17200,12.62,290.83,1053,6200,4.488,0.958
1,0.917568975,2.0654,15800,11.92,2197.57,1748,5713,4.541,0.893
1,5.92365747,2.6302,407,0.99,18.87,531,3883,4.762,0.496
1,105.3582299,3.81,1210,1.87,0.41,204,3883,4.762,0.496
1,3.24325988,3.03318,16500,12.91,563.17,1243,5823,4.438,1.013
1,7.79668781,4.6699,361,2.44,366.42,1116,6521,4.352,1.276
1,56.4758069,5.961,1090,3.22,7.14,417,5497,4.57,0.839
1,92.8747294,7.474,659,2.64,3.68,353,5497,4.57,0.839
1,1.538180949,1.2635,841,1,30.85,602,3364,4.978,0.274
1,10.4188915,3.0069,670,3.17,126.48,855,5692,4.36,1.064
1,20.4998763,6.501,438,2.8,67.67,731,6249,4.428,1.076
1,1.921437488,1.9046,279,1.77,626.79,1276,5238,4.472,0.851
1,96.109323,9.877,982,4.01,6.59,409,5792,4.375,1.005
1,20.38174802,3.7922,1600,3.16,18.36,528,4883,4.515,0.808
1,7.00447892,2.669,231,1.19,76.26,754,4883,4.515,0.808
1,5.101375725,2.595,895,2.84,287.28,1050,5869,4.479,0.954
0,17.7940049,4.091,879,312.48,79.54,762,6273,4.442,1.044
0,3.47021401,2.289,1110,2.4,179.02,933,4922,4.555,0.744
1,30.69395532,2.9512,18100,13.72,33.69,614,6137,4.46,1.018
0,2.139325409,2.8056,6900,11.61,243.34,1007,4765,4.642,0.666
1,29.48106127,3.6636,11900,16.61,25.1,571,5631,4.41,0.901
1,572.376632,24.42,1740,5.8,1.15,264,6226,4.264,1.299
0,2.233799622,3.04,2660,28.63,650.73,1287,5741,4.555,0.846
0,31.13862664,5.2482,11400,12.88,27.22,582,5919,4.485,1
1,13.93068791,2.312,187,1.4,46.19,665,5497,4.57,0.839
1,20.4074846,8.839,363,2.9,44.8,660,5823,4.472,0.972
0,12.36564669,3.644,388,24.89,98.51,804,6075,4.495,0.952
1,10.35078415,6.253,273,1.97,119.01,842,5534,4.338,1.08
1,62.9224936,11.64,418,2.75,10.73,462,5534,4.338,1.08
1,32.7737631,3.416,565,5,52.22,686,5640,4.076,1.534
1,38.6520796,5.607,567,2.07,13.28,487,5422,4.484,0.887
1,14.20442616,3.898,801,1.9,31.1,602,5350,4.647,0.678
1,55.673582,3.778,765,2.19,5.16,384,4998,4.53,0.808
1,6.82778157,2.3726,546,1.34,26.31,577,4198,4.689,0.574
0,0.687895191,2.4233,463,1.35,888.72,1391,4478,4.615,0.651
1,127.2824442,7.1545,8090,12.04,5.61,392,5733,4.281,1.183
1,10.06083238,4.5718,460,2.58,154.16,899,5705,4.297,1.14
1,30.1837021,5.879,975,3.65,38.2,634,5733,4.281,1.183
0,2.92928244,6.794,269,38.42,4706.45,2112,6634,3.831,2.251
1,77.63424586,4.1002,16600,9.4,2.65,325,4812,4.548,0.755
1,52.75878505,6.6517,5810,8.76,20.08,540,6228,4.413,1.137
0,1.332564478,6.0325,1070,27.04,1627.5,1618,5995,4.536,0.878
0,41.0772969,5.525,1220,3.25,17.74,523,5665,4.381,0.938
0,135.9121619,5.628,10200,40.18,4.41,370,6141,4.468,0.959
1,42.4729078,7.253,334,2.03,19.93,539,5616,4.327,1.111
1,15.17026921,4.3311,225,2.47,158.23,905,6297,4.26,1.369
1,39.4576228,9.557,245,2.8,44.26,658,6297,4.26,1.369
1,17.8159689,3.6765,777,3.12,56.48,699,5964,4.484,0.933
1,36.5157639,3.6577,861,2.55,7.71,425,4847,4.54,0.781
1,14.07969236,1.375,170,2.08,177.81,931,5821,4.097,1.547
1,16.54081386,2.5996,370,1.57,24.87,570,5064,4.572,0.769
1,3.609313059,1.7752,1380,3.26,336.16,1092,5668,4.545,0.868
1,1.93155546,1.614,505,2.25,655.43,1290,5461,4.552,0.858
1,8.41100305,2.4553,756,1.8,11.71,472,3757,4.718,0.539
1,13.52252364,3.987,691,2.11,42.82,652,5338,4.557,0.816
1,134.2520474,9.0636,832,3.43,5.63,393,5818,4.276,1.2
1,3.268695042,3.45188,10100,16.91,1539,1597,5927,4.046,1.691
1,99.7468804,6.804,1290,3.94,5.55,391,5620,4.363,0.974
0,22.84156293,2.5997,2940,30,22.78,557,5381,4.538,0.826
1,11.720124,3.0039,9760,7.94,44.89,660,5215,4.564,0.77
1,4.33643506,4.1445,109,1.75,1054.56,1453,6180,4.133,1.603
1,15.95541913,3.9851,763,2.18,25.54,573,4891,4.516,0.805
1,8.25980352,2.928,298,1.35,61.43,714,4891,4.516,0.805
1,62.5613879,5.907,1370,3.54,7.13,417,5662,4.56,0.84
1,8.96847034,4.4073,234,2.17,259.95,1024,5808,4.185,1.374
1,1.907810683,1.8707,121,0.91,609.28,1268,5435,4.578,0.824
1,32.85862571,3.1483,163,2.31,53.85,691,5899,4.135,1.414
0,48.11881255,5.27958,69900,45.18,13.6,490,6003,4.536,0.872
1,2.229326354,1.9946,49.1,0.6,621.53,1273,5587,4.525,0.865
1,2.514628496,1.6239,228,1.27,517.89,1217,5662,4.56,0.84
1,8.025118521,5.3694,3120,7.79,336.73,1093,6002,4.196,1.369
1,5.79529495,2.272,334,1.05,19.23,534,3757,4.718,0.539
1,73.7578875,2.69,1840,4.28,4.66,375,5029,4.429,0.93
1,8.56267266,1.53,608,2.26,82.22,768,5029,4.429,0.93
1,8.30537702,3.751,366,1.69,101.43,809,5435,4.495,0.873
1,13.22714056,3.2861,812,2.22,39.1,638,5180,4.548,0.8
1,51.8098276,6.343,1030,2.6,6.71,410,5191,4.53,0.826
1,4.38536428,2.5126,199,1.15,180.22,935,5191,4.53,0.826
1,34.20578508,5.1691,183,1.1,11.67,471,5191,4.53,0.826
1,13.97945055,1.2325,356,1.97,38.44,635,5191,4.53,0.826
1,3.554856338,2.1004,233,1.29,425.04,1157,6068,4.565,0.831
1,5.28790754,8.5274,344,7.1,1802.31,1661,4994,3.433,3.818
1,8.45746636,2.2906,1320,1.87,20.08,540,4347,4.73,0.524
1,17.28116957,2.829,1560,2.04,7.75,425,4347,4.73,0.524
1,32.1340014,2.691,1260,1.84,3.39,346,4347,4.73,0.524
1,59.7711433,4.843,575,3.17,17.53,522,6214,4.382,1.122
1,4.417692516,2.323,279,1.57,92.16,790,4766,4.645,0.664
1,10.08744556,2.9884,568,3.15,186.14,942,6310,4.417,1.095
1,16.34355902,5.474,829,3.26,67.34,730,5730,4.394,1.056
1,21.96401646,2.7509,693,2.57,40.41,643,5774,4.447,0.958
1,125.602323,7.105,926,2.89,3.95,360,5774,4.447,0.958
1,12.51353325,4.301,431,1.88,58.69,706,5435,4.495,0.873
1,17.9134215,4.364,198,1.39,36.38,626,5435,4.495,0.873
1,25.2149143,5.76,174,1.19,23.05,559,5435,4.495,0.873
1,5.42586901,2.5342,259,1.48,211.66,973,5594,4.489,0.934
1,19.58561177,1.755,533,3.09,46.51,666,5618,4.401,0.996
1,4.544436472,1.8141,879,3,253.48,1017,5445,4.458,0.937
1,12.76220558,2.0688,654,3.18,63.86,721,5445,4.458,0.937
1,38.7149617,3.441,695,2.62,14.55,498,5445,4.458,0.937
0,8.78458274,6.459,211,2.6,411.55,1149,5927,4.046,1.691
1,3.69298623,1.7744,763,1.74,72.66,745,4402,4.682,0.572
1,5.334082429,6.2226,4680,13.08,1180.64,1495,6332,4.016,1.905
1,6.4980147,2.4384,191,1.87,262.18,1026,5727,4.328,1.104
1,19.76169247,3.9097,393,2.81,92.38,791,6327,4.327,1.175
1,5.18498961,2.1397,430,1.15,42.62,652,4325,4.68,0.56
1,85.6542476,6.866,476,3.56,17.51,522,5818,4.065,1.647
1,19.32945602,3.794,936,2.26,18.57,529,5026,4.604,0.763
1,17.79108667,2.662,414,2.88,112.09,830,5855,4.148,1.34
1,3.290114076,1.5151,645,1.49,97.96,802,4484,4.654,0.594
0,2.086075752,2.2647,3660,10.3,2747.42,1845,6131,4.071,1.417
1,3.311864148,1.4049,5980,9.06,365.94,1116,5461,4.499,0.937
1,63.0732241,5.397,671,17.8,317.78,1077,6234,3.209,6.354
1,2.422084188,2.5613,1870,3.55,511.66,1213,5598,4.565,0.83
1,78.5461106,8.689,659,3.55,14.85,501,5808,4.172,1.397
1,16.92342126,4.1864,1130,3.4,57.37,702,5786,4.465,0.99
1,5.47665801,2.5482,648,2.01,71,741,4650,4.589,0.706
1,4.580346161,2.097,308,1.38,147.56,889,5103,4.558,0.789
1,2.248288213,2.0361,263,1.25,380.75,1127,5103,4.558,0.789
1,6.76690759,1.7062,249,1.31,87.79,781,5103,4.558,0.789
1,34.1732156,4.7679,635,2.37,11.09,465,5201,4.573,0.834
1,16.7364755,2.151,1150,2.73,10.99,464,4334,4.618,0.653
0,137.8645881,1.922,2360,15.9,0.2,170,3645,4.797,0.449
1,12.43929428,3.176,254,1.3,36.57,627,4987,4.531,0.773
1,7.62635494,2.4168,296,1.21,57.89,703,4955,4.61,0.721
1,8.710442022,0.9425,1200,3.61,78.75,760,5416,4.575,0.809
1,11.35010642,2.2792,1220,1.75,6.25,403,3597,4.734,0.514
1,109.4450597,3.792,1270,3.04,3.14,340,5403,4.5,0.868
1,7.56052209,3.8573,660,2.4,164.9,914,5895,4.503,0.94
1,12.12401737,3.3091,788,2.37,48.98,675,5094,4.469,0.87
1,9.38740646,1.6165,385,1.69,25.83,575,4500,4.656,0.646
1,7.41556471,1.973,150,0.79,35.37,622,4500,4.656,0.646
1,24.2101973,4.046,458,1.5,9.8,451,4650,4.589,0.706
1,23.8990075,15.955,293,3.26,108.3,823,5511,3.914,1.93
1,6.22161107,3.4117,165,1.59,348.15,1101,6277,4.417,1.097
1,6.17998508,2.1094,751,2.12,104.06,814,5149,4.551,0.791
1,1.569066598,2.7803,147,1.68,2763.39,1849,5821,4.172,1.395
1,9.59068586,3.452,545,3.93,329.34,1087,5476,3.904,1.673
1,7.03932913,3.514,837,4.67,298.33,1060,5846,4.278,1.24
1,49.6075771,2.9575,627,2.12,6.17,402,5187,4.592,0.774
1,16.84183355,2.6194,822,3.08,56.43,699,5602,4.404,1.009
1,7.340714946,2.9987,8510,14.31,421.03,1155,6056,4.191,1.498
1,12.55111099,3.1293,494,1.34,12.56,480,4213,4.669,0.598
1,3.003879547,3.2848,8540,10.96,1011.87,1438,6311,4.398,1.172
1,24.0884178,3.952,387,1.16,5.26,386,4213,4.669,0.598
1,12.75800092,4.1828,188,1.49,107.96,822,5782,4.34,1.095
1,5.47033376,3.1441,112,1.15,334.27,1090,5782,4.34,1.095
1,6.51112385,1.6919,695,3.09,243.67,1008,6032,4.465,1.001
1,23.85163321,2.4453,834,3.37,43.19,654,6032,4.465,1.001
1,2.714078374,1.3115,144,1.38,675.86,1301,5815,4.461,0.992
1,122.8799543,7.835,718,2.7,2.66,326,5413,4.51,0.861
1,4.88753111,2.034,680,2.45,239.11,1003,5568,4.499,0.957
1,6.14728341,2.7645,120,0.79,83.18,770,4997,4.598,0.746
1,2.800111267,1.0237,707,2.13,197.81,956,4786,4.579,0.704
1,34.3511339,4.4408,599,2.75,26.1,576,6091,4.487,0.967
1,3.413036353,2.61366,3870,6.62,490.24,1200,5392,4.314,1.087
1,3.00725068,4.4302,286,1.56,373.99,1122,5667,4.587,0.781
1,4.194496867,1.7807,661,1.57,26.2,577,3706,4.747,0.522
1,6.35585682,1.55,177,0.86,15.1,503,3706,4.747,0.522
1,1.970340203,1.7901,403,3.97,1540.07,1599,4883,3.972,1.667
1,5.05821338,1.132,748,10.69,439.8,1168,4883,3.972,1.667
1,26.85323647,4.4557,966,2.65,20.77,544,5329,4.455,0.869
1,25.0985083,2.7727,168,1.59,43.84,656,5782,4.34,1.095
1,34.2685741,4.8251,699,2.44,12.2,477,5083,4.468,0.872
1,5.75321539,1.7948,734,3.14,169.44,920,5445,4.51,0.929
1,5.50860699,3.0788,204,1.49,179.62,934,5448,4.489,0.883
1,18.93055119,3.372,684,4.41,81.42,766,5015,3.987,1.643
0,42.94386258,3.7591,9210,41.62,17.26,520,5750,4.4,0.94
1,22.06402,4.1,389,2.67,60.81,712,6232,4.432,1.09
1,5.756245244,1.071,624,2.24,84.16,773,4931,4.605,0.734
1,148.4601819,5.499,1530,3.61,1.56,285,5159,4.548,0.821
1,0.934885365,1.4083,270,3.21,4435.29,2080,4777,3.909,1.795
1,25.7626846,6.908,620,2.66,37.99,633,5739,4.381,1.069
1,11.0317836,4.753,182,1.45,117.67,840,5739,4.381,1.069
1,4.12511935,2.877,115,0.88,252.18,1016,5598,4.565,0.83
1,4.22464216,1.403,987,4.31,631.55,1279,6343,4.408,1.14
1,13.12162167,3.6138,197,1.99,164.48,913,6140,4.265,1.277
1,49.6220669,7.222,506,3.33,20.99,546,5938,4.331,1.184
1,8.08801663,1.8334,953,2.94,92.93,792,5269,4.494,0.874
1,11.55103848,3.3601,403,2.17,120.76,845,5907,4.395,1.058
1,4.469754641,1.813,554,2.26,350.69,1103,5988,4.507,0.934
1,15.77382794,4.957,314,2.72,196.14,955,6283,4.129,1.531
1,6.56226483,4.0144,261,3.07,654.67,1290,5878,4.005,1.812
1,20.67876365,4.6395,324,2.42,74.36,749,5865,4.266,1.272
1,50.79034648,10.8474,5670,10.6,33.12,612,6163,4.185,1.406
1,9.59993246,4.3206,271,2.08,206.91,967,5865,4.266,1.272
1,2.0248205,2.55,63.3,1.01,1652.5,1625,5865,4.266,1.272
1,201.118319,10.328,585,2.28,1.92,300,5646,4.447,0.954
1,24.7577652,6.998,459,2.44,40.74,644,6106,4.487,0.966
1,12.7983174,6.401,337,2.88,160.33,908,5592,4.115,1.451
1,10.13200555,3.1683,912,1.67,25.66,574,4777,4.689,0.561
1,38.505224,5.941,695,2.45,18.98,532,5974,4.504,0.881
1,4.6126736,3.0643,133,1.6,663.8,1294,6140,4.265,1.277
1,8.67890312,3.5317,541,2.56,158.43,905,5509,4.308,1.116
1,39.3135699,5.0137,500,2.07,20.04,540,6060,4.509,0.925
1,5.94565516,2.1604,401,1.12,24.71,568,3974,4.7,0.564
1,1.52373073,1.4796,365,1.26,105.95,818,3746,4.736,0.51
1,4.225384543,2.82038,7560,9,360.46,1111,5574,4.403,1.054
1,60.0853848,7.007,432,2.4,13.07,485,6028,4.459,1.047
1,43.0343364,6.571,542,2.5,13.01,484,5550,4.476,0.911
1,46.2991052,5.2481,855,4.33,29.04,592,5396,4.035,1.507
1,88.6440015,7.82,626,2.51,5.51,391,5661,4.471,0.934
1,35.01190875,2.868,437,2.97,31.35,603,5872,4.332,1.153
1,16.57099265,2.9052,645,2.03,33.53,614,5483,4.589,0.779
1,16.00496657,6.5047,378,3.71,276.53,1040,6384,4.029,1.904
1,1.954525966,2.0944,393,2.38,1331.18,1540,5741,4.331,1.136
1,7.23400381,2.165,453,1.78,112.48,831,5411,4.523,0.85
1,6.77408984,2.6215,520,2.5,295.82,1058,6246,4.433,1.092
1,20.17202467,3.1488,5370,6.24,24,564,5064,4.474,0.864
1,26.41044199,3.0715,991,2.45,16.27,512,5448,4.613,0.734
1,8.27745764,2.713,197,2.46,331.35,1088,5129,3.884,1.781
1,14.37504582,3.208,251,2.05,90.16,786,5931,4.403,1.053
1,6.31219171,4.9377,404,2.17,342.04,1096,6322,4.426,1.075
1,147.97391,6.854,1270,3.33,2.78,329,5578,4.44,0.95
1,13.24503482,4.4078,156,1.77,146.31,887,5636,4.147,1.39
1,77.2550726,10.214,590,3.7,21.37,548,6564,4.255,1.356
1,3.85690686,2.0808,128,0.93,210.44,972,5272,4.574,0.813
1,116.3311739,7.025,1590,3.26,2.59,323,5354,4.533,0.835
1,86.049055,29.28,430,2.06,6.68,410,5733,4.432,0.997
1,6.31943553,3.3422,581,2.71,223.15,986,5670,4.397,1.022
1,12.20951755,4.1808,538,2.61,92.68,791,5670,4.397,1.022
1,3.07644709,2.6326,217,1.61,583.25,1253,5670,4.397,1.022
0,2.11913005,4.141,28.7,1.35,4512.1,2090,5799,3.813,2.377
1,68.958447,3.128,123,1.11,6.17,402,5455,4.497,0.888
1,18.79591276,7.5235,2430,7.39,124.64,852,6163,4.185,1.406
1,63.0380366,7.3702,659,2.59,11.1,465,5798,4.411,1.019
1,9.69315023,5.6725,142,1.89,253.08,1017,5683,4.108,1.472
0,8.48031229,7.105,351,2.58,193.86,952,5910,4.364,1.078
1,56.1886436,6.5272,346,2.56,15.13,503,5700,4.327,1.176
1,6.92101452,4.3591,530,1.48,34.85,619,4461,4.661,0.585
1,3.27344784,1.7292,263,0.81,36.05,625,3758,4.769,0.496
1,15.3789014,4.662,185,2.94,275.53,1039,5817,3.877,2.153
1,134.4785189,5.9288,4030,10.52,6.81,412,5791,4.185,1.336
1,5.007414194,1.3584,4410,8.8,363.75,1114,5957,4.417,1.042
0,24.68662378,15.168,8050,48.04,412.55,1149,4648,2.996,5.132
1,98.7179332,6.593,7320,6.99,3.97,360,5808,4.583,0.786
1,71.52543938,5.9189,5900,5.76,3.15,340,4855,4.542,0.778
1,17.50441726,4.2585,725,3.56,108.78,824,5815,4.16,1.329
1,1.72086129,2.0243,10200,13.25,1743.61,1647,5742,4.297,1.215
1,56.4349933,4.7381,580,2.37,11.04,465,5534,4.381,1.001
1,33.7888028,5.496,649,2.71,33.01,611,6202,4.436,1.062
1,3.215109385,4.365,158,1.54,421.21,1155,5541,4.472,0.934
1,3.29276797,4.8069,80.7,1.39,1068.95,1458,5683,4.108,1.472
1,13.72710334,7.3419,199,2.38,241.58,1005,5951,4.017,1.693
1,24.3110031,8.7682,184,2.3,112.64,831,5951,4.017,1.693
1,44.4304059,10.306,239,2.61,50.42,680,5951,4.017,1.693
1,9.34145925,6.18,81.7,1.56,403.44,1143,5951,4.017,1.693
1,4.97760447,2.5719,287,1.75,258.91,1023,5353,4.358,1.023
1,21.1285655,3.852,177,2.88,180.55,935,5817,3.877,2.153
0,24.4851178,4.642,264,7.14,456.64,1179,6655,3.638,2.995
1,7.51854537,2.845,287,1.42,89.41,784,5064,4.474,0.864
1,86.7490807,9.179,547,2.23,5.94,398,5579,4.419,0.97
1,25.96190067,6.2732,350,3.25,123.11,850,6369,4.088,1.729
1,130.3543929,6.474,5130,7.7,4.36,369,5970,4.463,1.015
1,1.855557556,2.35672,10600,10.05,1004.89,1436,5657,4.441,0.947
1,3.261759866,1.7593,3880,8.01,599.54,1262,6131,4.497,0.945
0,3.364425589,1.3261,4840,56.83,352.97,1106,5813,4.589,0.775
1,16.78175788,3.7386,908,2.25,20.82,545,4925,4.588,0.742
1,105.3035093,6.214,1360,3.18,3.58,351,5534,4.515,0.875
1,2.549562652,1.6999,495,1.11,50.9,682,3716,4.74,0.506
1,13.96950181,1.5871,1110,2.04,5.29,387,3716,4.74,0.506
1,5.21230171,2.098,430,1.04,19.7,537,3716,4.74,0.506
1,17.76076524,1.6679,1290,1.93,4.34,368,3826,4.744,0.516
1,10.55840479,3.366,194,1.41,94.94,796,5353,4.358,1.023
1,20.92735802,3.4256,8090,17.36,69.08,735,6126,4.358,1.109
1,6.98800953,3.103,193,1.39,164.86,914,5353,4.358,1.023
1,22.8245144,6.617,323,3.36,189.46,946,6642,4.057,1.846
1,49.1011093,6.341,846,3.28,14.57,498,5393,4.299,1.11
1,7.05675145,2.0261,130,1.68,483.95,1196,6388,4.244,1.402
1,34.8536903,5.333,768,2.4,17.62,522,5818,4.554,0.848
1,2.41434868,1.2701,191,0.97,195.08,953,4507,4.573,0.724
0,2.466070972,1.9559,705,24.3,595.8,1260,5708,4.529,0.884
1,4.30656389,4.1107,257,1.95,453.2,1177,6108,4.466,1.03
0,12.96471775,1.8303,3730,39.93,114.24,834,6210,4.45,1.033
0,1.731079436,1.8419,12000,56.05,1332.5,1541,6045,4.494,0.955
1,7.794302043,1.1081,3390,16.51,142.82,882,5494,4.405,0.982
1,14.5324483,3.13,1360,3.11,46.06,664,5345,4.473,0.86
1,5.248667607,1.917,601,2.84,293.42,1056,5807,4.437,1.012
1,7.96431492,1.5342,746,2.44,99.42,805,5185,4.44,0.91
1,92.7297248,6.83,1260,2.81,1.38,276,4580,4.641,0.675
1,1.485710994,2.2874,20800,14.48,1404.81,1562,5624,4.432,1.018
1,30.5231459,2.7286,2210,11.26,15.46,506,5518,4.585,0.79
1,71.3116598,8.813,2140,4.94,12.01,475,6194,4.445,1.069
1,28.78270955,3.451,865,2.11,9.09,443,4774,4.58,0.745
0,15.44428875,2.0791,3600,37.58,67.39,731,5895,4.489,0.991
1,1.411230023,1.4325,388,1.71,436.04,1164,4575,4.564,0.737
1,96.9151707,6.065,863,2.37,2.64,325,5162,4.559,0.791
1,13.47472742,2.5995,730,1.96,38.21,634,5395,4.615,0.734
1,2.29503515,1.654,172,1.18,681.51,1304,5637,4.482,0.909
1,27.495634,4.858,483,2.11,28.66,590,5657,4.401,0.911
1,14.08826442,4.1847,889,2.66,64.97,724,5853,4.529,0.895
1,3.905081685,2.8213,21300,12.78,282.59,1046,5543,4.54,0.887
1,110.9643706,12.831,1280,2.11,0.77,239,4441,4.695,0.546
1,4.539297295,1.9455,798,2.34,112.09,830,4914,4.61,0.724
1,6.94135824,1.8899,825,2.96,139.05,876,5527,4.491,0.88
1,17.27629668,3.94738,10500,7.31,19.88,538,4941,4.599,0.738
1,31.7821117,3.856,570,2.08,18.32,528,5527,4.491,0.88
1,4.36273233,2.2375,342,1.76,258.7,1023,5527,4.491,0.88
1,18.6848377,3.7965,1250,1.93,6.16,402,4156,4.712,0.545
1,7.41634701,2.1362,506,1.24,21.1,547,4156,4.712,0.545
1,9.91724268,3.2241,458,2.85,157.41,903,5539,4.244,1.207
1,82.5341188,4.8556,1900,2.45,1.08,260,4316,4.678,0.58
1,20.16037858,4.13,344,1.75,16.03,510,4975,4.614,0.724
1,10.99470891,1.5929,885,1.71,16.24,512,4302,4.661,0.586
1,124.0358994,4.8472,7690,11.13,6.88,413,5822,4.244,1.28
0,1.194812329,1.3777,190,1.36,2521.46,1806,6198,4.475,0.97
1,10.84969477,3.474,1120,2.67,49.3,676,5251,4.592,0.778
1,12.18420006,2.5014,499,2.59,106.52,819,5771,4.374,1.068
1,3.76417012,2.0111,558,1.7,160.99,908,5063,4.617,0.728
1,5.92972237,2.518,412,1.92,210.95,972,5741,4.492,0.956
1,12.2476121,3.209,403,1.9,80.29,763,5741,4.492,0.956
1,13.59051547,3.784,622,2.4,64.8,724,5442,4.409,0.974
1,46.8776724,10.041,540,2.62,13.01,484,5504,4.418,0.993
1,89.1935737,4.0104,868,3.81,12.83,483,6071,4.239,1.295
1,13.09390911,2.2805,399,2.2,75.58,752,5772,4.487,0.956
1,4.915385452,2.7757,226,1.46,279.43,1042,5772,4.487,0.956
0,87.455958,18.257,1600,70.11,66.26,728,7700,4.018,2.111
0,0.805259257,1.42246,1380,63.55,12990.09,2723,5872,3.926,2.022
1,9.76785911,2.1649,585,2.54,74.48,749,5371,4.513,0.852
1,40.80957343,3.158,436,3.44,35.68,623,6183,4.301,1.3
1,22.08551599,2.1727,3160,3.34,3.63,352,3828,4.712,0.565
1,1.151166776,1.0907,578,1.28,199.25,957,3951,4.73,0.535
0,4.693305543,5.17249,14500,17.85,881.73,1389,6365,4.22,1.47
1,3.246732048,3.0535,7000,12.4,1072.7,1459,5763,4.15,1.457
0,8.3606759,6.287,195,1.49,176.04,929,5771,4.374,1.068
1,62.1385979,4.2938,886,5.14,17.88,524,5123,3.992,1.621
1,17.1181036,1.29,168,1.22,43.25,654,5576,4.515,0.929
1,8.29482811,2.7437,560,2.76,139.38,876,5773,4.478,0.939
0,26.635216,5.949,1490,27.64,19.45,536,5215,4.455,0.882
1,17.84850835,5.8919,391,3.29,146.82,888,6188,4.152,1.465
1,26.1363443,6.613,362,2.8,88.29,782,6188,4.152,1.465
1,11.1895709,5.3,143,1.81,273.37,1037,6188,4.152,1.465
1,2.757977384,2.1489,211,1.69,744.97,1332,5919,4.435,1
0,18.6928606,3.88584,51300,14.81,18.4,528,5190,4.66,0.66
1,14.80075082,5.762,501,17.38,3158.09,1912,6327,3.092,7.663
1,3.126861192,1.1926,795,5.12,886.72,1391,4854,3.939,1.749
0,87.24250316,4.1206,17900,15.86,5.49,390,5671,4.501,0.955
1,10.24061136,0.9617,2960,3.9,43.85,656,5227,4.623,0.64
1,16.87725775,3.7917,818,2.54,40.09,642,5497,4.512,0.872
1,12.05705659,2.3462,524,1.96,53.26,689,5365,4.537,0.834
1,28.26727385,4.5839,1160,2.93,16.84,517,5132,4.457,0.886
1,3.770590654,2.029,314,2.13,619.65,1272,5714,4.274,1.208
1,2.7073064,3.4378,69.5,1.36,2012.12,1709,6045,4.069,1.629
1,23.11707222,3.9948,2410,4.37,21.26,548,5275,4.505,0.796
1,4.77502117,1.7087,451,1.73,174.23,926,5275,4.505,0.796
1,66.4159789,7.061,2050,3.44,4.71,376,5383,4.603,0.759
1,8.0103929,4.2713,294,1.88,184.38,940,5616,4.327,1.111
1,5.69590202,3.5661,4920,6.61,279.61,1043,6106,4.497,0.94
1,27.6666375,6.315,324,2.04,35.27,622,5616,4.327,1.111
1,5.19559398,3.748,116,1.18,327.78,1085,5616,4.327,1.111
1,57.2488518,6.083,1460,3.19,8.17,431,5642,4.542,0.846
1,37.0551726,5.439,1030,3.19,14.59,498,5642,4.542,0.846
1,16.33269981,2.174,300,1.61,28.76,591,5208,4.563,0.772
1,10.05550267,2.951,148,0.92,54.96,694,5208,4.563,0.772
1,9.30413878,1.9254,637,1.67,27.35,583,4458,4.611,0.658
1,4.33722007,2.4973,359,1.63,231.86,996,5390,4.499,0.876
1,1.653889476,1.7242,124,0.97,838.03,1373,5390,4.499,0.876
1,150.8783198,8.6797,660,4.37,7.56,423,5504,3.999,1.737
