Classification,Orbital period,Transit Duration,Transit Depth,Planet radius value,Planet Insolation Value,Planetary Equilibrium Temp.,Stellar Effective Temp.,Stellar Surface Gravity,Stellar Radius
1,206.801125,6.6,716,24.34,48.97,675,5048,2.978,8.611
1,14.0019064,4.257,376,17.96,1736.43,1646,4883,2.783,6.502
0,1.42796645,12.8653,6010,39.76,1700.47,1637,6099,4.511,0.919
1,525.757041,4.995,830,11.07,4.52,372,5277,3.495,3.931
1,313.82752,4.187,168,1.26,1.28,272,5914,4.453,0.973
1,425.593391,3.815,238,2.25,1.41,278,5458,4.09,1.441
1,237.819002,11.324,614,2.55,1.98,302,5878,4.424,1.035
1,581.87357,14.64,906,2.96,0.53,218,5897,4.489,0.992
1,15.9961296,1.656,501,1.71,23.32,560,4949,4.588,0.777
0,28.29720723,3.94247,23200,54.15,60.99,713,6327,4.277,1.151
0,412.227551,4.303,820,21.53,18.57,529,5079,2.977,7.684
0,586.63177,7.299,200,1.18,0.3,189,5228,4.471,0.854
0,364.95068,0.636,824,3.69,0.8,241,5574,4.438,0.884
0,438.00974,11.46,79.2,0.73,0.36,197,5260,4.56,0.717
1,7.62210397,1.902,146,3.8,965.88,1422,5222,3.556,3.162
0,3.479508244,3.9097,3000,444.46,23775.98,3167,4630,2.437,12.623
0,406.29695,5.32,137,1.85,2.31,315,6031,4.103,1.566
1,0.9886684,2.023,127,3.18,24258.04,3183,6456,3.725,2.773
0,3.34465934,10.796,57.6,1.17,1396.11,1559,5966,4.069,1.551
0,513.14417,14.13,224,1.3,0.45,208,5709,4.557,0.837
1,14.5555096,2.07,725,2.03,29.45,594,5176,4.612,0.738
1,114.12716,1.719,974,2.76,1.79,295,4816,4.508,0.823
1,17.0497376,3.271,479,45.89,3566.8,1971,5039,2.587,14.954
0,13.0366377,3.184,155,2.23,283.97,1047,6084,4.009,1.677
1,2.64181261,2.127,70,0.59,114.08,834,4147,4.601,0.683
0,270.98477,6.718,13900,11761.1,29.44,594,11068,4.377,1.555
1,583.8531,5.09,491,1.97,0.35,196,5591,4.559,0.86
1,72.782432,3.726,246,11.19,172.28,924,5099,3.021,7.317
1,10.55224191,2.7355,954,1.75,13.12,485,4031,4.666,0.585
0,2.74703312,2.655,152,61.97,17132.06,2917,8237,3.753,3.134
1,440.171272,12.217,784,5.97,2.96,334,6261,4.001,1.679
1,37.537859,6.513,269,1.77,27.38,583,6095,4.429,1.082
1,474.96952,4.58,595,2.44,0.91,249,6287,4.473,0.962
0,0.864651455,3.461,67.7,0.69,2062.08,1720,5587,4.556,0.851
1,74.624063,8.881,347,1.75,9.49,448,6187,4.499,0.937
0,25.4805211,10.701,159,1.25,44.67,659,6250,4.472,0.986
0,512.11636,9.557,315,1.47,0.36,198,5492,4.576,0.812
0,348.61891,3.567,689,2.4,0.97,253,5911,4.519,0.914
0,368.70839,6.08,957,2.87,1.21,267,6409,4.523,0.887
0,7.1091096,10.67,157,1.08,126.12,855,5665,4.568,0.82
1,416.9504,4.026,480,7.35,4.77,377,5751,3.708,2.611
0,397.3958488,6.1014,29800,64.56,1.45,280,5544,4.146,1.362
1,62.134919,8.711,148,6.71,172.96,925,5889,3.358,4.912
0,1.667482003,1.5931,546,15.15,26549.71,3257,4678,2.756,6.72
1,574.65297,4.37,725,2.28,0.35,196,5596,4.553,0.821
0,5.29730786,4.02,191,1.49,281.21,1044,5780,4.438,1
1,21.9578446,1.038,96.6,0.78,19.05,533,5192,4.583,0.802
0,77.395279,5.26,437,6.16,41.24,646,5158,3.541,2.995
1,373.41509,6.617,1810,2.55,0.15,158,4236,4.642,0.612
0,612.882452,2.024,631,2.42,0.53,217,6029,4.494,0.956
1,107.904526,2.053,249,1.26,3.05,337,5565,4.574,0.802
0,11.03571773,5.62958,145000,70.42,227.54,991,6201,4.213,1.23
0,42.093314,4.649,886,2.19,6.47,407,4885,4.541,0.763
1,282.029084,4.686,313,2.33,4.12,363,6886,4.305,1.287
0,339.18109,5.34,158,1.7,2.88,332,6407,4.209,1.344
0,3.55650976,12.7364,687000,283.93,7238.22,2353,8105,3.937,2.433
1,3.1318392,1.632,160,1.5,1025.14,1443,6070,4.246,1.159
0,25.28523234,4.76313,63000,69.68,70.73,740,6486,4.337,1.136
1,207.767894,5.21,321,3.52,4.85,379,5210,3.894,1.849
1,82.508054,3.806,352,14.04,140.61,878,4986,3.01,7.733
1,113.083522,10.315,131,1.59,9.65,450,5903,4.179,1.4
0,1.23138339,3.943,72.7,0.82,1746.21,1648,5791,4.505,0.958
1,381.37504,16.57,287,1.24,0.48,212,5513,4.614,0.729
0,7.2269859,14.241,160,0.79,31.23,603,4347,4.645,0.609
0,0.762724045,1.98818,9780,41.02,2827.5,1860,5313,4.39,0.976
1,529.39169,10.869,320,4.4,2.43,319,5283,3.699,2.504
0,362.49906,12.17,523,2.51,1.4,277,6043,4.369,1.065
0,190.65896,35.472,553,2.54,1.46,281,5508,4.549,0.835
1,509.997402,8.481,1270,2.62,0.26,182,5037,4.54,0.756
0,1.50650036,2.762,45.4,0.81,2520.53,1809,6201,4.336,1.126
1,495.51899,3.592,298,2.94,2.03,305,6043,4.038,1.634
1,388.048463,3.456,150,3,4.71,376,5779,3.765,2.46
1,34.0269868,1.586,362,1.57,10.15,455,4999,4.514,0.801
1,173.219879,1.875,240,2.41,6.39,405,6007,4.158,1.518
1,374.878133,10.556,915,4.27,1.49,282,5636,4.218,1.354
0,5.2362026,3.148,2020,75.83,853.62,1378,6176,4.112,1.631
1,511.882,4.822,610,2.56,0.79,241,6141,4.454,1.007
0,247.372131,3.271,513,2.47,1.67,290,5780,4.438,1
1,96.16705,2.775,271,1.15,2.26,313,5147,4.617,0.716
0,95.254421,3.379,465,2.2,6.89,413,6063,4.476,1.012
1,425.483539,17.856,997,3.2,0.89,248,5977,4.473,1.022
1,208.800733,1.964,594,2.88,3.43,347,6208,4.372,1.168
0,7.863361238,3.42771,18200,22.7,294.86,1057,5615,4.136,1.4
1,17.634272,1.387,76.7,1.69,118.84,842,4885,3.815,1.979
0,0.745086745,4.29,270,1.29,1775.23,1654,5325,4.607,0.75
1,208.047137,3.22,288,2.05,4.12,363,5991,4.175,1.2
1,30.561533,2.227,586,1.53,4.86,379,4294,4.609,0.664
1,6.10968225,5.735,60.3,0.79,337.78,1093,6024,4.309,1.009
1,292.09809,14.43,529,2.09,1.2,267,5955,4.534,0.883
0,11.8045536,3.195,129,0.94,44.76,660,4971,4.482,0.857
1,578.21623,2.707,121,3.54,2.74,328,5166,3.6,3.244
1,56.648588,4.534,649,2.19,4.77,377,5023,4.565,0.782
1,53.554546,5.533,128,3.1,82.79,769,6039,3.76,2.622
0,3.1748772,7.089,1740,8.8,933.1,1410,5116,3.994,1.619
1,119.079642,16.268,423,17.89,94.61,795,4849,2.942,8.984
0,371.18648,19.929,318,2.06,1.68,291,6231,4.34,1.152
1,20.5858591,3.069,260,1.31,27.85,586,5523,4.526,0.753
0,10.90962154,17.8024,500000,149.1,381.27,1127,5323,3.714,2.064
1,113.573945,3.007,250,3.45,14.32,496,5155,3.768,2.233
0,27.0779813,138.54,348,2.03,29.98,597,5906,4.467,0.85
0,1.827660875,3.986,46700,42.1,1811.72,1664,6352,4.427,1.072
1,542.91133,15.9,750,2.27,0.37,199,5583,4.559,0.824
0,376.554588,3.182,481,2,0.88,247,5926,4.519,0.913
0,538.4263,12.751,242,3.2,2.53,322,5962,3.882,2.028
0,78.4286313,3.7368,83300,85.77,7.74,425,5780,4.438,1
1,287.75613,5.487,1990,3.4,0.5,215,4965,4.586,0.781
0,2.53021,21.79,368,41.44,1338.82,1543,5780,4.178,1.296
0,2.249000963,9.6022,58800,59.61,4838.14,2126,6025,3.8,2.293
1,189.961729,12.46,700,1.93,1.08,260,5335,4.613,0.742
0,432.074696,4.763,1090,2.39,0.32,193,5183,4.608,0.739
1,169.415073,3.884,240,2.32,6.87,413,6362,4.238,1.378
0,460.77905,15.541,239,4.24,5.32,387,6126,3.731,2.717
0,3.21318517,15.47,2050,8.24,2017.35,1710,6712,4.159,1.513
1,57.7749373,4.731,284,1.85,17.82,524,6277,4.417,1.097
0,1.20608769,2.2272,1660,44.46,3353.78,1941,5657,4.186,1.355
0,613.82905,18.18,148,2.85,2.1,307,5636,3.809,2.357
0,476.80454,10.65,144,1.12,0.63,227,5806,4.473,0.901
1,4.09513876,2.462,182,1.75,374.3,1122,5858,4.495,0.963
1,81.704814,1.468,297,1.65,9.04,442,6099,4.421,0.95
0,0.779615874,3.932,81.5,0.83,2735.51,1847,5764,4.548,0.863
1,578.21805,4.18,637,2.44,0.59,223,6089,4.495,0.95
1,317.009388,3.013,327,4.03,3.34,345,5066,3.787,2.27
1,482.51701,14.791,573,2.3,0.8,242,6168,4.488,0.96
0,224.469892,2.952,459,2.35,2.58,323,5911,4.337,1.091
0,113.556471,2.383,279,6.76,42.48,651,4842,3.167,4.164
0,208.02789,10.82,255,1.04,0.35,196,4285,4.63,0.632
0,308.024953,2.665,353,3.55,3.35,345,5220,3.808,1.887
1,7.77710639,3.418,77.4,0.73,84.44,773,5073,4.481,0.851
0,1.33261458,5.161,1340,3.65,505.52,1208,4611,4.551,0.76
1,233.64574,10.05,2270,5.2,1.8,296,5780,4.438,1
1,27.285315,7.47,397,2.19,49.97,678,6304,4.407,1.094
0,105.895315,2.581,1230,2.69,2.58,323,5271,4.548,0.781
0,61.224558,4.103,544,2.76,17.89,525,6343,4.408,1.14
0,28.50787754,3.13331,24400,27.79,33.32,613,6131,4.497,0.945
0,444.46522,0.767,4080,30.17,0.3,189,5134,4.609,0.746
0,8.48039,6.134,134,1.23,208.42,969,6193,4.434,1.067
1,445.351255,6.516,420,3.66,4.43,370,7202,4.112,1.755
0,72.0153825,2.548,178,6.94,88.86,783,5099,3.299,5.032
0,21.12752693,2.253,51.8,20.93,7200.22,2349,4024,1.672,30.882
0,23.9341825,1.607,228,1.03,8.27,432,4415,4.58,0.715
0,87.775799,1.862,450,2.44,6.61,409,5604,4.375,1.025
0,35.88227289,3.95004,101000,35.21,16.3,512,5840,4.57,0.812
0,8.780603773,3.16989,90000,52.34,85.17,775,5487,4.563,0.832
1,97.5137491,2.655,280,5.27,37.25,630,5437,3.57,3.18
1,549.42772,6.09,719,2.64,0.58,223,5957,4.498,0.971
1,284.666844,2.752,418,8.98,13.14,486,5248,3.368,4.413
1,224.150923,12.455,349,2.41,4.4,369,6072,4.133,1.286
1,148.179343,12.733,467,2.52,4.29,367,5635,4.278,1.183
0,551.49832,40.92,1870,4.89,0.51,215,5926,4.532,0.887
0,351.2878737,11.2066,135000,38.47,0.96,252,5911,4.519,0.914
1,376.934014,4.28,382,2.13,1.33,274,6074,4.369,1.034
1,17.168095,13.04,143,4.81,31.34,603,5053,3.824,1.907
0,124.091252,2.172,281,1.3,2.04,305,5275,4.571,0.792
1,403.163148,5.735,681,2.49,0.79,240,5812,4.504,0.963
1,341.557931,3.365,433,6.81,5.65,393,5138,3.551,3.098
1,476.91977,5.07,194,2.49,2.49,321,6282,4.063,1.725
1,9.011888,4.167,988,7.04,351.97,1105,5627,4.002,1.735
1,351.25069,3.648,1320,2.23,0.28,186,4828,4.63,0.63
0,212.771978,2.115,1240,2.84,1,255,5122,4.505,0.824
1,65.3558881,2.165,1160,2.61,3.05,337,4703,4.55,0.764
0,18.0766788,3.06,28800,19.47,54.73,694,5780,4.438,1
0,1.33255577,4.282,127,0.97,961.41,1420,5122,4.469,0.881
0,1.33259275,4.014,79.1,0.97,1983.27,1703,6091,4.487,0.967
0,36.6092739,1.835,1100,52.42,1640.55,1623,4770,2.319,16.114
1,39.399926,5.729,341,1.52,14.66,499,5913,4.581,0.795
0,0.812592362,1.5646,6950,25.84,16928.43,2912,7117,4.153,1.64
0,81.871309,1.606,98.2,1.12,12.59,480,6343,4.375,1.115
0,0.566805859,3.835,61.1,1.25,15850.69,2858,6413,4.203,1.494
0,520.58269,2.264,348,1.94,0.83,244,6210,4.45,1.033
1,126.586058,5.41,125,1.54,10.54,460,6611,4.269,1.249
1,2.7200197,1.874,869,1.53,61.08,713,3939,4.735,0.527
1,18.347081,2.825,1130,5.65,126.14,855,5465,3.968,1.702
1,57.140035,5.684,1570,5.78,28.34,588,5936,4.103,1.46
0,0.718643659,2.51246,125000,50.85,3813.75,2002,5853,4.483,0.934
1,31.70757465,7.6771,787,2.96,21.1,547,5861,4.546,0.865
0,17.94632811,8.15905,103000,66.65,120.63,845,5228,3.906,1.722
0,204.818268,1.93,304,5.18,17.9,525,6060,3.65,2.93
1,9.3589254,3.169,1530,17.37,1288.85,1528,5188,3.327,4.521
1,4.15472242,1.791,2240,23.47,6522.18,2292,6996,3.627,3.359
0,23.81490574,1.9948,79200,63.1,121.57,847,5421,3.79,1.89
0,1.3274511,3.465,124,0.66,243.87,1009,4137,4.646,0.61
1,87.565484,2.527,396,2.12,8.6,437,6064,4.429,1.069
1,535.1515,2.826,362,2.7,1.04,258,5468,4.085,1.423
1,495.40462,0.63,904,152.21,0.9,248,6225,4.45,1.031
0,209.238576,2.245,155,1.43,3.72,354,6302,4.345,1.135
1,353.65927,4.543,1020,2.58,0.58,223,5438,4.574,0.82
1,346.4174,9.23,662,2.41,0.94,251,5754,4.49,0.946
0,1.166835206,2.17596,15500,96.28,33728.08,3457,8982,4.111,2.123
0,4.99471597,3.44,53,2.2,2836.06,1861,6409,3.706,2.83
1,161.651504,2.509,254,2.22,4.77,377,5725,4.212,1.289
1,376.24253,4.064,186,1.32,0.99,254,5916,4.463,0.96
0,27.65960779,4.16321,318000,50.7,14.66,499,5310,4.593,0.768
0,476.727302,9.327,1040,23.42,18.64,530,5068,2.827,7.417
1,21.7997515,4.756,110,1.01,48.75,674,6122,4.487,0.964
1,54.595746,2.21,136,2,41.81,649,6014,3.989,1.699
0,22.0495604,3.428,135,1.9,163.51,912,6821,4.176,1.548
1,585.64118,13.97,565,2.2,0.43,207,5779,4.526,0.901
0,574.69029,4.269,277,1.26,0.31,191,5503,4.557,0.764
1,48.8130123,1.538,702,2.95,22.17,553,6202,4.395,1.11
0,280.1604956,2.8637,12900,19.25,0.74,237,5387,4.581,0.799
0,370.46262,9.541,348,2.03,1.53,284,6295,4.401,1.08
0,116.301793,2.253,649,2.18,3.01,336,5593,4.552,0.842
0,480.19416,10.76,372,1.79,0.72,235,6072,4.51,0.923
0,368.49828,14.903,582,1.86,0.5,214,5255,4.527,0.783
0,6.993576155,21.2695,2920,101.15,1569.11,1605,6565,3.803,2.467
0,1.811461128,8.42343,922000,373.77,33024.44,3438,8572,3.776,3.034
0,2.17491508,8.4418,635000,193.73,3847.36,2009,6792,4.143,1.636
1,441.61919,5.372,820,1.71,0.12,152,4351,4.659,0.592
0,24.5002702,4.079,154,0.73,6.61,409,4519,4.688,0.597
1,318.49078,3.012,630,3.01,1.94,301,6026,4.302,1.176
0,114.734287,3.724,243,1.1,1.82,296,5083,4.569,0.71
1,362.0619,14.02,886,2.12,0.41,203,5271,4.636,0.698
0,1.340649911,5.0912,628000,127.25,3824.87,2004,6332,4.26,1.222
0,30.69537638,5.6634,19900,19.39,45.29,662,6185,4.356,1.192
0,30.69533113,5.94855,88800,69.4,69.65,737,6335,4.171,1.286
1,11.37444271,2.30694,27900,22.86,52.84,687,5297,4.546,0.808
0,49.873958,1.351,562,1.5,4.26,366,4979,4.632,0.629
1,411.447056,3.481,285,2.86,3.22,342,6519,4.108,1.672
1,29.9371143,4.435,194,1.19,14.87,501,5115,4.47,0.866
1,651.358046,4.384,571,14.58,6.75,411,5122,3.172,6.261
0,407.97623,14.69,238,4.63,14.53,498,7612,3.787,2.968
1,33.3037881,3.003,272,1.14,7.53,422,4899,4.624,0.713
1,212.60398,5.74,189,1.64,3.06,337,5834,4.284,1.207
1,50.550788,2.353,155,5,92.03,790,5031,3.433,3.859
1,285.374561,4.865,482,5.94,7.54,423,5142,3.47,2.756
0,6.279888981,5.5086,1510,196.78,3281.24,1931,5057,3.137,6.222
1,93.359737,5.397,38.3,1.05,29.01,592,6809,4.078,1.673
0,519.8022187,14.9678,77200,40.88,0.51,216,5310,4.356,1.03
1,122.58481,22.37,319,1.19,1.43,279,5003,4.602,0.669
1,84.934357,3.169,130,1.6,18.83,531,6290,4.156,1.395
0,48.9200563,2.295,334,1.71,10.22,456,5375,4.433,0.899
1,421.98194,13.799,173,2.02,2.96,334,6760,4.193,1.515
1,469.61309,13.709,1230,3.24,0.37,200,5474,4.598,0.763
0,583.73632,15.75,339,2.65,1.19,266,6003,4.176,1.442
0,502.658,19.51,216,0.69,0.04,116,3754,4.773,0.473
1,116.454312,15.826,2130,3.33,2.06,306,5197,4.548,0.736
1,397.499229,8.019,2630,6.57,1.73,293,6423,4.37,1.231
0,243.954706,2.562,292,1.35,1.03,257,5578,4.578,0.794
1,24.9093027,3.8,333,1.32,9.9,452,4810,4.633,0.685
1,192.138741,3.218,151,1.93,6.48,407,6065,4.098,1.569
1,281.95332,2.756,1040,2.31,0.41,204,4864,4.628,0.692
0,12.71368909,1.875,192,1.09,56.78,700,5715,4.586,0.782
0,1.391716834,1.421,41,36.19,1150147.99,8346,3749,0.833,59.684
0,70.51623381,4.09296,330000,52.74,5.47,390,5511,4.531,0.789
0,2.645596805,2.9095,1270,167.05,8539.63,2452,4980,3.167,5.443
1,388.67155,11.701,371,1.49,0.46,210,5354,4.587,0.788
0,274.553579,5.95,218,1.66,2.55,322,6267,4.334,1.118
0,1.80774253,2.637,593,5.29,2606.24,1822,5164,3.88,1.779
1,520.655224,12.94,315,7.58,6.12,401,5227,3.321,4.313
1,369.93355,7.6,995,3.24,1.25,270,6158,4.453,1.024
0,28.7369766,1.586,525,1.95,21.64,550,5722,4.547,0.854
0,2.45649061,2.844,288,14.14,33039.62,3440,4870,2.486,8.531
0,457.513348,5.763,563,25.18,16.21,512,5047,2.966,7.821
0,323.77153,17.57,354,1.44,0.52,216,5196,4.586,0.784
1,641.60204,16.762,237,1.61,0.66,230,6277,4.449,1.031
0,40.0389613,1.711,109,0.95,16.85,517,5701,4.437,0.903
0,22.57197263,4.00349,79300,46.14,34.24,617,5645,4.431,0.871
1,28.406342,2.598,224,1.41,33.44,613,6085,4.474,0.936
0,1.018861199,6.5005,291000,93.47,9299.2,2505,6225,4.009,1.672
0,80.519237,4.044,92.5,1.08,12.11,476,6251,4.378,1.119
0,149.356804,15.415,172,2.92,23.18,560,6569,3.842,2.203
1,264.466625,6.371,437,2.61,3.41,346,6551,4.337,1.236
1,151.77884,2.615,190,4.35,34.01,616,6328,3.634,3.134
1,113.993156,7.721,69.7,2.23,66.64,729,7892,3.921,2.496
0,2.79123954,2.843,155,2.22,2322.96,1771,6407,4.111,1.668
0,44.637111,5.868,283,1.28,8.22,432,5222,4.518,0.78
1,102.493119,2.814,636,2.7,2.37,317,5166,4.583,0.791
0,365.620697,32.263,27200,12.75,0.5,215,5273,4.531,0.768
1,6.13292733,1.561,58.7,1.56,854.43,1379,5877,3.941,2.034
1,12.63063129,2.212,301,1.37,53.17,689,5579,4.58,0.798
0,191.272501,3.064,287,1.59,2.18,310,5727,4.43,0.918
1,286.02266,10.43,1040,2.03,0.25,180,4368,4.624,0.637
1,7.95445779,4.6012,6270,9.5,303.36,1064,6217,4.306,1.196
1,331.70918,7.44,3460,6815.75,0.56,221,5282,4.565,0.805
0,575.42002,17.22,402,1.91,0.61,225,6025,4.448,0.949
1,297.78282,18.38,392,1.17,0.18,167,4192,4.657,0.59
1,137.396194,17.61,155,3.38,16.87,517,5425,3.704,2.655
1,365.739893,1.218,301,1.73,0.8,241,5420,4.396,0.953
1,104.198102,3.2,652,5.13,14.46,497,5087,3.759,2.024
0,368.72715,5.06,427,1.55,0.51,215,5401,4.569,0.749
1,74.833577,3.247,86.4,1.68,28.65,590,5933,3.953,1.807
1,8.5852872,2.834,1410,3.02,85.95,777,5488,4.57,0.818
0,100.303613,10.578,488000,78.77,7.41,421,6060,4.397,1.046
1,102.100752,2.009,194,2.63,21.84,551,6359,4.046,1.83
1,6.263491873,0.8513,2830,6.46,458.5,1180,6247,4.255,1.194
0,0.83620025,3.7127,331000,65.64,3299.29,1932,5780,4.438,1
1,335.43143,10.3,228,7.12,11.31,468,5172,3.315,4.721
1,558.21886,13.556,1540,3.1,0.36,198,5679,4.581,0.794
1,290.02002,23.87,173,1.56,2.51,321,6452,4.384,1.148
1,279.21957,10.015,334,4.92,5.77,395,5159,3.648,2.604
1,348.665961,3.849,391,9.56,13.93,493,5183,3.166,4.89
0,616.34132,12.724,1290,2.11,0.07,131,4197,4.659,0.588
1,222.28056,3.035,272,2.56,6.37,405,6543,4.17,1.531
1,570.01886,3.52,429,1.62,0.31,190,5496,4.579,0.79
0,390.40832,7.916,252,0.63,0.04,115,3659,4.858,0.4
0,191.528018,2.342,172,1.32,2.95,334,6054,4.416,1.009
0,386.59946,3.305,381,1.89,1.06,259,6137,4.487,0.963
0,15.4032765,3.246,253,1.32,36.41,626,5272,4.508,0.799
1,7.58062893,3.484,86.1,0.97,182.01,937,5753,4.417,1.041
0,61.0011095,1.049,408,2.55,19.57,536,6418,4.395,1.171
0,198.232389,1.919,416,2.28,3.64,352,6263,4.382,1.113
0,0.66062715,4.56,249,26.13,6966.29,2327,6322,4.426,1.075
1,248.421771,4.187,704,18.92,26.64,579,4895,3.008,6.428
0,456.5734,5.465,398,7.88,6.88,413,5002,3.216,4.042
0,601.13797,15.26,173,1.81,0.99,254,5786,4.155,1.388
0,344.06248,15.6,136,5.26,28.42,589,7664,3.611,3.697
1,551.22396,5.896,571,2.1,0.42,206,5691,4.544,0.887
0,466.90824,2.64,660,2.19,0.46,210,5340,4.456,0.867
0,361.30991,12.968,276,7.07,7.5,422,4911,3.354,4.419
0,199.4424134,7.2533,32200,56.11,3.32,344,5869,4.288,1.17
0,31.59115876,2.6431,1430,72.91,88.84,783,5178,3.714,2.295
0,356.99135,17.03,748,2.47,0.78,240,5539,4.467,0.913
0,96.120478,1.125,285,2.08,10.62,460,6038,4.245,1.186
0,9.63647672,2.999,47.6,2.02,565.04,1243,5125,3.631,3.007
0,45.680876,2.293,350,14.5,514.91,1215,4835,2.608,7.917
0,43.169798,9.686,121,1.47,33.77,615,5929,4.176,1.292
1,395.94327,16.09,1510,2.53,0.21,172,4596,4.63,0.678
1,76.37924,0.645,276,1.73,6.41,406,5451,4.404,0.936
1,58.669218,3.712,169,1.28,9.68,450,5548,4.433,0.986
1,355.84731,16.68,124,1.68,3.71,354,6823,4.212,1.493
1,61.611129,14.96,82.9,1.29,30.02,597,6533,4.227,1.386
1,150.728285,2.718,214,1.27,2.51,321,5778,4.544,0.871
1,253.790434,3.702,604,2.06,0.97,253,5426,4.535,0.85
0,322.544807,11.236,88,0.68,0.55,219,5359,4.611,0.741
0,22.57494749,36.756,1340,49.49,129.25,860,6581,4.192,1.468
1,587.38162,11.973,864,36.77,18.29,527,4784,2.711,11.839
0,85.5692223,4.954,539,6.85,19.51,536,5361,3.856,1.951
1,7.07987663,2.589,310,1.36,70.05,738,4808,4.521,0.806
1,91.240335,2.314,206,1.75,14.03,494,6493,4.305,1.205
1,357.41382,3.675,777,3.01,1.52,283,6233,4.412,1.076
1,359.854745,3.429,302,2.25,1.97,302,6495,4.379,1.168
1,89.366114,3.945,494,1.97,5.54,391,5861,4.522,0.875
0,422.255426,4.974,1940,5.09,1.39,277,6273,4.364,1.139
1,37.6259039,3.91,411,1.81,17.13,519,5874,4.542,0.871
1,41.9934673,3.226,294,1.56,15.19,503,5766,4.498,0.915
1,94.67782,2.215,287,1.46,3.67,353,5360,4.503,0.866
1,290.196139,13.698,281,2.35,3.2,341,6238,4.224,1.403
0,471.39698,10.714,330,1.87,1.16,265,6587,4.463,1.008
1,175.452812,2.734,142,3.96,28.77,591,6184,3.58,3.304
1,367.07446,5.887,368,2.15,1.59,287,6315,4.407,1.116
1,366.684634,3.284,456,10.75,9.18,444,5090,3.353,4.962
1,291.306507,2.91,1130,2.49,0.54,219,5031,4.548,0.748
1,93.006,2.461,125,1.97,15.18,503,5518,3.973,1.742
0,436.42852,13.8,164,1.26,0.86,245,5997,4.466,0.971
1,466.002988,10.278,2360,4.92,0.58,223,5830,4.54,0.876
1,302.77571,3.183,1110,1,0.03,106,3358,4.944,0.303
1,355.86134,23.39,1220,2.79,0.7,233,5736,4.576,0.801
1,236.506437,5.004,744,10.37,12.54,480,5066,3.414,3.9
1,19.3854894,1.031,4560,6.13,37.73,632,5432,4.42,0.913
1,357.588538,3.367,345,3.53,7.38,420,7435,4.082,1.876
1,545.205601,3.296,200,1.66,1.03,257,6273,4.345,1.155
1,105.053389,1.988,177,1.52,9.61,449,6471,4.392,1.13
1,24.7967294,4.278,971,3.14,19.62,537,5496,4.592,0.776
1,44.7060191,0.25,292,60.47,11.01,465,5509,4.482,0.811
1,125.277815,4.442,432,15.75,96.53,799,5119,2.961,7.738
1,27.2020672,1.811,180,1.87,63.31,719,5869,4.175,1.396
0,64.71316809,5.69869,313000,62.03,12.8,482,6175,4.44,0.974
1,40.7282314,13.677,222,4.58,111.83,829,6531,3.936,2.231
0,1.036592136,2.296,2120,293.01,73013.77,4194,4884,2.737,8.747
1,398.51312,5.41,249,1.23,0.58,222,5776,4.596,0.759
1,559.785594,3.496,275,1.88,0.92,249,6201,4.352,1.111
1,109.43946,3.801,187,1,2.31,314,5359,4.611,0.741
1,164.507439,11.428,434,2.15,3.39,346,5866,4.382,1.02
1,370.84786,13.966,1440,4.03,0.54,219,5291,4.539,0.886
1,73.908995,3.916,101,0.94,7.44,421,5865,4.518,0.918
1,212.646179,2.539,953,3.19,2.5,321,6108,4.466,1.03
0,371.54879,9.841,126,1.13,0.66,230,5225,4.41,0.954
0,226.499243,1.328,127,0.89,0.86,245,5093,4.525,0.798
1,251.48808,6.8,305,1.74,1.55,284,5979,4.52,0.902
1,32.4185265,5.154,111,1.62,52.7,687,5622,4.044,1.441
1,19.15976088,3.10166,32500,25.24,7.65,424,4492,4.727,0.516
0,2.61594288,6.45,72.1,0.92,831.27,1370,6063,4.476,1.012
0,1.686009643,1.1818,390,1.81,1024.99,1442,5783,4.539,0.88
1,32.033211,5.289,71.3,0.85,28.78,591,6039,4.478,1.005
1,43.3975622,3.908,585,1.69,5.35,388,4871,4.608,0.725
0,344.961485,3.023,428,1.61,0.66,230,5481,4.51,0.775
1,22.2659599,4.816,61.3,1.18,152.29,896,6888,4.223,1.492
1,199.064336,13.623,265,6.12,12.81,483,5157,3.541,3.436
1,277.114286,3.926,567,17.56,31.66,605,5117,2.986,7.549
1,323.159363,2.427,369,3.41,2.83,331,5251,3.872,1.811
1,21.512259,4.337,131,1.13,39.45,639,5611,4.424,0.997
1,303.226376,1.802,1460,3.66,1.33,274,5952,4.469,0.955
1,22.8631517,1.659,103,4.84,361.26,1112,5043,3.339,4.874
1,97.942437,2.575,100,2.29,30.59,600,5997,3.806,2.284
0,163.820347,1.331,1200,2.59,0.93,251,4822,4.594,0.771
0,151.577009,2.59,468,3.67,14.96,502,6854,4.106,1.674
1,493.30572,5.425,405,1.08,0.12,149,4558,4.697,0.548
1,449.87203,6.539,1130,2.59,0.37,199,5310,4.578,0.786
1,419.93373,10.29,285,1.82,1.57,285,6686,4.425,1.053
1,322.221973,7.531,466,2.18,1.4,277,6026,4.437,1.006
1,235.413973,3.065,1030,3.2,2.03,304,6028,4.468,1.001
1,366.68293,3.854,1080,3.15,0.58,222,5217,4.462,0.869
1,240.57135,11.164,922,2.93,1.96,302,6146,4.497,0.943
1,217.792748,4.695,1490,6.15,2.94,334,5600,4.209,1.283
1,259.34304,16.04,350,6.04,9.65,449,5490,3.629,3.204
0,8.34410791,1.606,255,1.75,229.93,993,6321,4.434,1.058
